职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
采购员（产品开发）,广州市新目标电子商务有限公司,7-9千,广州·番禺区,1年,大专,外资（非欧美）,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/143609812.html?s=sou_sou_soulb&t=0_0&req=effaadb47abca44d5bc8eb6bae568acc,https://jobs.51job.com/all/coVTVWOgNjDzkAZgZtUz4.html
单片机开发工程师,深圳市宝利根精密仪器有限公司,7千-1.1万,深圳·宝安区,1年,本科,民营,少于50人,机械/设备/重工,https://jobs.51job.com/shenzhen/76650312.html?s=sou_sou_soulb&t=0_0&req=d23e39841dedf91eb66fa01c1d44b307,https://jobs.51job.com/all/coBWFdMV84BjBTMw1vBWE.html
软件开发（组长）,广州劲源科技发展股份有限公司,1.5-2万,广州·越秀区,5-7年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/141462178.html?s=sou_sou_soulb&t=0_0&req=d23e39841dedf91eb66fa01c1d44b307,https://jobs.51job.com/all/coVjMBZlU-UmUObQJk.html
C++开发工程师,深圳市布易科技有限公司,1.5-2万,深圳·南山区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shenzhen/128999240.html?s=sou_sou_soulb&t=0_0&req=d23e39841dedf91eb66fa01c1d44b307,https://jobs.51job.com/all/coBWFRMVYxU2wDYQRmVzQ.html
.NET开发,北京中体网科技股份有限公司,9千-1.1万,北京·东城区,2年,本科,合资,50-150人,互联网/电子商务,https://jobs.51job.com/beijing/98921838.html?s=sou_sou_soulb&t=0_0&req=d23e39841dedf91eb66fa01c1d44b307,https://jobs.51job.com/all/coCG9WM144BTkDZgdhUTA.html
设备开发工程师,金发科技股份有限公司,2-3.5万·18薪,广州,5-7年,硕士,已上市,10000人以上,石油/化工/矿产/地质,https://jobs.51job.com/guangzhou/148663622.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coCW4Cb1I2VW8PbVM5.html
开发工程师,上海沪源医药有限公司,1.5-2.5万·13薪,上海·闵行区,3-4年,本科,民营,50-150人,贸易/进出口,https://jobs.51job.com/shanghai/145886050.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coUzRRM14_VWwDbwxp.html
服装开发跟单（样板）,广州市韦欣服装有限公司,6千-1.2万,广州·番禺区,1年,大专,民营,150-500人,服装/纺织/皮革,https://jobs.51job.com/guangzhou/148639760.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coAGVVMQRuUmpRMwBkVDU.html
mes开发工程师,上海赛美特软件科技股份有限公司,1.2-2万,成都·高新区,3-4年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/chengdu/148657094.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coBWVRPQdtVmAGagxnUzY.html
ABAP开发,上海比孚信息科技有限公司,1-2万,上海,5-7年,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/148660947.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coAGRUOFA6UW9RNwNlUTM.html
针织面料采购开发经理,吉美艾国际贸易（上海）有限公司,1.5-3万,上海·闵行区,5-7年,大专,外资（欧美）,150-500人,服装/纺织/皮革,https://jobs.51job.com/shanghai/146628114.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coUzICZlY1UW9VNVQ0.html
开发采购（音箱耳机）,深圳市和印包装科技有限公司,8千-1.5万,深圳·龙岗区,3-4年,大专,民营,50-150人,印刷/包装/造纸,https://jobs.51job.com/shenzhen/147413686.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coAGBWMgRuAD4EY1Q3UjQ.html
座舱驱动开发（主任）,东风汽车集团股份有限公司,1.7-3.3万,上海·闵行区,8-9年,本科,国企,10000人以上,汽车,http://companyads.51job.com/companyads/2022/wh/dongfeng/about4.html?jobid=148655744&ctmid=6051302#bt,http://companyads.51job.com/companyads/2022/wh/dongfeng/index.html
Linux内核开发,润芯微科技（江苏）有限公司,1.5-3万,深圳·南山区,2年,本科,民营,1000-5000人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/146219329.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coCGhTMFY2VGJRMlczAG0.html
Java开发工程师,奕兆科技（深圳）有限公司,1-1.5万,深圳·南山区,3-4年,本科,外资（非欧美）,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/144701439.html?s=sou_sou_soulb&t=0_0&req=d23e39841dedf91eb66fa01c1d44b307,https://jobs.51job.com/all/coAmNRNwdkBDoAYwJnXDg.html
前端开发工程师,深圳市宝建投智能科技有限公司,3千及以下,深圳·宝安区,5-7年,本科,国企,150-500人,计算机软件,https://jobs.51job.com/shenzhen/147084450.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coB2cHZQBhBTwFZgVjAGc.html
软件开发工程师,上海共生自动化科技有限公司,2-4万·13薪,上海·普陀区,3-4年,本科,民营,50-150人,机械/设备/重工,https://jobs.51job.com/shanghai/141543560.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coVjNRM1EyVmxUMgBqVTg.html
测试开发负责人-供应链,字节跳动,5-8万,北京,8-9年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/148662764.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
Android display开发工程师,润芯微科技（江苏）有限公司,1.5-3万,上海,3-4年,本科,民营,1000-5000人,通信/电信/网络设备,https://jobs.51job.com/shanghai/146316783.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coCGhTMFY2VGJRMlczAG0.html
高级Java开发,上海安硕信息技术股份有限公司,2.5-3万,上海·浦东新区,5-7年,本科,已上市,1000-5000人,互联网/电子商务,https://jobs.51job.com/changzhou/148617476.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coUjVTMlIxU2lVMgZn.html
软件开发,上海共生自动化科技有限公司,2-4万·13薪,上海·普陀区,3-4年,本科,民营,50-150人,机械/设备/重工,https://jobs.51job.com/shanghai/140750615.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coVjNRM1EyVmxUMgBqVTg.html
跨境电商产品开发专员,上海奥深商务咨询有限公司,1-1.5万,上海·黄浦区,3-4年,本科,民营,150-500人,贸易/进出口,https://jobs.51job.com/shanghai/148049031.html?s=sou_sou_soulb&t=0_0&req=56e306667b5a02b8efd20fd02bb7f829,https://jobs.51job.com/all/coUzddOFczBT4EZlc9AWU.html
