职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
装备开发工程师（电气）,上海新时达电气股份有限公司,1.5-2万,上海·嘉定区,3-4年,本科,已上市,1000-5000人,仪器仪表/工业自动化,https://jobs.51job.com/shanghai/146436441.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coCWwHYQBiAjlVMwZg.html
测试开发,深圳市长亮科技股份有限公司,1.4-2万,北京·丰台区,5-7年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/147937235.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
数据分析师,上海骐骏投资发展有限公司,1.5-2.5万·13薪,上海,3-4年,本科,民营,50-150人,贸易/进出口,https://jobs.51job.com/shanghai/143277214.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coAGRcMAJpATsHZlcw.html
Python开发工程师,中讯志远（武汉）科技有限公司,1-1.5万,上海·徐汇区,3-4年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/118888036.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
高级开发工程师,麦克英孚（宁波）婴童用品有限公司,1-1.5万,上海,3-4年,本科,外资（欧美）,500-1000人,贸易/进出口,https://jobs.51job.com/shanghai/141051259.html?s=sou_sou_soulb&t=0_0&req=b8cbf5ce6a5243144b261a60d79906d2,https://jobs.51job.com/all/coBGBSNQBqADlUOQxmUzE.html
Python算法工程师（AI模型方向）,深圳用图科技有限公司,1.5-2.5万,深圳·南山区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/148616735.html?s=sou_sou_soulb&t=0_0&req=3ba95d48f59b90a6f5d8b9a456ecbfc7,https://jobs.51job.com/all/coCWgHYANoBjoOagZsAGE.html
高级python,衍生（深圳）投资基金管理有限公司,1.8-2.5万,深圳·南山区,3-4年,本科,民营,50-150人,金融/投资/证券,https://jobs.51job.com/shenzhen/147064404.html?s=sou_sou_soulb&t=0_0&req=4ac0af42e7d14598e92c3d86c8016089,https://jobs.51job.com/all/coAWRTP1YzUWwCYlcxUDA.html
NVR/DVR高级软件开发工程师,深圳市美安科技有限公司,2.5-4万·14薪,深圳·龙岗区,5-7年,本科,合资,150-500人,,https://jobs.51job.com/shenzhen/141793712.html?s=sou_sou_soulb&t=0_0&req=585b88ebe53a7335a5cd31df34cb39c1,https://jobs.51job.com/all/coA2QFaQNjUW0EYwJmBWg.html
Python数据处理工程师,广州杰纳医药科技发展有限公司,8千-1.6万,广州·黄埔区,1年,本科,民营,150-500人,,https://jobs.51job.com/guangzhou/146440424.html?s=sou_sou_soulb&t=0_0&req=1083c62971bb247ef085c71bc508ec1e,https://jobs.51job.com/all/coCGtVM1cxUm8OYlY0BWE.html
数据产品支持专员,云汉芯城（上海）互联网科技股份有限公司,8千-1.6万,上海·松江区,2年,本科,民营,500-1000人,互联网/电子商务,https://jobs.51job.com/shanghai/144188539.html?s=sou_sou_soulb&t=0_0&req=2bb2986d4203bb613b64febf44683d95,https://jobs.51job.com/all/coBWEHYVMzU2oEYgNoAW0.html
Python开发工程师,中讯志远（武汉）科技有限公司,1-1.5万,上海·徐汇区,3-4年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/118738439.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
ERP开发工程师,成都安可信电子股份有限公司,1.3-1.5万·14薪,成都,3-4年,大专,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/chengdu/140352424.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coAGddOQBgUm5WMVcy.html
深度学习模型优化工程师,上海肇观电子科技有限公司,2.5-5万·13薪,上海·浦东新区,5-7年,本科,民营,150-500人,计算机硬件,https://jobs.51job.com/shanghai/140654487.html?s=sou_sou_soulb&t=0_0&req=19bc3fa098be284b560f95152089932a,https://jobs.51job.com/all/coAGUHalQ_BzpVNwVkUDE.html
产品工程师/PE,上海芯楷集成电路有限责任公司,1-2万·13薪,上海,3-4年,大专,民营,,计算机软件,https://jobs.51job.com/shanghai/144463135.html?s=sou_sou_soulb&t=0_0&req=2bb2986d4203bb613b64febf44683d95,https://jobs.51job.com/all/coUTBUNFA6UW4BbARgXDg.html
Python开发工程师,中讯志远（武汉）科技有限公司,1-1.5万,深圳·福田区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/134883489.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
图像处理工程师,上海感图网络科技有限公司,1-1.5万·13薪,上海,1年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148093490.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coCWhUNFIzADsDZAxnXDw.html
自动化测试工程师,广州碧软信息科技有限公司,9千-1.6万,成都·高新区,2年,本科,合资,500-1000人,计算机软件,https://jobs.51job.com/chengdu/137320217.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coUzdWNlY8AjoBZA1vUTA.html
Python中级,成都甲乙方程科技有限公司,1-1.5万,成都·武侯区,3-4年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147692753.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coBGYBbFMyBzBUNwRnAG0.html
Python工程师,诚迈科技（南京）股份有限公司,1.5-2.3万,上海·浦东新区,5-7年,大专,外资（欧美）,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/147803887.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coBGBSMwBmBDkAYAJkUDw.html
软件工程师,冠通期货股份有限公司,1-1.6万·13薪,北京,1年,本科,民营,150-500人,金融/投资/证券,https://jobs.51job.com/beijing/141896728.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coVDBTP1A1U2xWN1Q1AWc.html
Python developer,深圳英孚睿思信息技术有限公司,1.4-1.9万·13薪,深圳·南山区,3-4年,本科,民营,,金融/投资/证券,https://jobs.51job.com/shenzhen/147281631.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coBGRRPAJlU2tSMQJgVDI.html
Python开发工程师（上海）,上海华讯网络系统有限公司,1.2-2.2万,上海·浦东新区,2年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/133833233.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coUjVcOV40AjtRMlY8.html
软件开发部经理,北京上德自动化系统有限公司,2-2.5万,北京·海淀区,5-7年,本科,民营,,计算机软件,https://jobs.51job.com/beijing/143727932.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coUTABYVUxBzlRPAFkUTA.html
嵌入式软件开发工程师,新港海岸（北京）科技有限公司,2-3.5万·14薪,深圳·福田区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/148045604.html?s=sou_sou_soulb&t=0_0&req=38383e89b1d71dd0e0766b124b832d69,https://jobs.51job.com/all/coUzZSNVAyBjAHYABmUDY.html
测试开发工程师,安徽丹焱信息科技有限公司,1.7-2万,上海·闵行区,3-4年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/147231361.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coBWRSNQNkVmoGalY3VDM.html
中级固件后端工程师（FW Engineer ）,北京特纳飞电子技术有限公司,2-4万·14薪,北京·海淀区,3-4年,本科,合资,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/140067979.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coBGQCYgNoVWIGZA1oXD0.html
大数据开发工程师,疆域康健创新医疗科技成都有限公司,1.2-2.4万,成都,3-4年,本科,外资（非欧美）,150-500人,医疗设备/器械,https://jobs.51job.com/chengdu/141142338.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coUTIFYQRmATZRMlM1AmM.html
机器人流程自动化业务分析工程师,河北旭高企业管理咨询有限公司,1.9-2.3万,上海·浦东新区,5-7年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/139958524.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coA2IAZARuUW0GZQVnUj4.html
爬虫开发工程师,深圳市胖达摸鱼科技有限公司,8千-1.2万,深圳·宝安区,1年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shenzhen/131260240.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coUTEFZFMwVWoBZ1QxXDw.html
高级固件后端工程师（FW Engineer ）,北京特纳飞电子技术有限公司,4-7万·14薪,北京·海淀区,5-7年,本科,合资,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/140068009.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coBGQCYgNoVWIGZA1oXD0.html
质量研究工程师/技术支持工程师,广东省质量发展促进会,7.5千-1万,广州·黄埔区,1年,本科,非营利组织,少于50人,政府/公共事业,https://jobs.51job.com/guangzhou/140104062.html?s=sou_sou_soulb&t=0_0&req=471e1c3931509ec44b8ebfc1863f24be,https://jobs.51job.com/all/coCWlRNgVhVm8AYFQ_XDo.html
招聘音频工程师,深圳市智胜益辉科技有限公司,1-1.5万,深圳·龙岗区,1年,本科,民营,,采掘业/冶炼,https://jobs.51job.com/shenzhen/139795849.html?s=sou_sou_soulb&t=0_0&req=576c2e21ab927fcb4c0b5077989aa8f5,https://jobs.51job.com/all/coBGRTPwdjAj8OalE6VTY.html
Python程序员（兼职）,上海同恳智能科技有限公司,200元/天,上海·杨浦区,无需经验,大专,民营,少于50人,广告,https://jobs.51job.com/shanghai/147392076.html?s=sou_sou_soulb&t=0_0&req=35b36311f2f183359952bf175d2df60c,https://jobs.51job.com/all/coBmdSMFI1Az8CZQNgVDc.html
服务端软件工程师(Python）（BG）,上海游斐网络科技有限公司,1.3-2万,上海·长宁区,2年,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/136751199.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coUjEBbVM5UWwDZAFmAmA.html
有限元软件程序员,数模软件（上海）有限公司,9千-1.8万,上海,1年,本科,外资（欧美）,少于50人,汽车,https://jobs.51job.com/shanghai/143382682.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coCGxRM1E3BjkHZwNp.html
自动化软件主管,上海优异达机电有限公司,2-3万,上海·松江区,3-4年,大专,民营,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/shanghai/136251492.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coCGtQM1Y9UmwDbgRkUjE.html
数据开发,博彦科技广州有限公司,6-8.8千,成都·高新区,3-4年,本科,民营,,计算机软件,https://jobs.51job.com/chengdu/148563889.html?s=sou_sou_soulb&t=0_0&req=a4ae02eb149f09d9fa7234cc4aa00bb6,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
Python开发工程师,北京中软融通科技有限公司,1-1.5万,北京·朝阳区,2年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/112936784.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coVTdVMQRjAjtTP1YxVjs.html
Python 工程师,印孚瑟斯技术（中国）有限公司,1.5-3万,广州·天河区,5-7年,大专,外资（非欧美）,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/147345189.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coAGRVM1A1Bj1UMwVhBmA.html
python爬虫工程师（中高级）,深圳一科互联有限公司,1.6-2.5万,深圳·罗湖区,3-4年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shenzhen/139390102.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coAmMAZFYyAjxUMQNhAGw.html
高级软件开发工程师(Python),雷克软件系统（深圳）有限公司,1.5-2.2万,广州·天河区,5-7年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/guangzhou/147525141.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coUjYGZFAxAzlWOgBhBmI.html
软件测试工程师-北京,京北方信息技术股份有限公司珠海分公司,1-1.8万,北京,3-4年,本科,民营,少于50人,,https://jobs.51job.com/beijing/140736269.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coBmVTP184UmkPagNnBmQ.html
C++软件开发工程师,广州家铭技术有限公司,1-1.5万·13薪,广州·黄埔区,2年,本科,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/140303692.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coCGsCYAVgADkGYVAxUzY.html
软件开发工程师（PHP）,飞域（广州）国际贸易有限公司,1-1.5万,广州·天河区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/147083072.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coUTFUNF81UmwPb1EzUTc.html
初级固件后端工程师（FW Engineer ）,北京特纳飞电子技术有限公司,1.5-2.5万·14薪,北京·海淀区,1年,本科,合资,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/140067891.html?s=sou_sou_soulb&t=0_0&req=df6928d4c7021c970df41e287104906b,https://jobs.51job.com/all/coBGQCYgNoVWIGZA1oXD0.html
嵌入式软件开发工程师,新港海岸（北京）科技有限公司,2-3.5万·14薪,深圳·福田区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/148045604.html?s=sou_sou_soulb&t=0_0&req=19bc3fa098be284b560f95152089932a,https://jobs.51job.com/all/coUzZSNVAyBjAHYABmUDY.html
SLAM算法工程师,广东亿嘉和科技有限公司,2.5-4万,深圳·南山区,1年,硕士,已上市,500-1000人,家具/家电/玩具/礼品,https://jobs.51job.com/shenzhen/141536756.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coUjNVMQRkVmoBYVcyB2E.html
C++开发工程师,淘贝（深圳）网络科技有限公司,2-3.5万,深圳·龙岗区,3-4年,大专,民营,50-150人,网络游戏,https://jobs.51job.com/shenzhen/143715901.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coUzNTPlMyUm0AZgdnBWk.html
C++软件工程师,广州碧软信息科技有限公司,1.5-2.5万,成都·高新区,3-4年,本科,合资,500-1000人,计算机软件,https://jobs.51job.com/chengdu/148310561.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coUzdWNlY8AjoBZA1vUTA.html
Python 老师或助教,成都银河教育中心,6千-1.2万,成都,2年,本科,民营,150-500人,教育/培训/院校,https://jobs.51job.com/chengdu/139918961.html?s=sou_sou_soulb&t=0_0&req=4b6e9d6a6b6f7ee2ad7a16485bf89227,https://jobs.51job.com/all/coUzcCZgBkVmgCZQVjAWI.html
00122-BI Specialist - Python,友邦资讯科技（广州）有限公司,10-15万/年,广州,1年,本科,外资（非欧美）,1000-5000人,保险,https://jobs.51job.com/guangzhou/113124718.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coBGddOlE7Azg.html
Python开发工程师,上海鹏越惊虹信息技术发展有限公司,8千-1.5万,上海·浦东新区,3-4年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/134910967.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coAWRVMFMxBTsHYFA7.html
Python,京北方信息技术股份有限公司广州分公司,1.5-2万,广州,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/147741520.html?s=sou_sou_soulb&t=0_0&req=35b36311f2f183359952bf175d2df60c,https://jobs.51job.com/all/coAmZXNFc9BzoAbFQzUTU.html
Python后端,创珩工业科技（上海）有限公司,6-8千,上海·嘉定区,2年,大专,民营,150-500人,机械/设备/重工,https://jobs.51job.com/shanghai/140843381.html?s=sou_sou_soulb&t=0_0&req=35b36311f2f183359952bf175d2df60c,https://jobs.51job.com/all/coCWpdOgBqDzgBYAZjUjA.html
Python开发工程师,广州云纳信息科技有限公司,5-6千,广州·番禺区,2年,大专,民营,,计算机软件,https://jobs.51job.com/guangzhou/147285019.html?s=sou_sou_soulb&t=0_0&req=a2929202832cf63f4900acba441fd2bb,https://jobs.51job.com/all/coBGVRNlEyATgBYwNhAmc.html
Python,江苏润和软件股份有限公司,1.5-2.4万,上海,3-4年,本科,已上市,10000人以上,计算机硬件,https://jobs.51job.com/chengdu/148529428.html?s=sou_sou_soulb&t=0_0&req=2b9f4680df1aea017dedc453be919709,https://jobs.51job.com/all/coCW4CZwBlAzQBbQJo.html
运维开发工程师,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/xingtai/140870079.html?s=sou_sou_soulb&t=0_0&req=585b88ebe53a7335a5cd31df34cb39c1,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
Python高级开发工程师,研祥智能科技股份有限公司,1.8-3万,南宁,5-7年,本科,已上市,1000-5000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/147696126.html?s=sou_sou_soulb&t=0_1&req=1083c62971bb247ef085c71bc508ec1e,https://jobs.51job.com/all/coUTVRNVMzAzhWOgBhAmA.html
电商数据分析,贵州开阔科技有限公司,6-9千,深圳·宝安区,无需经验,本科,民营,,计算机软件,https://jobs.51job.com/shenzhen/144113833.html?s=sou_sou_soulb&t=0_0&req=ff7bf3630a6f241bde7082de04dc3891,https://jobs.51job.com/all/coBWRXNwRjBDpVNQJgAGQ.html
后端开发工程师,云舟生物科技（广州）股份有限公司,7千-1万·13薪,广州·黄埔区,1年,大专,外资（欧美）,500-1000人,制药/生物工程,https://jobs.51job.com/guangzhou/141943043.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coUTJSNgdjADpSM1YzVTU.html
数据分析师,北京览鸿科技有限公司,8千-1万,北京·顺义区,无需经验,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/handan/141687920.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coAmNQNgBrVWMHa1A0UDA.html
数据分析工程师,上海化工院检测有限公司,7千-1.2万,上海·普陀区,无需经验,本科,国企,150-500人,石油/化工/矿产/地质,https://jobs.51job.com/shanghai/140661976.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coVjVQM1M1Aj4GYA1pUzY.html
物联网工程师,四川科航锐科技有限公司,4-6千,成都·高新区,无需经验,大专,民营,,计算机软件,https://jobs.51job.com/chengdu/143676658.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coVTVdMVUzAz9VOFM5BmY.html
机器人算法工程师,上海博为峰信息技术有限公司,1.8-2.5万,深圳·宝安区,1年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/140431486.html?s=sou_sou_soulb&t=0_0&req=000ff16fd24aef28c5b8b6bec2846cfd,https://jobs.51job.com/all/coVjNWMQNgBjtUMgFlXD0.html
大数据开发,博彦科技股份有限公司,1.6-2.6万,广州·天河区,5-7年,本科,外资（欧美）,10000人以上,通信/电信/网络设备,https://jobs.51job.com/guangzhou/147525744.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coB2UGYABmVmo.html
PVT算法工程师/专家,千寻位置网络有限公司,2-4万,湖州·德清县,无需经验,硕士,合资,1000-5000人,计算机软件,https://jobs.51job.com/beijing/140242277.html?s=sou_sou_soulb&t=0_1&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coVDRdOVYzBTwDYwdgVDc.html
系统运维工程师（高级）,广州慧扬健康科技有限公司,1.1-2万,广州·天河区,5-7年,本科,民营,150-500人,医疗/护理/卫生,https://jobs.51job.com/guangzhou/144077460.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coAmBdPVcxU25RPQBkAmU.html
AI算法工程师,深圳市研一新材料有限责任公司,1-2万·14薪,深圳·龙华区,3-4年,本科,民营,500-1000人,学术/科研,https://jobs.51job.com/shenzhen/142053385.html?s=sou_sou_soulb&t=0_0&req=4b3d518db3036c7db92bd8abb2e1a08c,https://jobs.51job.com/all/coBWYBYFI4BDtTNwRiBmo.html
Python运维开发工程师,中软国际科技服务有限公司,1.5-3万,广州·天河区,5-7年,本科,合资,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146028148.html?s=sou_sou_soulb&t=0_0&req=1573007a3112c9d9418a1a8d80fd16ca,https://jobs.51job.com/all/coA2cCY1cxBj1UNlAyB2Y.html
数据分析师（SAS/R/Python）,北京裕荣医学数据科技有限公司,1-2万·13薪,北京·朝阳区,1年,本科,民营,少于50人,制药/生物工程,https://jobs.51job.com/beijing/126269865.html?s=sou_sou_soulb&t=0_0&req=8ca8bee5ab28af035dcd9dfc2917ec1e,https://jobs.51job.com/all/coAGMBbVI5BjgDbgZkAW0.html
高级开发工程师（C/C++/python/go）,上海申电云数字科技有限公司,25-40万/年,上海·普陀区,10年以上,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/147831308.html?s=sou_sou_soulb&t=0_0&req=9b3149c19a8d42701bfae9c17b96cb08,https://jobs.51job.com/all/coAWAAZ1A0DzhUMAdmVzc.html
Python工程师,捷普集团-捷普科技（上海）有限公司 Jabil Circuit (Shanghai) Ltd.,1-1.3万·13薪,上海·徐汇区,1年,本科,外资（欧美）,10000人以上,,https://jobs.51job.com/shanghai/146918893.html?s=sou_sou_soulb&t=0_0&req=f8b744526e9c7c16ac162b44ceb1ec8c,https://jobs.51job.com/all/coVjFVNlQ-DzdRMwZj.html
福田院-电子工程师,香港中文大学深圳研究院,1-1.8万,深圳·福田区,3-4年,本科,事业单位,50-150人,学术/科研,https://jobs.51job.com/shenzhen/143909962.html?s=sou_sou_soulb&t=0_0&req=7325a2f1e944b7f91e9203caf8b8188f,https://jobs.51job.com/all/coUzNTP184VG4CZgRlUzY.html
SSD测试开发工程师,深圳佰维存储科技股份有限公司,2-3.5万·15薪,成都·高新区,3-4年,本科,已上市,1000-5000人,,https://jobs.51job.com/chengdu/147669998.html?s=sou_sou_soulb&t=0_0&req=1530edf5ba9c6e93fa7fceadf4323357,https://jobs.51job.com/all/coB2MHYlUxUm8AYlcyB2U.html
Python开发工程师,中讯志远（武汉）科技有限公司,1-1.5万,北京·海淀区,3-4年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/131611415.html?s=sou_sou_soulb&t=0_0&req=e783832c5ed810f60e3a3ae7adca8abe,https://jobs.51job.com/all/coVDFQMlY1AToCYwVnVDg.html
装置测试工程师,中电普瑞电力工程有限公司,12-24万/年,北京·昌平区,2年,本科,国企,500-1000人,电气/电力/水利,https://jobs.51job.com/beijing/140139703.html?s=sou_sou_soulb&t=0_0&req=9892979717aaf4e15f3ac751ae16d2e3,https://jobs.51job.com/all/coAmEAYwdjU2QAYlQzUDw.html
FAE（合肥）(J10687),曙光信息产业股份有限公司,1.5-2.5万,合肥·高新区,2年,硕士,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/140221867.html?s=sou_sou_soulb&t=0_1&req=471e1c3931509ec44b8ebfc1863f24be,https://jobs.51job.com/all/coUzcFZQJlAjgGZ1My.html
高级软件开发工程师,上海莱迪思半导体有限公司,3-4万·15薪,上海·闵行区,8-9年,硕士,外资（欧美）,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/146909569.html?s=sou_sou_soulb&t=0_0&req=471e1c3931509ec44b8ebfc1863f24be,https://jobs.51job.com/all/coVDMGZV85BzgGa1AxXTs.html
python后端开发工程师,成都同辉数联信息技术有限公司,7千-1.4万,成都·武侯区,1年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/chengdu/132768386.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coAmFWMgdsVWMCbgRuXTA.html
Python算法工程师（后端开发）,上海琻瑢信息科技有限公司,1-2万,上海·闵行区,1年,本科,民营,少于50人,金融/投资/证券,https://jobs.51job.com/shanghai/129251065.html?s=sou_sou_soulb&t=0_0&req=baa53e6c2768368623c427da4a1e9531,https://jobs.51job.com/all/coVTddOwdhVGpWMFAwXT4.html
数据分析师,成都费森科斯科技有限公司,8千-1万,成都·高新区,无需经验,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/xianyang/141711558.html?s=sou_sou_soulb&t=0_0&req=2bb2986d4203bb613b64febf44683d95,https://jobs.51job.com/all/coBmcHYFEyUmQAZVE1UTM.html
Finance-Cost Controller,博世（上海）安保系统有限公司成都高新分公司（博世通讯中心）,1-1.5万·13薪,上海·长宁区,2年,本科,外资（欧美）,500-1000人,,http://boschchina.51job.com/jobdetail.html?jobid=146356035,http://boschchina.51job.com/
AI算法工程师,上海柏飞电子科技有限公司,3-5万·14薪,上海,5-7年,硕士,已上市,150-500人,计算机硬件,https://jobs.51job.com/shanghai/147786881.html?s=sou_sou_soulb&t=0_0&req=2bb2986d4203bb613b64febf44683d95,https://jobs.51job.com/all/coUjVRNwJjBjACZFAwUTI.html
视觉算法工程师（双休+五险一金）,深圳市天圳自动化技术有限公司,1.2-2.2万·13薪,深圳·南山区,1年,大专,民营,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/142648846.html?s=sou_sou_soulb&t=0_0&req=167b44e57b475e1c1f5bf6ed8d73e931,https://jobs.51job.com/all/coBGBXNF89AzkEZ1c1BWQ.html
