,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
0,Java软件工程师,深圳市流明电子有限公司,9500.0,深圳·南山区,2年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/shenzhen/148323373.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coA2YFYQdmBjwPYgBgVDY.html
1,JAVA开发,上海亿通国际股份有限公司,14000.0,上海,2年,本科,国企,150-500人,交通/运输/物流,https://jobs.51job.com/shanghai/146320796.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAGdWN147AT4FYFAw.html
2,Java开发工程师,上海九雏信息技术有限公司,12500.0,上海·浦东新区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shanghai/131355964.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAWQFZwNiVW0PawFgUjI.html
3,Java开发,上海栈略数据技术有限公司,14500.0,北京,3-4年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/beijing/148380150.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAmBTNFYzDzJVNQdsUj4.html
4,Java开发工程师-移互创新部,中数通信息有限公司,12500.0,广州,3-4年,大专,国企,1000-5000人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/145216974.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coVDAAYANhUm0.html
5,高级Java开发工程师,北京智鼎管理咨询有限公司,18000.0,北京,5-7年,本科,合资,50-150人,,https://jobs.51job.com/beijing/121171608.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAWQGZFcxVGsGZAFjXTo.html
6,Java,光谷动力（北京）科技有限公司,10000.0,北京,1年,大专,民营,,计算机软件,https://jobs.51job.com/beijing/148402946.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAWBTP1Q3DzkGY1EwUTI.html
7,Java开发工程师,广州景联信息科技有限公司,11500.0,广州·番禺区,3-4年,本科,民营,150-500人,医疗/护理/卫生,https://jobs.51job.com/guangzhou/148424543.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coUzZWMQdlAjQGZFQ-UjU.html
8,Java开发工程师,江苏锦中控股集团有限公司,15000.0,苏州·苏州工业园区,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/beijing/148419022.html?s=sou_sou_soulb&t=0_1&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAmMCZAdlVmBRNgNgVjU.html
9,JAVA全栈工程师,上海铧盛计算机系统科技有限公司,8750.0,上海·闵行区,5-7年,本科,民营,少于50人,计算机硬件,https://jobs.51job.com/shanghai/127607932.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coUTYCZABrUWsDY1c1VDY.html
10,急聘高级java开发工程师（天津+银行）,神州数码信息服务股份有限公司,14000.0,天津,5-7年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/beijing/147521022.html?s=sou_sou_soulb&t=0_1&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
11,高级/资深Java开发工程师,同程数科,12000.0,上海·浦东新区,5-7年,本科,民营,500-1000人,互联网/电子商务,https://jobs.51job.com/shanghai/148321707.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coA2FQPQdjDzUPb1YxAmU.html
12,Java,合肥聚鼎信息咨询有限公司,8750.0,上海·黄浦区,2年,本科,民营,500-1000人,多元化业务集团公司,https://jobs.51job.com/shanghai/148419026.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coAmFWNF89ADZVNVQ0XD0.html
13,Java高级开发工程师(研发中心),广州博纳信息技术有限公司,17500.0,广州,3-4年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/138944613.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coVTFUMlY1BD0GZQxqXTs.html
14,java开发实习生/助理,成都臻琰科技有限公司,4000.0,成都·高新区,无需经验,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147668366.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coVjYFYFUxBTtSMVc3B2I.html
15,JAVA工程师（1-3年）,上海列顿信息科技有限公司,9000.0,重庆·九龙坡区,3-4年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/148419183.html?s=sou_sou_soulb&t=0_1&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coUjddOFM0ATcFaVMyBWA.html
16,Java开发经理,屈臣氏个人用品商店有限公司,11350.0,广州·越秀区,8-9年,本科,外资（非欧美）,10000人以上,,https://jobs.51job.com/guangzhou/147110632.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coUjFSPlYyBz0GYwFk.html
17,java开发(初级）,成都匠翎信息技术有限公司,4250.0,成都·高新区,无需经验,大专,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/147688759.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coB2RcMVQ_U2xWNAdsAGA.html
18,Java开发工程师,智诚计算机辅助设计（深圳）有限公司,15000.0,深圳·罗湖区,2年,大专,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/shenzhen/148314780.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coB2hUNgVjBDhWN1M0.html
19,Java高级开发工程师,广州市迈尔汛科技有限公司,7800.0,广州·黄埔区,5-7年,大专,外资（非欧美）,少于50人,,https://jobs.51job.com/guangzhou/137879403.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coVDMBZ1YxDjNWOwxs.html
20,Java框架研发工程师,字节跳动,3750.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/124400832.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
21,高级Java-唯品会,广东南油对外服务有限公司,14500.0,广州·海珠区,3-4年,大专,国企,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/148335278.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coUTVdOFU-ATwDZlQ1BmI.html
22,Java开发工程师,广州市品高软件股份有限公司,12500.0,广州·天河区,2年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146429240.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coUTVTMVUzVG0PbFMy.html
23,MES研发经理（Java）,上海长江电气设备集团有限公司,2750.0,上海·松江区,5-7年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/shanghai/140460990.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coUTFUMAVjVGtTMgBrVDA.html
24,Java开发（成都）,南京易联阳光信息技术股份有限公司,15000.0,成都,3-4年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147458415.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coB2UFYV8_VWxSP1YzUzE.html
25,Java开发工程师,深圳市磅旗科技智能发展有限公司,16000.0,深圳·罗湖区,2年,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/146262384.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coUTFVMF4-AD0DZwdnUzQ.html
26,java初级开发,成都臻琰科技有限公司,4500.0,成都·高新区,无需经验,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147670117.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coVjYFYFUxBTtSMVc3B2I.html
27,Java开发工程师,西藏科玛奇信息科技股份有限公司,7000.0,成都·武侯区,1年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/139291445.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coUTIFYVQwVWwCYwNiUj4.html
28,应用开发经理（Java应用）,中银信息技术服务（深圳）有限公司,9000.0,深圳·罗湖区,5-7年,本科,外资（非欧美）,150-500人,银行,https://jobs.51job.com/shenzhen/146313705.html?s=sou_sou_soulb&t=0_0&req=9d7a4affb2f9321d7c645c5038971533,https://jobs.51job.com/all/coCGwHalIzBzlSN1Y9.html
29,Java开发工程师,深圳市长盈精密技术股份有限公司,16000.0,东莞·松山湖区,3-4年,大专,已上市,10000人以上,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/136866074.html?s=sou_sou_soulb&t=0_1&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coAWJVNlM5U2pVMQVm.html
30,Java高级开发工程师,上海晋宝物流有限公司,10250.0,上海·虹口区,5-7年,本科,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shanghai/146496544.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coBmMAbVMzU2lTMwViUTE.html
31,Java高级开发工程师（周末双休）,广州铭峻电子科技有限公司,15000.0,广州·天河区,3-4年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/135794239.html?s=sou_sou_soulb&t=0_0&req=198cfaec4a01806a9a758ecc8a9eda67,https://jobs.51job.com/all/coUTVRMFcxUmUCZwBlXT0.html
32,Java开发工程师,北京网安通达科技有限公司,11500.0,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/chengde/146260507.html?s=sou_sou_soulb&t=0_0&req=198cfaec4a01806a9a758ecc8a9eda67,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
33,Java开发工程师,深圳市紫川软件有限公司,14000.0,成都·锦江区,5-7年,大专,民营,500-1000人,,https://jobs.51job.com/chengdu/133643745.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
34,Java开发工程师（成都-武侯区）,杭州友声科技股份有限公司,11000.0,成都·武侯区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/146668162.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coAGVSPlcwVWxUOQVjAm8.html
35,Java后端开发工程师,广州笑傲江湖科技有限公司,11000.0,广州·天河区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/guangzhou/145546969.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coUTJcP1A2VGJUMVcyXT8.html
36,java技术经理/项目经理,上海比孚信息科技有限公司,9000.0,上海,8-9年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/147527842.html?s=sou_sou_soulb&t=0_0&req=198cfaec4a01806a9a758ecc8a9eda67,https://jobs.51job.com/all/coAGRUOFA6UW9RNwNlUTM.html
37,Java开发工程师,京北方信息技术股份有限公司,8600.0,北京,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/148362164.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coCWwAYQBnBDMAZVM5VzM.html
38,Java开发实习生,深圳市云欣达科技有限公司,5500.0,深圳·龙华区,无需经验,大专,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shenzhen/147130583.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coVTQHZgNpVGhWOwRjAmM.html
39,Java开发/Java开发工程师,国衡智慧城市科技研究院（北京）有限公司,12000.0,北京·海淀区,2年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/beijing/143388556.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coB2JTMAdlDzMBZQFjVDc.html
40,JAVA 软件工程师,广州粤腾通信科技有限公司,15000.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/118930498.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coCGwAZVU_AD8EZVQxAWY.html
41,Java开发工程师,广州市汇美时尚集团股份有限公司,14000.0,广州,3-4年,本科,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/guangzhou/109114624.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coVjIHZwdkAThRPQdiVjQ.html
42,前端开发/PHP[网站/JAVA工程师,广州瑞丰生物科技有限公司,9000.0,广州·增城区,5-7年,大专,民营,50-150人,农/林/牧/渔,https://jobs.51job.com/guangzhou/116911214.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coCWtXNlQxBztRMQxrXTg.html
43,英语Java工程师,米斯特奥福（大连）咨询服务有限公司,8900.0,大连·甘井子区,5-7年,,民营,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/144625168.html?s=sou_sou_soulb&t=0_1&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coAmBQNF88ADZUMlAyBmQ.html
44,集团直招（Java优先）+8K+住宿,北京麦田房产经纪有限公司,13500.0,北京,1年,大专,民营,10000人以上,中介服务,http://campus.51job.com/maitian/details.html?jobid=147816425,http://campus.51job.com/maitian
45,Java高级架构工程师,苏州谷英人力资源服务有限公司,4050.0,上海·静安区,8-9年,本科,民营,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/141900829.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coCGtWN1I4BzlSMlYyUjM.html
46,JAVA微服务架构师,广州慧扬健康科技有限公司,3000.0,广州·天河区,5-7年,大专,民营,150-500人,医疗/护理/卫生,https://jobs.51job.com/guangzhou/136800600.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coAmBdPVcxU25RPQBkAmU.html
47,Java开发工程师-上海,上海润和信息技术服务有限公司,15000.0,上海,3-4年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/148357895.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coVjNQN1M3Az0Oa1A6AGA.html
48,Java软件工程师,深圳市中创电测技术有限公司,8600.0,深圳·龙华区,5-7年,本科,民营,50-150人,电气/电力/水利,https://jobs.51job.com/shenzhen/146689481.html?s=sou_sou_soulb&t=0_0&req=198cfaec4a01806a9a758ecc8a9eda67,https://jobs.51job.com/all/coVTABZwVuAT4DYFQ_AGM.html
49,Java开发（成都）,南京易联阳光信息技术股份有限公司,15000.0,成都,3-4年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147458415.html?s=sou_sou_soulb&t=0_0&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coB2UFYV8_VWxSP1YzUzE.html
50,Java开发工程师,德特赛维技术有限公司,14500.0,深圳·南山区,3-4年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shenzhen/144066832.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coBWdWNVUyATpRPFA0UzI.html
51,Java中级工程师,四川璧虹电子信息技术有限公司,13000.0,成都·锦江区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/146800042.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coAGMHZAJlATYBYVMzBWc.html
52,java初级开发,成都臻琰科技有限公司,4500.0,成都·高新区,无需经验,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147670117.html?s=sou_sou_soulb&t=0_0&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coVjYFYFUxBTtSMVc3B2I.html
53,Java开发工程师-移互创新部,中数通信息有限公司,12500.0,广州,3-4年,大专,国企,1000-5000人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/145216974.html?s=sou_sou_soulb&t=0_0&req=e5c85b67d04da00012c999f70bd21687,https://jobs.51job.com/all/coVDAAYANhUm0.html
54,Java,深圳楚星软件有限公司,15500.0,深圳·南山区,3-4年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/shenzhen/148289894.html?s=sou_sou_soulb&t=0_0&req=997c71278c471bc67f2986586d6a084e,https://jobs.51job.com/all/coVDZdMFUyBDpWO1A7Vzs.html
55,Java开发工程师,明智科创（深圳）有限公司,8750.0,深圳·福田区,5-7年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/132999004.html?s=sou_sou_soulb&t=0_0&req=997c71278c471bc67f2986586d6a084e,https://jobs.51job.com/all/coAWFQMlQ1U21UOVQ2VDM.html
56,Java开发工程师,西藏科玛奇信息科技股份有限公司,7000.0,成都·武侯区,1年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/139291445.html?s=sou_sou_soulb&t=0_0&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coUTIFYVQwVWwCYwNiUj4.html
57,应用开发经理（Java应用）,中银信息技术服务（深圳）有限公司,9000.0,深圳·罗湖区,5-7年,本科,外资（非欧美）,150-500人,银行,https://jobs.51job.com/shenzhen/146313705.html?s=sou_sou_soulb&t=0_0&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coCGwHalIzBzlSN1Y9.html
58,高级Java开发工程师,北京智鼎管理咨询有限公司,18000.0,北京,5-7年,本科,合资,50-150人,,https://jobs.51job.com/beijing/121171608.html?s=sou_sou_soulb&t=0_0&req=e5c85b67d04da00012c999f70bd21687,https://jobs.51job.com/all/coAWQGZFcxVGsGZAFjXTo.html
59,中高级 Java 开发工程师(spring boot),上海复深蓝软件股份有限公司,3000.0,上海·浦东新区,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/146130410.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
60,Java开发工程师（TJ0002）,万得信息技术股份有限公司（Wind资讯）,9000.0,上海,5-7年,本科,民营,1000-5000人,金融/投资/证券,https://jobs.51job.com/shanghai/131738285.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coA2dTMVQ_VG8CZAJj.html
61,Java开发工程师,上海领道软件有限公司,9500.0,上海·浦东新区,1年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/130963986.html?s=sou_sou_soulb&t=0_0&req=f1d90fe7e6710c88288c915a9de3c876,https://jobs.51job.com/all/coA2ZVOV44BztRMwxpUTI.html
62,高级Java开发工程师（深圳） (MJ007909),神州数码信息服务股份有限公司,7100.0,深圳·罗湖区,5-7年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/141736085.html?s=sou_sou_soulb&t=0_0&req=198cfaec4a01806a9a758ecc8a9eda67,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
63,Java工程师,上海启略网络科技有限公司,14000.0,上海·浦东新区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/145341299.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coA2FVOF81UWgEZQdlXTA.html
64,Java开发工程师,深圳市长盈精密技术股份有限公司,16000.0,东莞·松山湖区,3-4年,大专,已上市,10000人以上,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/136866074.html?s=sou_sou_soulb&t=0_1&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coAWJVNlM5U2pVMQVm.html
65,JAVA开发工程师,上海盈联电信科技有限公司,15000.0,上海·杨浦区,2年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/90539816.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coCWwFaARvVGkGYVExVzQ.html
66,Java开发工程师,北京网安通达科技有限公司,7500.0,北京,无需经验,,民营,,计算机软件,https://jobs.51job.com/beijing/145716251.html?s=sou_sou_soulb&t=0_0&req=e161c9b25a06986f51c732479f30f76d,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
67,Java开发工程师,深圳市紫川软件有限公司,14000.0,成都·锦江区,5-7年,大专,民营,500-1000人,,https://jobs.51job.com/chengdu/133643745.html?s=sou_sou_soulb&t=0_0&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
68,java技术经理,广东健康在线信息技术股份有限公司,2650.0,北京·朝阳区,5-7年,本科,民营,50-150人,医疗/护理/卫生,https://jobs.51job.com/beijing/148437205.html?s=sou_sou_soulb&t=0_0&req=e5c85b67d04da00012c999f70bd21687,https://jobs.51job.com/all/coBmRRNFczBjxWMAZlVTA.html
69,高级Java开发工程师,成都市九阵科技有限公司,16500.0,成都·高新区,3-4年,本科,民营,150-500人,医疗/护理/卫生,https://jobs.51job.com/chengdu/117575793.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coVjRSP186BD0GZVc9UjE.html
70,JAVA开发工程师(009245),中信银行信用卡中心,11750.0,深圳·福田区,3-4年,本科,国企,500-1000人,互联网/电子商务,https://jobs.51job.com/shenzhen/145132037.html?s=sou_sou_soulb&t=0_0&req=198cfaec4a01806a9a758ecc8a9eda67,https://jobs.51job.com/all/coA2BQMlYzATkFaQZt.html
71,Java中高级开发工程师,北京赛福阔利特科技有限公司,14000.0,成都,3-4年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/chengdu/126706010.html?s=sou_sou_soulb&t=0_0&req=0a9081a3b2dfb0af8d41ffa96dc43239,https://jobs.51job.com/all/coB2VcOFU_BjFSMFY1VDI.html
72,Java开发工程师(J10116),上海天臣微纳米科技股份有限公司,10500.0,上海·松江区,1年,大专,民营,150-500人,印刷/包装/造纸,https://jobs.51job.com/shanghai/146444145.html?s=sou_sou_soulb&t=0_0&req=f1d90fe7e6710c88288c915a9de3c876,https://jobs.51job.com/all/coCG9dPQNnBTNTPgVl.html
73,Java初级开发工程师,上海骏雷科技有限公司,9000.0,上海·浦东新区,1年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/143871093.html?s=sou_sou_soulb&t=0_0&req=2670c0637719706f87000cf7e7755627,https://jobs.51job.com/all/coB2dVMABrBTwBYFM3AWc.html
74,Java后端开发工程师,广州笑傲江湖科技有限公司,11000.0,广州·天河区,2年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/guangzhou/145546969.html?s=sou_sou_soulb&t=0_0&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coUTJcP1A2VGJUMVcyXT8.html
75,PHP/JAVA工程师,广州瑞丰生物科技有限公司,9000.0,广州,5-7年,大专,民营,50-150人,农/林/牧/渔,https://jobs.51job.com/guangzhou/127848385.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coCWtXNlQxBztRMQxrXTg.html
76,Java开发工程师,深圳市磅旗科技智能发展有限公司,16000.0,深圳·罗湖区,2年,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/146262384.html?s=sou_sou_soulb&t=0_0&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coUTFVMF4-AD0DZwdnUzQ.html
77,Java高级开发工程师,上海互联网软件集团有限公司,11250.0,上海·浦东新区,5-7年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/146855979.html?s=sou_sou_soulb&t=0_0&req=e5c85b67d04da00012c999f70bd21687,https://jobs.51job.com/all/coAWEAbAVuDjYBZAdhXDk.html
78,物联网解决方案技术工程师,深圳酷宅科技有限公司,10500.0,深圳·龙岗区,1年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/146298347.html?s=sou_sou_soulb&t=1_0&req=e1a647c9bef345f116a462e2e3ce7f64,https://jobs.51job.com/all/coUzBTNwRgVG8BbQZtAmQ.html
79,Java中级工程师,上海润桂荇信息科技股份有限公司,13500.0,上海·长宁区,3-4年,本科,民营,150-500人,通信/电信运营、增值服务,https://jobs.51job.com/shanghai/148311230.html?s=sou_sou_soulb&t=0_0&req=e1a647c9bef345f116a462e2e3ce7f64,https://jobs.51job.com/all/coUTRdMFE0ATlUNAZmUTQ.html
80,Java开发工程师,德特赛维技术有限公司,14000.0,成都·青羊区,3-4年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/chengdu/144350767.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coBWdWNVUyATpRPFA0UzI.html
81,Java开发工程师（03）复,上海复深蓝软件股份有限公司,15500.0,上海·闵行区,3-4年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/137410074.html?s=sou_sou_soulb&t=0_0&req=03ad68717ce8c6a4bc35f72cd49cbda9,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
82,Java开发工程师,民航成都电子技术有限责任公司,18000.0,成都,3-4年,硕士,国企,1000-5000人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/143789341.html?s=sou_sou_soulb&t=0_0&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coBmMCY1QyBzAOawFnUDI.html
83,高级Java开发工程师,宁德时代未来能源（上海）研究院有限公司,9000.0,宁德,5-7年,本科,民营,少于50人,,https://jobs.51job.com/guangzhou/148381123.html?s=sou_sou_soulb&t=0_1&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coUjNWNFIwAzhUMwRhAGU.html
84,Java开发工程师,京北方信息技术股份有限公司,8600.0,北京,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/148362164.html?s=sou_sou_soulb&t=0_0&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coCWwAYQBnBDMAZVM5VzM.html
