,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
563,Java高级开发工程师,上海铧盛计算机系统科技有限公司,8750.0,上海·闵行区,5-7年,本科,民营,少于50人,计算机硬件,https://jobs.51job.com/shanghai/109202638.html?s=sou_sou_soulb&t=0_0&req=368572fb7423b6365101b43c78e19c36,https://jobs.51job.com/all/coUTYCZABrUWsDY1c1VDY.html
564,JAVA架构师,广州市天工远科计算机科技有限公司,25000.0,广州·天河区,5-7年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/126158752.html?s=sou_sou_soulb&t=0_0&req=50958b5f22fb865edfb4d8a72fc9be47,https://jobs.51job.com/all/coUzRdMFM3DzIFZ1A3.html
565,Java开发工程师,奇虎360科技有限公司,8750.0,广州·越秀区,3-4年,本科,已上市,5000-10000人,互联网/电子商务,https://jobs.51job.com/guangzhou/134940294.html?s=sou_sou_soulb&t=0_0&req=5eb2f585074bdeb4c5f92cdb51044386,https://jobs.51job.com/all/coUjwBZVI1VWMDblA1.html
566,Java框架研发工程师,字节跳动,3750.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/124400832.html?s=sou_sou_soulb&t=0_0&req=d4b0bcc98528598f00b715aef49e27a2,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
567,后端开发工程师（JAVA）,上海吉祥航空股份有限公司,10250.0,上海·浦东新区,3-4年,本科,民营,5000-10000人,交通/运输/物流,https://jobs.51job.com/shanghai/145585276.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coBWYBZlc2UW8DYARiAmM.html
568,(知名港企+Mongo DB）资深Java开发,深圳市网新新思软件有限公司,3000.0,深圳·南山区,10年以上,大专,已上市,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/148377198.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coA2ZcP1I1U2QAZwRlBmQ.html
569,中级Java开发工程师,颐家（广东）医疗养老有限公司,13000.0,广州·越秀区,3-4年,本科,民营,500-1000人,生活服务,https://jobs.51job.com/guangzhou/147807937.html?s=sou_sou_soulb&t=0_0&req=683ade698e375f1b174d71382563b5e0,https://jobs.51job.com/all/coUzBRNFMzBDkAbFAwVDc.html
570,Java高级开发工程师,泛太领时科技（北京）有限公司,8550.0,北京·海淀区,5-7年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/beijing/146212131.html?s=sou_sou_soulb&t=0_0&req=80ab3cf18ab8aa3e891a322467a7c20c,https://jobs.51job.com/all/coVjVQMQNoDzBWNQFgBmY.html
571,Java,Alten China Limited,13000.0,上海·浦东新区,3-4年,本科,外资（欧美）,500-1000人,汽车,https://jobs.51job.com/shanghai/148089863.html?s=sou_sou_soulb&t=0_0&req=0a9081a3b2dfb0af8d41ffa96dc43239,https://jobs.51job.com/all/coUjZUNF47UmUHYgNkXTg.html
572,Java开发工程师,才纵（上海）工程技术有限公司,15000.0,上海·浦东新区,5-7年,大专,外资（欧美）,50-150人,汽车,https://jobs.51job.com/shanghai/146714963.html?s=sou_sou_soulb&t=0_0&req=b87e9636988093ea98bc2a590748a6f1,https://jobs.51job.com/all/coCG1SMlM1DzcGYwZnUTA.html
573,Java开发工程师,苏州维莱科软件有限公司,12500.0,上海·浦东新区,3-4年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/127767506.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coAGUHY1QzATsOYlAzBmM.html
574,应用开发经理（Java应用）,中银信息技术服务（深圳）有限公司,9000.0,深圳·罗湖区,5-7年,本科,外资（非欧美）,150-500人,银行,https://jobs.51job.com/shenzhen/146313705.html?s=sou_sou_soulb&t=0_0&req=e1a647c9bef345f116a462e2e3ce7f64,https://jobs.51job.com/all/coCGwHalIzBzlSN1Y9.html
575,高级Java开发工程师,广州白驹科技有限公司,11500.0,广州·海珠区,5-7年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/147858940.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coAGFdOwNjATcAYVY1UzM.html
576,高级Java工程师,中消在线有限公司,10250.0,上海·杨浦区,5-7年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/143190463.html?s=sou_sou_soulb&t=0_0&req=87dd3fddbb2535f36fd0010035b96167,https://jobs.51job.com/all/coBGcFYV4-Um4BbQZnAGc.html
577,Java开发工程师,上海云逐信息技术有限公司,14000.0,上海·浦东新区,3-4年,本科,民营,50-150人,,https://jobs.51job.com/shanghai/145503141.html?s=sou_sou_soulb&t=0_0&req=c59967e9ed197600b24b533235c8a994,https://jobs.51job.com/all/coB2RTMF87VG0CZwRvVzU.html
578,高级Java开发工程师,深圳市紫川软件有限公司,9550.0,深圳·福田区,8-9年,本科,民营,500-1000人,,https://jobs.51job.com/shenzhen/116576477.html?s=sou_sou_soulb&t=0_0&req=f4824387a899abcf4fd5a59fe4894e50,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
579,Java开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/yanjiao/140740838.html?s=sou_sou_soulb&t=0_0&req=4527c7a5da1b85c706fbdaa02448069d,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
580,Java开发,上海力德人才服务有限公司,8750.0,苏州,3-4年,本科,外资（非欧美）,150-500人,,https://jobs.51job.com/beijing/148373294.html?s=sou_sou_soulb&t=0_1&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coAmBSNwNmAj4FYQBnAmQ.html
581,高级Java工程师,大同航硕劳务派遣有限公司,12000.0,上海·徐汇区,5-7年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shenzhen/147207496.html?s=sou_sou_soulb&t=0_0&req=58733cd9603276999a47dfd3c6789f86,https://jobs.51job.com/all/coCGlcPVU-VW1SNQRiUzA.html
582,JAVA开发高级工程师,深圳市欣智旺电子有限公司,10100.0,深圳·宝安区,8-9年,本科,民营,1000-5000人,新能源,https://jobs.51job.com/shenzhen/147648388.html?s=sou_sou_soulb&t=0_0&req=272453eb61345482028563c7463dac90,https://jobs.51job.com/all/coCGhXNFU-VGMDbgFnUjM.html
583,java技术经理,娉娉科技（广州）有限公司,9000.0,广州·黄埔区,5-7年,大专,民营,少于50人,,https://jobs.51job.com/guangzhou/140020242.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coVTACYFcxUWYBbVAwXD4.html
584,Java开发工程师,上海新域信息系统有限公司,8750.0,上海·普陀区,5-7年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/145556215.html?s=sou_sou_soulb&t=0_0&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coVDMHYF8_VGsGYFY0.html
585,Java开发工程师,深圳领东时代科技有限公司,15000.0,广州·越秀区,2年,本科,民营,,计算机软件,https://jobs.51job.com/guangzhou/141953245.html?s=sou_sou_soulb&t=0_0&req=c8ace8b18fb853d15d2cc23bc21dc822,https://jobs.51job.com/all/coBGVSNVYzUWsGYFYwAmQ.html
586,Java服务器主程,娉娉科技（广州）有限公司,10300.0,广州·黄埔区,5-7年,大专,民营,少于50人,,https://jobs.51job.com/guangzhou/140020707.html?s=sou_sou_soulb&t=0_0&req=0cf920944cc8982e3b473981bfc83d14,https://jobs.51job.com/all/coVTACYFcxUWYBbVAwXD4.html
587,Java中级开发工程师,广州灵思互联网科技股份有限公司,13000.0,广州·天河区,3-4年,本科,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/148007396.html?s=sou_sou_soulb&t=0_0&req=e53d341161d65d4aac0322da05135d6c,https://jobs.51job.com/all/coAWBTN1Q_Bz4BYAJhB2Q.html
588,Java开发工程师,优客美智（深圳）数字科技有限公司,17500.0,深圳·南山区,5-7年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shenzhen/147490154.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coAmIHagJjBD8BbQdmUT0.html
589,Java开发工程师,上海华闵环境股份有限公司,12500.0,上海·普陀区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/147377144.html?s=sou_sou_soulb&t=0_0&req=c77a2612d953205784c7bd898d55034f,https://jobs.51job.com/all/coCWwAY1U1VGsAZAZkUDI.html
590,Java工程师 (MJ008415),神州数码信息服务股份有限公司,8750.0,北京,2年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/beijing/145339808.html?s=sou_sou_soulb&t=0_0&req=15ac7c0e655bcb5a4b0d629e645816b7,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
591,Java Web开发工程师,上海智元信息科技有限公司,9000.0,上海·浦东新区,2年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/148356469.html?s=sou_sou_soulb&t=0_0&req=4e29776927a4a9fd3a6f8a546724a6a1,https://jobs.51job.com/all/coUzYGagRmBDsHYQRjXDk.html
592,java软件工程师,天津开发区沃思电子商务有限公司,11500.0,天津·滨海新区,3-4年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/140288689.html?s=sou_sou_soulb&t=0_1&req=25695d8053e7e3885d4e4dbda33a7ea2,https://jobs.51job.com/all/coVjJUNVQ1DzFWNwxrAmM.html
593,Java开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/jinzhong/141296645.html?s=sou_sou_soulb&t=0_0&req=b294dbb671d1357e75948572747522db,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
594,java开发工程师（2023届校园招聘）,北京吉因加医学检验实验室有限公司,8000.0,广东省,无需经验,本科,民营,1000-5000人,医疗/护理/卫生,https://jobs.51job.com/shenzhen/148327662.html?s=sou_sou_soulb&t=0_0&req=7dcd6e1a4776731d73c7658919d8cdcc,https://jobs.51job.com/all/coAWRQM1I0ADZVMgZjUDI.html
595,中级Java工程师-互联网（广州）,北京合力亿捷科技股份有限公司,10000.0,广州·天河区,1年,本科,已上市,500-1000人,计算机软件,https://jobs.51job.com/guangzhou/139744850.html?s=sou_sou_soulb&t=0_0&req=85d52fc0f25382cd53f81a05bfa4c1cf,https://jobs.51job.com/all/coUzIAZF4-ADtWNABiXTw.html
596,中级JAVA开发工程师,广州用友政务软件有限公司,17500.0,广州·越秀区,5-7年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/122220225.html?s=sou_sou_soulb&t=0_0&req=bf9b1ab449f243798957d7624151cdc9,https://jobs.51job.com/all/coVTFXM1MxAjUBYVcxXT8.html
597,中级JAVA工程师 (MJ002011),广州广电运通金融电子股份有限公司,8750.0,广州,5-7年,本科,已上市,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/147153043.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coVjJTPwVgUWgDZgVlUzc.html
598,Java开发工程师,上海晶慕宸信息技术有限公司,11500.0,上海·静安区,2年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/144760275.html?s=sou_sou_soulb&t=0_0&req=3f2a3f0c50725a2b6d6f2289ae628ea9,https://jobs.51job.com/all/coUzIFZF48ADsDZFQyXTs.html
599,Java开发工程师,北京网安通达科技有限公司,11500.0,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/cangzhou/146260510.html?s=sou_sou_soulb&t=0_0&req=ad98f152e2621ab16fd08555bfdcafe1,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
600,Java开发-韩语流利,友邦创新资讯科技（北京）有限公司,11750.0,北京·东城区,5-7年,本科,外资（非欧美）,500-1000人,计算机软件,https://jobs.51job.com/beijing/146576489.html?s=sou_sou_soulb&t=0_0&req=50958b5f22fb865edfb4d8a72fc9be47,https://jobs.51job.com/all/coAGFcPF89BjoBZQ1oUT0.html
601,Java开发工程师,北京贝成科技有限公司,11250.0,北京·海淀区,2年,本科,民营,,计算机软件,https://jobs.51job.com/beijing/140906455.html?s=sou_sou_soulb&t=0_0&req=5eb2f585074bdeb4c5f92cdb51044386,https://jobs.51job.com/all/coAWBQNFY2BzwDYQxvXT8.html
602,Java开发工程师,昆仑太科（北京）技术股份有限公司,12500.0,北京·海淀区,2年,本科,国企,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147997048.html?s=sou_sou_soulb&t=0_0&req=d4b0bcc98528598f00b715aef49e27a2,https://jobs.51job.com/all/coUzZTNlU3BzgDZgJlAmQ.html
603,技术运维(JAVA方向）,上海舒悦人生贸易有限公司,10000.0,上海·浦东新区,2年,大专,民营,50-150人,,https://jobs.51job.com/shanghai/147601759.html?s=sou_sou_soulb&t=0_0&req=fd207bc75a2adde59062e13635be6b70,https://jobs.51job.com/all/coVTYCZQVjADtWNQVuUzQ.html
604,Java研发工程师,上海慧智计算机技术有限公司,17500.0,上海·浦东新区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/148026540.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coBWFVNgNgDjZUMFc9.html
605,IT软件开发Java，PHP，c#，sap等,湖北一片语科技有限公司,9000.0,武汉,1年,本科,民营,少于50人,,https://jobs.51job.com/beijing/142598872.html?s=sou_sou_soulb&t=0_1&req=683ade698e375f1b174d71382563b5e0,https://jobs.51job.com/all/coVTdQMVAzVWtTMAxmXTg.html
606,资深Java开发工程师,神州数码信息服务股份有限公司,17500.0,深圳·罗湖区,5-7年,大专,已上市,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/146758612.html?s=sou_sou_soulb&t=0_0&req=80ab3cf18ab8aa3e891a322467a7c20c,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
607,Java开发工程师,广东太一文化科技产业发展有限公司,7000.0,广州·番禺区,1年,大专,民营,50-150人,影视/媒体/艺术/文化传播,https://jobs.51job.com/guangzhou/147170165.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coVDEFZ1U3DzEDZVQ3AGM.html
608,（金融项目）中级Java开发工程师,加绩（上海）科技服务有限公司,14000.0,上海·黄浦区,3-4年,本科,已上市,150-500人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/146811703.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coBGQAYFQyATtTNFY8Am4.html
609,Java开发工程师,深圳古瑞瓦特新能源有限公司,17000.0,深圳·宝安区,3-4年,本科,民营,1000-5000人,新能源,https://jobs.51job.com/shenzhen/148403982.html?s=sou_sou_soulb&t=0_0&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coB2cGZFU2BDkOYlcwVTQ.html
610,高级Java工程师及项目经理,上海天律信息技术有限公司,11400.0,上海,10年以上,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/85535936.html?s=sou_sou_soulb&t=0_0&req=4e29776927a4a9fd3a6f8a546724a6a1,https://jobs.51job.com/all/coBGMAbVM1DjgOaAdk.html
611,Java开发工程师,广东速仓科技有限公司,8750.0,广州·南沙区,5-7年,本科,民营,1000-5000人,,https://jobs.51job.com/guangzhou/146892555.html?s=sou_sou_soulb&t=0_0&req=b87e9636988093ea98bc2a590748a6f1,https://jobs.51job.com/all/coAmMCY1MyBzEFaQ1oUTQ.html
612,Java软件工程师,广州超视计生物科技有限公司,12000.0,广州·黄埔区,2年,本科,民营,50-150人,医疗设备/器械,https://jobs.51job.com/guangzhou/141668989.html?s=sou_sou_soulb&t=0_0&req=b87e9636988093ea98bc2a590748a6f1,https://jobs.51job.com/all/coAGAFZV48UWsDZQFkUD0.html
613,Java中级开发工程师,宜通世纪科技股份有限公司,13500.0,广州·天河区,2年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/141021483.html?s=sou_sou_soulb&t=0_0&req=b87e9636988093ea98bc2a590748a6f1,https://jobs.51job.com/all/coBmJQN1MyVmpVMgJg.html
614,中级Java工程师（深圳）,广州迅豹信息科技有限公司,11500.0,深圳·福田区,2年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147085181.html?s=sou_sou_soulb&t=0_0&req=b87e9636988093ea98bc2a590748a6f1,https://jobs.51job.com/all/coAmJXNAdkVWtSN1Y2AmI.html
615,Java软件工程师,上海电科智能系统股份有限公司,15000.0,上海·普陀区,8-9年,本科,国企,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/147595690.html?s=sou_sou_soulb&t=0_0&req=b87e9636988093ea98bc2a590748a6f1,https://jobs.51job.com/all/coBWAHYQNmBzwCZwNpVTg.html
616,Java 运维工程师,中科软科技股份有限公司,10500.0,上海·浦东新区,2年,本科,合资,,计算机软件,https://jobs.51job.com/shanghai/142399029.html?s=sou_sou_soulb&t=0_0&req=e1aa38cd762578cbbf60665c93537c47,https://jobs.51job.com/all/coBGVUM1Q-Vm5UOQxvVjU.html
617,Java开发工程师（中高级）,深圳市深农国际物流发展有限公司,17500.0,深圳,5-7年,大专,民营,150-500人,贸易/进出口,https://jobs.51job.com/shenzhen/138093316.html?s=sou_sou_soulb&t=0_0&req=0a9081a3b2dfb0af8d41ffa96dc43239,https://jobs.51job.com/all/coCWwBYwRjU2RSMARkB2U.html
618,2651AA-Java开发工程师,平安国际融资租赁有限公司,25000.0,上海·浦东新区,3-4年,本科,合资,1000-5000人,租赁服务,https://jobs.51job.com/shanghai/143114269.html?s=sou_sou_soulb&t=0_0&req=6962cd81fa568c9b431bf8dbd3c814cb,https://jobs.51job.com/all/coCGpTM1U1DjhVMgxqXTw.html
619,Java开发工程师,上海特易信息科技有限公司,17500.0,上海,3-4年,本科,合资,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/119574689.html?s=sou_sou_soulb&t=0_0&req=25695d8053e7e3885d4e4dbda33a7ea2,https://jobs.51job.com/all/coAmZXNgNhU2gPbQNlBmo.html
620,Java开发(银行)杭州,上海复深蓝软件股份有限公司,8600.0,杭州,3-4年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/148047673.html?s=sou_sou_soulb&t=0_1&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
621,JAVA技术经理(J10326),广州市奥威亚电子科技有限公司,11750.0,上海,8-9年,本科,国企,500-1000人,计算机硬件,https://jobs.51job.com/guangzhou/147080942.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coA2dTN1Y2Bz9SNARuAWE.html
622,Java研发工程师,上海勤翔科学仪器有限公司,8650.0,上海·宝山区,5-7年,本科,民营,少于50人,医疗设备/器械,https://jobs.51job.com/shanghai/147988743.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coBmJWO1I5ADgOblc2XDo.html
623,java开发工程师（base:上海）,西安西点信息技术有限公司,15000.0,上海·浦东新区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/121497888.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coUjFcO1I1Um0CZw1rBmY.html
624,Java开发经理,上海复深蓝软件股份有限公司,11500.0,上海·徐汇区,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/138020735.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
625,软件工程师（Java方向）(J10045),南方电网数字平台科技（广东）有限公司,8750.0,广州·黄埔区,3-4年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/146823321.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coUzYFY1cwADcDYlMw.html
626,Java开发工程师,广州劲源科技发展股份有限公司,9000.0,广州·越秀区,1年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/118067420.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coVjMBZlU-UmUObQJk.html
627,Java高级开发工程师,广州知识链网络科技有限公司,18000.0,广州·天河区,8-9年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/guangzhou/139246034.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coVTZVOFM3VWsPaVA2UTQ.html
628,Java开发工程师,广州梦源信息科技有限公司,10000.0,广州·天河区,2年,本科,民营,50-150人,建筑/建材/工程,https://jobs.51job.com/guangzhou/119314908.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coA2FSMwNlUWZRMwNjUTY.html
629,Java讲师,北京华育兴业科技有限公司,12500.0,哈尔滨,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/142248963.html?s=sou_sou_soulb&t=0_1&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coCWlWNQVvUWlRNgFkVjc.html
630,Java开发工程师（英语流利）,慧博云通科技股份有限公司,8750.0,广州,3-4年,本科,已上市,5000-10000人,计算机软件,https://jobs.51job.com/guangzhou/147733490.html?s=sou_sou_soulb&t=0_0&req=e494be2de4a0fd791e2a0bca103ca2a0,https://jobs.51job.com/all/coVDdSNlE7DjdTPgNjUzM.html
631,Java开发工程师,北京网安通达科技有限公司,11500.0,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/langfang/146260513.html?s=sou_sou_soulb&t=0_0&req=87dd3fddbb2535f36fd0010035b96167,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
632,Java软件项目组长,希亚思（上海）信息技术有限公司,17000.0,上海·杨浦区,5-7年,大专,外资（非欧美）,50-150人,,https://jobs.51job.com/shanghai/59503676.html?s=sou_sou_soulb&t=0_0&req=7dcd6e1a4776731d73c7658919d8cdcc,https://jobs.51job.com/all/coB2BWMAdkUmtWMgVi.html
633,Java微服务开发工程师,上海长庚信息技术股份有限公司,10250.0,上海,3-4年,本科,民营,少于50人,电气/电力/水利,https://jobs.51job.com/shanghai/107237577.html?s=sou_sou_soulb&t=0_0&req=87dd3fddbb2535f36fd0010035b96167,https://jobs.51job.com/all/coAmYCZl44DjcEZAFnUTU.html
634,高级Java工程师,广州紫麦科技有限公司,17500.0,广州·黄埔区,5-7年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/145978140.html?s=sou_sou_soulb&t=0_0&req=7dcd6e1a4776731d73c7658919d8cdcc,https://jobs.51job.com/all/coAWRVMAJoVWlSPlY2AGE.html
635,Java开发工程师,深圳市宁鑫企业管理有限公司,9250.0,深圳·福田区,3-4年,本科,民营,,计算机软件,https://jobs.51job.com/shenzhen/148061389.html?s=sou_sou_soulb&t=0_0&req=87dd3fddbb2535f36fd0010035b96167,https://jobs.51job.com/all/coBGUCYgJkBToAbVQ0XTk.html
636,高级Java工程师,广东扬天智能技术有限公司,3250.0,广州,2年,硕士,民营,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/guangzhou/148152233.html?s=sou_sou_soulb&t=0_0&req=4527c7a5da1b85c706fbdaa02448069d,https://jobs.51job.com/all/coBmdSNANjVm1RNFE3XD0.html
637,高级JAVA工程师（PLM） (MJ008277),SHEIN,11400.0,广州,5-7年,本科,民营,10000人以上,贸易/进出口,https://jobs.51job.com/guangzhou/148374901.html?s=sou_sou_soulb&t=0_0&req=f4824387a899abcf4fd5a59fe4894e50,https://jobs.51job.com/all/coB2RdOlMzVmgEYwFrUjI.html
638,Java开发工程师,广州致远互联软件有限公司,15000.0,广州·天河区,2年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/70446422.html?s=sou_sou_soulb&t=0_0&req=5f04758f8da62f2bc90f48e6fc0af153,https://jobs.51job.com/all/coUjZVNARvVWwFZw1oVTE.html
639,Java中高级开发工程师,广州宇中网络科技有限公司,9000.0,广州·天河区,2年,本科,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/99278583.html?s=sou_sou_soulb&t=0_0&req=c59967e9ed197600b24b533235c8a994,https://jobs.51job.com/all/coBGFQM1YwDzgDZlM3BWk.html
640,java开发工程师,深圳市恒星智科技有限公司,7750.0,深圳·龙岗区,3-4年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shenzhen/129657058.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coBmNUOAJnVGoCZVQ0VTk.html
641,Java工程师,四川省巴蜀物流集团有限公司,13500.0,成都·龙泉驿区,3-4年,大专,民营,,交通/运输/物流,https://jobs.51job.com/chengdu/144629513.html?s=sou_sou_soulb&t=0_0&req=4a635284faadfc8591d13f7158bbeae4,https://jobs.51job.com/all/coUTBdO1czBToEYFM0VzU.html
642,Java高级开发工程师,深圳开维信息技术股份有限公司,17500.0,深圳·南山区,3-4年,本科,已上市,150-500人,计算机软件,https://jobs.51job.com/shenzhen/133804915.html?s=sou_sou_soulb&t=0_0&req=272453eb61345482028563c7463dac90,https://jobs.51job.com/all/coAGVUNlQxBDhWO1cyBWA.html
643,Java中高级开发工程师,广州宇中网络科技有限公司,9000.0,广州·天河区,2年,本科,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/99278583.html?s=sou_sou_soulb&t=0_0&req=fdf83dd4d22ac15abb828332ce3f5cca,https://jobs.51job.com/all/coBGFQM1YwDzgDZlM3BWk.html
644,Java开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/xinyang/141296665.html?s=sou_sou_soulb&t=0_0&req=db46b4e685f4551b5cae1de78daf2e9b,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
645,高级/资深Java开发工程师-飞书企业应用,字节跳动,3250.0,北京,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/123644659.html?s=sou_sou_soulb&t=0_0&req=ba65ffd7706ccf583750f5245f7a7c82,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
646,JAVA开发主管,成都律恩泽雅科技有限公司,19000.0,成都·锦江区,5-7年,本科,民营,500-1000人,,https://jobs.51job.com/chengdu/145636462.html?s=sou_sou_soulb&t=0_0&req=c8ace8b18fb853d15d2cc23bc21dc822,https://jobs.51job.com/all/coVDYFaVM4U2VSMQJmUTA.html
647,Java开发工程师,深圳汐帆信息科技有限公司,15000.0,深圳·福田区,3-4年,大专,民营,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shenzhen/148324338.html?s=sou_sou_soulb&t=0_0&req=c8ace8b18fb853d15d2cc23bc21dc822,https://jobs.51job.com/all/coUTMHagRiU2lRMQZhUj8.html
