,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
0,软件开发工程师-C,杭州宏杉科技股份有限公司,8750.0,深圳·南山区,3-4年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/shenzhen/147319546.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coAmZVNQdtBjpWMARhVDM.html
1,保底1万直招纯开车C证司机,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140541741.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
2,85度C店员就近分配,四川伯程润锦信息技术有限公司,6000.0,上海·杨浦区,无需经验,,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/144251120.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coVjdSNQNoAjwBZwJkVzU.html
3,C&B Assistant(002711),巴斯夫（中国）有限公司,8000.0,上海,1年,本科,外资（欧美）,5000-10000人,,http://basf.51job.com/sc/show_job_detail.php?jobid=146981140,http://basf.51job.com
4,C/C++开发工程师,上海豪亿信息科技有限公司,9600.0,北京·海淀区,3-4年,大专,民营,500-1000人,通信/电信/网络设备,https://jobs.51job.com/beijing/146135459.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coUTJcMFIzADtUNgZgBWA.html
5,C端产品经理,IBM China Global Delivery Center,11300.0,合肥·包河区,8-9年,本科,外资（欧美）,500-1000人,计算机软件,https://jobs.51job.com/beijing/147584652.html?s=sou_sou_soulb&t=0_1&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coUTQCZ140Az4AYwBh.html
6,初/中级C\C++工程师,深圳市锐驰曼科技发展有限公司,11500.0,深圳·龙岗区,无需经验,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/122210633.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBmRXNlExBTNRMgFnXDA.html
7,TYPE-C/线材工程师,深圳市博胜电子技术有限公司,8750.0,深圳·龙岗区,3-4年,大专,民营,50-150人,贸易/进出口,https://jobs.51job.com/shenzhen/128135690.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBWVcOl46BT4OalEyVjE.html
8,c/c++开发工程师,任特利科技（深圳）有限公司,16500.0,深圳·龙华区,3-4年,本科,外资（欧美）,50-150人,家具/家电/玩具/礼品,https://jobs.51job.com/shenzhen/147921071.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coVTQCZVU2ADxWNVA7BWU.html
9,C/C++工程师,深圳市北科瑞声科技股份有限公司,17500.0,深圳·福田区,2年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/146984355.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coCG1UOQJoU2pVNVMxBms.html
10,C端产品经理,IBM China Global Delivery Center,11300.0,合肥·包河区,8-9年,本科,外资（欧美）,500-1000人,计算机软件,https://jobs.51job.com/shanghai/147584651.html?s=sou_sou_soulb&t=0_1&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coUTQCZ140Az4AYwBh.html
11,C/C++软件测试工程师,商飞软件有限公司,15000.0,成都·天府新区,3-4年,本科,国企,150-500人,计算机软件,https://jobs.51job.com/chengdu/130715270.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBWUBYQBhVGIAZAVlXTg.html
12,C/C++开发工程师,国科量子通信网络有限公司,7650.0,北京,3-4年,本科,国企,150-500人,通信/电信运营、增值服务,https://jobs.51job.com/beijing/146166851.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBGVTMl88VWpTPgBhBWU.html
13,C/C++高级开发工程师（DPI）,北京中创信测科技股份有限公司,9000.0,北京·海淀区,3-4年,本科,民营,150-500人,通信/电信运营、增值服务,https://jobs.51job.com/beijing/135207457.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coA2ZRMVM5ADhUMAVkVzM.html
14,C电控软件工程师,上海施依洛风机有限公司,9000.0,上海·松江区,5-7年,本科,民营,150-500人,,https://jobs.51job.com/shanghai/146711941.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coAGQGZgBiUmxTNQFrBWU.html
15,直招客运C证驾驶员免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·宝山区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/suqian/140446948.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
16,招聘c照司机,深圳市易达货运物流供应链有限公司,12250.0,深圳·宝安区,1年,初中及以下,创业公司,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/shenzhen/147688062.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coCWhcPVU_BzoHYwNlUT0.html
17,上海C&S销售代表 (MJ003713),嘉士伯企业管理咨询有限公司,8000.0,上海·黄浦区,2年,大专,外资（欧美）,10000人以上,,https://jobs.51job.com/shanghai/143035273.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coA2MCb1E0U2sCblcxVzQ.html
18,日薪600/工资日结/C照货运司机,广州市润达物流有限公司,13500.0,广州·番禺区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145864002.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
19,C/C++ 语言开发工程师,上海能辉科技股份有限公司,8750.0,上海,3-4年,本科,已上市,150-500人,新能源,https://jobs.51job.com/shanghai/147655447.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coAGRWMVA6ATsAYFA6AmQ.html
20,c/c++软件开发,上海网擎信息系统有限公司,9500.0,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/wuhan/146822196.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
21,HR Officer-C&B,上海杰迈晶雅人力资源有限公司,18500.0,深圳,3-4年,本科,合资,50-150人,,https://jobs.51job.com/shenzhen/140881874.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coAWUHZ1IyU28PaFA6AWQ.html
22,C/C++开发工程师,BME柏美迪康,8750.0,上海,1年,本科,已上市,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/140232005.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coAGQGZl49Az0OaQxmUjA.html
23,日薪600 C照货运司机,广州市润达物流有限公司,13500.0,广州·天河区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/146031018.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
24,C开发工程师,深圳市义鑫达电子科技有限公司,11000.0,深圳·龙华区,1年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/shenzhen/140910955.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coAWNUNgJmDzQHa1E0VTI.html
25,淘宝运营/C店店长,广州心丽服饰有限公司,6000.0,广州·白云区,1年,大专,民营,150-500人,服装/纺织/皮革,https://jobs.51job.com/guangzhou/128899937.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coUjdQNVQzBjsAbQJpUTY.html
26,C/C++开发工程师,万科集团万翼科技,12000.0,深圳·南山区,5-7年,本科,已上市,500-1000人,,https://jobs.51job.com/shanghai/143105276.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coCGtcPVU1ADpRPQNlUzY.html
27,嵌入式软件C/C++工程师,上海鸣啸信息科技股份有限公司,12500.0,上海,3-4年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/125085292.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coBGZTM1Q3VWMGZ1EzAmI.html
28,外贸业务员（10号线光雅园C出口）,深圳市亚印科技有限公司,10500.0,深圳·龙岗区,无需经验,,民营,50-150人,,https://jobs.51job.com/shenzhen/145934170.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coAmdRNFI2U28ObQBnUjI.html
29,C/C++软件开发工程师,中国航空无线电电子研究所,8750.0,上海,1年,硕士,国企,1000-5000人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/147333820.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coBGQFYAJiUmQOYwZjB2Y.html
30,后端开发工程师(GO/C++/C),广州守云科技有限公司,16000.0,广州·番禺区,3-4年,本科,创业公司,少于50人,,https://jobs.51job.com/guangzhou/143189240.html?s=sou_sou_soulb&t=0_0&req=fcc8abcc01c45f105bd25d3c4ea33a3b,https://jobs.51job.com/all/coVjZXOlQ0BTJWMg1rVzQ.html
31,C/C++开发工程师,四川国软科技集团有限公司,12500.0,成都·金牛区,5-7年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/142539376.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coAGNVMwBjBzgDZVY3BWQ.html
32,linux c开发工程师,上海互普网络科技有限公司,16000.0,上海,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/147944841.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coUTVVOFA6BDgHZg1r.html
33,C证货运司机9000-12000,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/144275698.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
34,成都c证运营司机平台直营工资周结,成都佳御和商务服务有限公司,10000.0,成都·都江堰市,3-4年,,民营,,新能源,https://jobs.51job.com/chengdu/146735865.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coUzIAZgBjBDxSMA1vB2Y.html
35,C/C++开发工程师(J10847),长园深瑞继保自动化有限公司,16000.0,深圳,2年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/chengdu/148025980.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coCW1dPgNlAT0CYwBiUjc.html
36,工资日结招C照小货车司机,广州市润达物流有限公司,13500.0,广州·白云区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/147039394.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
37,后端开发工程师(GO/C++/C),广州守云科技有限公司,16000.0,广州·番禺区,3-4年,本科,创业公司,少于50人,,https://jobs.51job.com/guangzhou/143189240.html?s=sou_sou_soulb&t=0_0&req=604a3d85d568b6cdc33ac3b6ef4eb742,https://jobs.51job.com/all/coVjZXOlQ0BTJWMg1rVzQ.html
38,C/C++中级工程师,广东伟兴信息技术有限公司,13500.0,广州·天河区,3-4年,本科,民营,50-150人,,https://jobs.51job.com/guangzhou/147112306.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coAGFdOFcwAjkEYlM0BWI.html
39,番禺直招C证送货司机,厦门金龙联合汽车工业有限公司,6500.0,佛山·顺德区,1年,初中及以下,国企,5000-10000人,汽车,https://jobs.51job.com/guangzhou/146840785.html?s=sou_sou_soulb&t=0_1&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coBGVQNlQyU2sBbQJhVTg.html
40,C/C++软件工程师,上海鸣啸信息科技股份有限公司,9000.0,上海,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/123318547.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coBGZTM1Q3VWMGZ1EzAmI.html
41,C/C++开发工程师,广州市卓欣信息技术有限公司,12000.0,广州,2年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/guangzhou/146069654.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coUzcGalM4DzZSNQBhUTA.html
42,招C证商务小车司机,淄博运力快聘信息科技有限公司,10000.0,成都,无需经验,,民营,,租赁服务,https://jobs.51job.com/chengdu/148094420.html?s=sou_sou_soulb&t=0_0&req=d56bf483b96eed08c6190907ecb028ea,https://jobs.51job.com/all/coAmMFZlQ-DzVWMFYwUjE.html
43,C猎头顾问（深圳福田）01,东莞市耀星网络技术有限公司,9750.0,深圳·福田区,2年,本科,民营,50-150人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shenzhen/140397407.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coA2JXMV88BzsOaANiAWI.html
44,需求分析（保险核心/C端）,上海复深蓝软件股份有限公司,17500.0,北京,5-7年,大专,已上市,1000-5000人,计算机软件,https://jobs.51job.com/beijing/146990119.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
45,C/C++高级软件开发工程师,成都图迅科技有限公司,11250.0,成都·高新区,1年,硕士,民营,少于50人,通信/电信运营、增值服务,https://jobs.51job.com/chengdu/147864734.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coCWpQPAdhAz9WMwJhBWg.html
46,C/C++开发工程师,上海春笛信息科技有限公司,16500.0,上海·浦东新区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/145099630.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coVTdVMFEzUm5UMVE7VDI.html
47,C/C++软件工程师,上海鸣啸信息科技股份有限公司,9000.0,上海,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/123318547.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coBGZTM1Q3VWMGZ1EzAmI.html
48,保安（C牌+包吃住）,深圳市永祥药房连锁有限公司,5750.0,深圳·坪山区,1年,高中,民营,150-500人,批发/零售,https://jobs.51job.com/shenzhen/145133404.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coAGRTMAVgVWMOaFMwVjc.html
49,整车OS服务框架-资深C/C++软件开发,上海介方信息技术有限公司,4500.0,上海·闵行区,5-7年,本科,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/shanghai/146010826.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coAGICZQBkVW0BZVAzAGE.html
50,c/c++开发工程师,上海全晓信息技术有限公司,11750.0,上海·普陀区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148129866.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coBGRRNlY9UmwPbVY2Bms.html
51,上海-C+B-销售代表,必正医药科技（浙江）有限公司,12500.0,上海,3-4年,大专,民营,50-150人,医疗/护理/卫生,https://jobs.51job.com/shanghai/147588015.html?s=sou_sou_soulb&t=0_0&req=51114fdc85498766b42bdc2b62122feb,https://jobs.51job.com/all/coUzAGagRhBTsHYlAzAm8.html
52,C/C++开发工程师,广州智臣信息科技有限公司,15000.0,广州·天河区,3-4年,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/guangzhou/141004912.html?s=sou_sou_soulb&t=0_0&req=4924ec68242ca619d6b4a0c7f7dcd246,https://jobs.51job.com/all/coCG1SMQdtADZVMlQxXTs.html
53,Linux C/C++ 高级软件工程师（IPSEC方向）(WG),格尔软件股份有限公司,2700.0,上海·静安区,3-4年,本科,已上市,500-1000人,互联网/电子商务,https://jobs.51job.com/shanghai/139641606.html?s=sou_sou_soulb&t=0_0&req=22c1aa1e1fe046e1570a682716aa4d42,https://jobs.51job.com/all/coCG9QNgdtATcFYFcx.html
54,C/C++开发工程师,易站智联科技（广州）有限公司,15000.0,广州·天河区,5-7年,本科,民营,少于50人,,https://jobs.51job.com/guangzhou/140473001.html?s=sou_sou_soulb&t=0_0&req=22c1aa1e1fe046e1570a682716aa4d42,https://jobs.51job.com/all/coVDVUMV46VGtSMg1nAWc.html
55,嵌入式Linux c/c++工程师,成都市德科立菁锐光电子技术有限公司,8750.0,成都·郫都区,1年,本科,已上市,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/chengdu/146162441.html?s=sou_sou_soulb&t=0_0&req=4186edbe229e1051294b00fb0da078a2,https://jobs.51job.com/all/coUjJUNARiBjBRM1Y3UDA.html
56,c货运司机（新能源）短途城配,上海雷夏物流运输有限公司,12500.0,上海·青浦区,无需经验,,民营,少于50人,交通/运输/物流,https://jobs.51job.com/shanghai/148439719.html?s=sou_sou_soulb&t=0_0&req=4186edbe229e1051294b00fb0da078a2,https://jobs.51job.com/all/coCWgAZ1U2VmAObANgBWA.html
57,城际水果、鲜花配送司机C牌即可,深圳市创亿物流运输服务有限公司,10000.0,深圳·龙岗区,无需经验,,民营,50-150人,,https://jobs.51job.com/shenzhen/146848751.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coBWQGZwVmAjQDYAZlAGE.html
58,高级C开发工程师,京北方信息技术股份有限公司珠海分公司,10150.0,上海·浦东新区,5-7年,本科,民营,少于50人,,https://jobs.51job.com/shanghai/147582427.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coBmVTP184UmkPagNnBmQ.html
59,北京-C+B-销售培训师,必正医药科技（浙江）有限公司,12500.0,北京,5-7年,大专,民营,50-150人,医疗/护理/卫生,https://jobs.51job.com/beijing/147587397.html?s=sou_sou_soulb&t=0_0&req=2c914ec66e1a5125750cf11903d661c9,https://jobs.51job.com/all/coUzAGagRhBTsHYlAzAm8.html
60,c/c++软件开发,上海网擎信息系统有限公司,9500.0,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/zhuhai/146822216.html?s=sou_sou_soulb&t=0_0&req=708085d49f98647af57e1db05b6aa846,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
61,c/c++软件开发,上海网擎信息系统有限公司,9500.0,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/foshan/146822217.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
62,C/C++开发工程师,文思海辉技术有限公司,18500.0,上海·闵行区,5-7年,大专,外资（欧美）,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/143307990.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coUjcCYFE2ATsCY1YyVjs.html
63,安全员（交安C证，高速公路）,深圳中瑞建工集团有限公司,9000.0,金华·东阳市,2年,大专,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shenzhen/146342889.html?s=sou_sou_soulb&t=0_1&req=d56bf483b96eed08c6190907ecb028ea,https://jobs.51job.com/all/coCWkGalc0U25VNwJjB2A.html
64,机械类计算机学术期刊助理文章编辑-C,成都粒粒派教育管理有限公司,800000.0,成都·成华区,无需经验,本科,民营,少于50人,教育/培训/院校,https://jobs.51job.com/jinan/145219582.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coBWQCY1AxADYAZFQwBmc.html
65,C&B Specialist,传思译奥（上海）商贸有限公司,12500.0,上海·静安区,3-4年,大专,外资（欧美）,150-500人,批发/零售,https://jobs.51job.com/shanghai/147898334.html?s=sou_sou_soulb&t=0_0&req=22c1aa1e1fe046e1570a682716aa4d42,https://jobs.51job.com/all/coAGdQMgNoDzlSPgJjAGM.html
66,高级C开发工程师,京北方信息技术股份有限公司珠海分公司,10150.0,上海·浦东新区,5-7年,本科,民营,少于50人,,https://jobs.51job.com/shanghai/147582427.html?s=sou_sou_soulb&t=0_0&req=51114fdc85498766b42bdc2b62122feb,https://jobs.51job.com/all/coBmVTP184UmkPagNnBmQ.html
67,保底1万招纯C证司机免住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140541747.html?s=sou_sou_soulb&t=0_0&req=604a3d85d568b6cdc33ac3b6ef4eb742,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
68,嵌入式C/C++软件工程师,上海易咖智车科技有限公司,11500.0,上海·嘉定区,5-7年,本科,民营,150-500人,汽车,https://jobs.51job.com/shanghai/145104240.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coBmYGZAVlBT1RNwVlAWA.html
69,不租不扣招C照小货车司机,广州市润达物流有限公司,13500.0,广州·荔湾区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/147039817.html?s=sou_sou_soulb&t=0_0&req=51114fdc85498766b42bdc2b62122feb,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
70,销售（服装 B/C端）综合薪资8-20k+高提成,深圳市蝶讯网科技股份有限公司,7500.0,常熟,1年,初中及以下,民营,500-1000人,服装/纺织/皮革,https://jobs.51job.com/shanghai/147880521.html?s=sou_sou_soulb&t=0_1&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coB2NUNgdkDjRRNVAwVTQ.html
71,C照货运司机/月均15000左右,广州市润达物流有限公司,13500.0,广州·番禺区,无需经验,,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/145863473.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coVTQFZQRnVmBTMwFrUDA.html
72,销售（服装 B/C端）综合薪资8-20k+高提成,深圳市蝶讯网科技股份有限公司,7500.0,广州·海珠区,1年,初中及以下,民营,500-1000人,服装/纺织/皮革,https://jobs.51job.com/guangzhou/147880520.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coB2NUNgdkDjRRNVAwVTQ.html
73,c/c++软件开发,上海网擎信息系统有限公司,9500.0,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/nanchang/146822218.html?s=sou_sou_soulb&t=0_0&req=708085d49f98647af57e1db05b6aa846,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
74,C&B Specialist,罗德与施瓦茨（中国）科技有限公司,3000.0,北京,5-7年,本科,外资（欧美）,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147995043.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coAGdWOl45UW4AZQNh.html
75,C/C++开发工程师(J10847),长园深瑞继保自动化有限公司,16000.0,深圳,2年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148025981.html?s=sou_sou_soulb&t=0_0&req=83b3ecc20bd0eb2adc8bca9e768aeff5,https://jobs.51job.com/all/coCW1dPgNlAT0CYwBiUjc.html
76,C/C++开发工程师,上海保隆汽车科技股份有限公司,15000.0,上海·松江区,3-4年,本科,已上市,1000-5000人,汽车,https://jobs.51job.com/shanghai/146675983.html?s=sou_sou_soulb&t=0_0&req=057a0014ba1c4b8db0babd9cab5b133b,https://jobs.51job.com/all/coVjJUMwRhBD5SNwVlXD0.html
77,C&B薪酬福利专员,上海先达房地产发展有限公司,8250.0,上海·普陀区,1年,大专,外资（非欧美）,150-500人,物业管理/商业中心,https://jobs.51job.com/shanghai/146216034.html?s=sou_sou_soulb&t=0_0&req=22c1aa1e1fe046e1570a682716aa4d42,https://jobs.51job.com/all/coBmFVOQVgBD1RNARn.html
78,嵌入式C/C++软件工程师,广州致远电子股份有限公司,7750.0,广州·天河区,1年,本科,民营,500-1000人,仪器仪表/工业自动化,https://jobs.51job.com/guangzhou/140024095.html?s=sou_sou_soulb&t=0_0&req=4924ec68242ca619d6b4a0c7f7dcd246,https://jobs.51job.com/all/coAm1VMl8-Aj8GY1Qy.html
79,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=4186edbe229e1051294b00fb0da078a2,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
80,C shop 平台经理,绫致时装（天津）有限公司,6000.0,北京,8-9年,本科,外资（欧美）,10000人以上,批发/零售,https://jobs.51job.com/beijing/146212426.html?s=sou_sou_soulb&t=0_0&req=8dd5e31fc6178c4dab168378fa3b39c1,https://jobs.51job.com/all/coAGdXOwJgVWkBZVY1.html
81,C/C++开发工程师,深圳市金证科技股份有限公司,9000.0,深圳·南山区,2年,本科,已上市,5000-10000人,金融/投资/证券,https://jobs.51job.com/shenzhen/143920256.html?s=sou_sou_soulb&t=0_0&req=14b7864e3f8f45bd62f862d68e9e5941,https://jobs.51job.com/all/coBWIHZ141Vm5RNA1v.html
82,底薪1万直招货运C证驾驶员,苏州微微行汽车服务有限公司,12000.0,上海·闵行区,2年,,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/142521202.html?s=sou_sou_soulb&t=0_0&req=9d02555ffcf2f85365b5b1fef7c3305d,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
