职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
java 高级开发工程师,广东九通智能装备有限公司,1.5-2万,广州·黄埔区,3-4年,大专,民营,50-150人,机械/设备/重工,https://jobs.51job.com/guangzhou/137239473.html?s=sou_sou_soulb&t=0_0&req=af3aa3ada7fa6840400bd1ecd1a2fe23,https://jobs.51job.com/all/coB2RdOQNgBjhTMABrAmc.html
Java开发工程师,上海兰桂骐技术发展股份有限公司,20-23万/年,上海·浦东新区,3-4年,本科,民营,50-150人,学术/科研,https://jobs.51job.com/shanghai/137668616.html?s=sou_sou_soulb&t=0_0&req=8133f29e70fb871919968108643f360b,https://jobs.51job.com/all/coVTZdPgNnAztTMVA3BWc.html
Java高级开发工程师,上海泊冉软件有限公司,1.5-3万,上海·宝山区,2年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/shanghai/129295018.html?s=sou_sou_soulb&t=0_0&req=ee55f82569fab4c570fc69ba52ff444a,https://jobs.51job.com/all/coBGFRN1UzAT4DYAFhVTM.html
Java开发工程师,深圳市华磊迅拓科技有限公司,1.2-1.8万·14薪,深圳·龙华区,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shenzhen/145998316.html?s=sou_sou_soulb&t=0_0&req=d05371ab584f743950d4f1288ee7f89c,https://jobs.51job.com/all/coCGhRNFI5Az1TM1AxUjA.html
Java软件工程师,雅安百图高新材料股份有限公司,1-1.8万,成都,3-4年,本科,民营,150-500人,原材料和加工,https://jobs.51job.com/chengdu/146632063.html?s=sou_sou_soulb&t=0_0&req=74e8a293b18a691065678307fd6ca1e2,https://jobs.51job.com/all/coCGtXMwNiDjlUMgJoXDg.html
Java开发工程师,深圳市前海文仲信息技术有限公司,1-1.5万,深圳,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shenzhen/145434188.html?s=sou_sou_soulb&t=0_0&req=74e8a293b18a691065678307fd6ca1e2,https://jobs.51job.com/all/coAWMHYQVlVmgOagdjXDg.html
JAVA后端开发工程师,上海安维尔信息科技股份有限公司,1.5-3万·13薪,上海·浦东新区,5-7年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/138241168.html?s=sou_sou_soulb&t=0_0&req=74e8a293b18a691065678307fd6ca1e2,https://jobs.51job.com/all/coVTFSNARiBDsFY1Y3AmQ.html
Java开发工程师,上海宏时数据系统有限公司,1.5-2万,上海·徐汇区,5-7年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/148500367.html?s=sou_sou_soulb&t=0_0&req=ec88fe7fba744bf5033e80c8efb21e06,https://jobs.51job.com/all/coBmQBZF46AzhVNFM1AmE.html
Java高级开发工程师,上海择仕信息科技有限公司,1.5-2万,上海·闵行区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/136326636.html?s=sou_sou_soulb&t=0_0&req=8133f29e70fb871919968108643f360b,https://jobs.51job.com/all/coA2NTNlQzDjAOaFQ1VjY.html
对日JAVA开发工程师,上海网擎信息系统有限公司,1.7-3.4万,上海·杨浦区,3-4年,本科,民营,,通信/电信/网络设备,https://jobs.51job.com/wuhan/143165809.html?s=sou_sou_soulb&t=0_0&req=af3aa3ada7fa6840400bd1ecd1a2fe23,https://jobs.51job.com/all/coB2ZSNVI2BTpSNAFnVjA.html
Java开发工程师,北京网安通达科技有限公司,8千-1.5万·13薪,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/yinchuan/146260524.html?s=sou_sou_soulb&t=0_0&req=dd38b4a43aea73861202d6c5bbd589e0,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
Java前端开发工程师,上海银橙科技股份有限公司,1-2万·13薪,广州·越秀区,3-4年,本科,已上市,50-150人,互联网/电子商务,https://jobs.51job.com/guangzhou/147383938.html?s=sou_sou_soulb&t=0_0&req=ee55f82569fab4c570fc69ba52ff444a,https://jobs.51job.com/all/coBGBWOgBnADkPawZnUjE.html
Java软件工程师,江西瑞德电子有限公司深圳分公司,1-2万,苏州·高新区,5-7年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/148532340.html?s=sou_sou_soulb&t=0_1&req=d05371ab584f743950d4f1288ee7f89c,https://jobs.51job.com/all/coBGRdMVQ-UWtTNwFrUTw.html
Java开发工程师,归一互生集团有限公司,1.5-3万,深圳·福田区,3-4年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/134901080.html?s=sou_sou_soulb&t=0_0&req=8133f29e70fb871919968108643f360b,https://jobs.51job.com/all/coA2NUNwdnATwFZlE6UTU.html
Java软件开发工程师,上海亿业网络科技发展有限公司,1-2万·13薪,上海·浦东新区,2年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shanghai/125806523.html?s=sou_sou_soulb&t=0_0&req=8133f29e70fb871919968108643f360b,https://jobs.51job.com/all/coCGxUMARkUmUHYVMyAGY.html
中级Java开发工程师,北京全球气象导航技术有限公司,1.2-2.4万,北京·海淀区,5-7年,本科,国企,少于50人,学术/科研,https://jobs.51job.com/beijing/148594026.html?s=sou_sou_soulb&t=0_0&req=75b42c48525c39461be1358bc0fff46c,https://jobs.51job.com/all/coBmdVOQVkBjAGYFEyVzI.html
Java开发工程师,上海锐赢信息技术有限公司,1.2-1.6万·13薪,成都,5-7年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/146570997.html?s=sou_sou_soulb&t=0_0&req=75b42c48525c39461be1358bc0fff46c,https://jobs.51job.com/all/coUTRcOgNmAz0DYQNlUDw.html
Java开发工程师,内蒙古钛驰新迪商务有限公司,8千-1.5万·13薪,北京·朝阳区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/handan/141354397.html?s=sou_sou_soulb&t=0_0&req=dd38b4a43aea73861202d6c5bbd589e0,https://jobs.51job.com/all/coVDVXMFIxVmAOaQZlBWU.html
Java开发工程师,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/qinhuangdao/140740842.html?s=sou_sou_soulb&t=0_0&req=dd38b4a43aea73861202d6c5bbd589e0,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
Java开发工程师（03）复,上海复深蓝软件股份有限公司,1.5-1.6万·13薪,上海·闵行区,3-4年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/137410074.html?s=sou_sou_soulb&t=0_0&req=74e8a293b18a691065678307fd6ca1e2,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
Java开发工程师,广州南天电脑系统有限公司,1-1.2万,广州·天河区,2年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/142069076.html?s=sou_sou_soulb&t=0_0&req=af3aa3ada7fa6840400bd1ecd1a2fe23,https://jobs.51job.com/all/coBmJSMVY3VGtTNFMzAGE.html
Java中级开发工程师（深圳）,凯通科技股份有限公司,1.5-2万,深圳·南山区,3-4年,本科,民营,150-500人,,https://jobs.51job.com/shenzhen/146450389.html?s=sou_sou_soulb&t=0_0&req=af3aa3ada7fa6840400bd1ecd1a2fe23,https://jobs.51job.com/all/coBmEBZVczDjUHZwNm.html
Java开发工程师-PD3,中通服软件科技有限公司,1.2-2万,广州·天河区,3-4年,本科,合资,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/141891351.html?s=sou_sou_soulb&t=0_0&req=ac47a548075694af55daf8be2ecea9af,https://jobs.51job.com/all/coB2NdPFYwAj0CZlc3VjA.html
高级Java开发工程师,天朝盛通（广州）科技有限公司,9千-1.2万,广州·黄埔区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/147862093.html?s=sou_sou_soulb&t=0_0&req=dd38b4a43aea73861202d6c5bbd589e0,https://jobs.51job.com/all/coVjVQMVQ1Aj1WMgJhBWg.html
Java工程师,广州惠天信息科技有限公司,8千-1.5万·13薪,广州·天河区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148461878.html?s=sou_sou_soulb&t=0_0&req=75b42c48525c39461be1358bc0fff46c,https://jobs.51job.com/all/coVDFXM1E3VG0Cb1E0UzQ.html
Java高级开发工程师,上海择仕信息科技有限公司,1.5-2万,上海·闵行区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/136326636.html?s=sou_sou_soulb&t=0_0&req=ac47a548075694af55daf8be2ecea9af,https://jobs.51job.com/all/coA2NTNlQzDjAOaFQ1VjY.html
java组长,上海金亥通信设备有限公司,1.5-2万,上海,3-4年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/147359054.html?s=sou_sou_soulb&t=0_0&req=ac47a548075694af55daf8be2ecea9af,https://jobs.51job.com/all/coBmNSPwBkBjBVNVQ3BWQ.html
Java开发工程师,上海亿业网络科技发展有限公司,1-2万,上海·浦东新区,2年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shanghai/51812476.html?s=sou_sou_soulb&t=0_0&req=ac47a548075694af55daf8be2ecea9af,https://jobs.51job.com/all/coCGxUMARkUmUHYVMyAGY.html
高级Java开发工程师（深圳） (MJ007909),神州数码信息服务股份有限公司,1.2-2.2万,深圳·罗湖区,5-7年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/141736085.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
高级Java开发工程师,北京铁道工程机电技术研究所股份有限公司,1.5-2.5万·13薪,北京·海淀区,3-4年,硕士,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/beijing/144637760.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coAmZUNgBjVWhTN1c9B2s.html
JAVA及数据库工程师,上海必盈特软件系统有限公司,6千-1.2万,上海·普陀区,1年,本科,合资,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/146572824.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coBWEAY181BDwOaQxrAGU.html
JAVA软件工程师,广州瑞云网络科技有限公司,7千-1.2万,广州·天河区,无需经验,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/guangzhou/146753119.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coCGxdPl45VWMAYw1tUj4.html
Java开发（要有银行系统开发经验）,神州数码信息服务股份有限公司,1.5-2万,广州,3-4年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/guangzhou/148446285.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
Java开发经理 (MJ000025),广州中大凯旋电子科技有限公司,2-2.5万,广州·番禺区,8-9年,大专,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/146169267.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coUzdUMFY3U2kCbg1t.html
Java中级开发工程师,上海智龙企业管理有限公司,1.5-2.5万,上海·长宁区,3-4年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shanghai/131462139.html?s=sou_sou_soulb&t=0_0&req=658c472c051f2d7b8e25998cb19610f7,https://jobs.51job.com/all/coUTEBYF89ADgHYVQ0VjQ.html
Java开发工程师,上海豪亿信息科技有限公司,1.3-2.4万,深圳·龙岗区,3-4年,大专,民营,500-1000人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/144706315.html?s=sou_sou_soulb&t=0_0&req=ee55f82569fab4c570fc69ba52ff444a,https://jobs.51job.com/all/coUTJcMFIzADtUNgZgBWA.html
Java开发工程师,上海豪亿信息科技有限公司,1.4-2.4万,成都·高新区,5-7年,本科,民营,500-1000人,通信/电信/网络设备,https://jobs.51job.com/chengdu/146122602.html?s=sou_sou_soulb&t=0_0&req=d05371ab584f743950d4f1288ee7f89c,https://jobs.51job.com/all/coUTJcMFIzADtUNgZgBWA.html
Java开发工程师,通联支付网络服务股份有限公司广东分公司,9千-1.4万·14薪,广州·天河区,1年,本科,,1000-5000人,互联网/电子商务,https://jobs.51job.com/guangzhou/137942613.html?s=sou_sou_soulb&t=0_0&req=74e8a293b18a691065678307fd6ca1e2,https://jobs.51job.com/all/coA2dVOVAyBzxSNgxmUDc.html
