职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
物业工程经理-北京,爱玛客服务产业（中国）有限公司,1-1.2万,北京·昌平区,5-7年,本科,外资（欧美）,10000人以上,餐饮业,https://jobs.51job.com/beijing/135058738.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coCW5VMVc8U2QOaVMw.html
Senior Backend Developer-4140,瞬联软件科技（北京）有限公司 CIeNET Technologies,2.5-3万,北京·海淀区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/147660454.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
LAMY资深销售顾问 北京太古里,琼轩（上海）办公用品有限公司,1-1.5万,北京·朝阳区,1年,大专,外资（非欧美）,150-500人,批发/零售,https://jobs.51job.com/beijing/148537707.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coVDEHYgNnBzwCZVE7VTA.html
化妆品导购 (MJ000039),北京华联美好生活百货有限公司,6千-1.2万·13薪,北京·朝阳区,2年,中技/中专,合资,500-1000人,生活服务,https://jobs.51job.com/beijing/146311066.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coUzICZQRhDjAOaAJhUzQ.html
医学经理,北京远博恒康医药科技有限公司,1.5-2万,北京,3-4年,本科,民营,50-150人,制药/生物工程,https://jobs.51job.com/beijing/143006820.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coCWwFY1M3ATcDblQ3UTE.html
解决方案工程师（安防类项目）,北京赛博星通科技有限公司,1.1-1.5万,北京·石景山区,3-4年,本科,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/146753038.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coBmdRM14-ADYFaA1sUjI.html
采购经理助理,华泰永创（北京）科技股份有限公司,7.5千-1.2万,北京·大兴区,1年,本科,民营,150-500人,环保,https://jobs.51job.com/beijing/125505154.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coUjFSMwRmU2xRPVY3VzU.html
DT51-营运管理员,北京华联美好生活百货有限公司,5-7千·13薪,北京·朝阳区,无需经验,大专,合资,500-1000人,生活服务,https://jobs.51job.com/beijing/142201598.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coUzICZQRhDjAOaAJhUzQ.html
专利诉讼律师助理（电学）,北京市联德律师事务所,1-1.5万,北京,无需经验,本科,外资（欧美）,50-150人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/beijing/127569907.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coVjJQMQBlADsHZA1sAmY.html
行政主管,唐山四季美盛物业服务有限公司北京海淀分公司,4.7-6千,北京·海淀区,2年,本科,民营,50-150人,房地产,https://jobs.51job.com/beijing/139010384.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coUjBcPAJlADwEZQZsVTM.html
Senior PSO/MDK Tester-3606,瞬联软件科技（北京）有限公司 CIeNET Technologies,1.5-2万,北京·朝阳区,3-4年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/146688140.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
安全管理工程师,华泰永创（北京）科技股份有限公司,7千-1.2万,北京·大兴区,1年,本科,民营,150-500人,环保,https://jobs.51job.com/beijing/140746788.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coUjFSMwRmU2xRPVY3VzU.html
财务专员,北京飞译网络技术有限公司,5-7千,北京·海淀区,2年,本科,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/beijing/147950894.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coBWVTP1M5AD0CblAwUDc.html
销售代表,北京军志民康信息咨询中心,8千-1万,北京·朝阳区,无需经验,,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/133891522.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coBGQBY146U2kFaVY1VzI.html
技术工程师,北京竑芯科技有限公司,6千-1万,北京,无需经验,本科,民营,少于50人,电气/电力/水利,https://jobs.51job.com/zhangjiakou/148564497.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coVjcBbVU0Bj5WOlM0VTc.html
Java开发工程师,北京科华万象科技有限公司,8千-1.6万,北京·海淀区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/134783847.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coBGQBYgdmBT1VMwZmAGI.html
销售代表,北京元大兴业科技有限公司,6千-1.2万,北京·海淀区,无需经验,,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/147095007.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coUjJRM149DzFUMARlUzE.html
商务销售专员,北京飞译网络技术有限公司,5-8千·13薪,北京·海淀区,2年,本科,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/beijing/137601258.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coBWVTP1M5AD0CblAwUDc.html
人事专员,北京军志民康信息咨询中心,6-8千,北京·朝阳区,无需经验,,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/139611012.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coBGQBY146U2kFaVY1VzI.html
美团骑行-资产经营主管（北京路面）,美团,1.5-1.8万,北京·丰台区,3-4年,,已上市,10000人以上,,https://jobs.51job.com/beijing/148520412.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coBWcGZl49Az1WNlAxBmU.html
债券销售交易岗（北京）,世纪证券有限责任公司,1.3-2.6万,北京·东城区,1年,硕士,国企,1000-5000人,金融/投资/证券,https://jobs.51job.com/beijing/146923771.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coUzRdMVIwBjoHagdl.html
AHKAH 销售主管 北京SKP店,塔思琦（上海）商业有限公司,9千-1.2万,北京·朝阳区,3-4年,高中,外资（非欧美）,150-500人,批发/零售,https://jobs.51job.com/beijing/146274436.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coUzZTNgRuUWYFYQJnVzI.html
Pangle算法工程师-Ranking（北京/上海/杭州）,字节跳动,4-8万,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/148542761.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
北京高奢商场（单农）男装导购--就近安排,广州上之商业股份有限公司（品牌：单农）,8.5千-1.4万,北京·朝阳区,1年,,民营,500-1000人,服装/纺织/皮革,https://jobs.51job.com/beijing/148548597.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coUTVRNFQ2BDgPaVA3B2U.html
部门助理-北京,杭州泰格医药科技股份有限公司,7-9千,北京,1年,本科,合资,5000-10000人,外包服务,https://jobs.51job.com/beijing/148550903.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coAmcCZQRuUmsDYVE2.html
高级商务经理,北京远博恒康医药科技有限公司,1.2-2万,北京,3-4年,本科,民营,50-150人,制药/生物工程,https://jobs.51job.com/beijing/100967824.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coCWwFY1M3ATcDblQ3UTE.html
销售工程师(北京大兴),亚德客（中国）有限公司,8-10万/年,北京·通州区,1年,大专,已上市,5000-10000人,机械/设备/重工,https://jobs.51job.com/beijing/129961185.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coB2NSMVc3Bz1RNwxqVDU.html
海淀街道文教科  文化组织员,北京三江致远商业管理有限公司,3-4.5千,北京·海淀区,1年,大专,民营,500-1000人,外包服务,https://jobs.51job.com/beijing/105930076.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coVjMGZQJlDjUGYQVhBWM.html
KOSE美容顾问（北京千姿）,高丝化妆品销售（中国）有限公司,6-8千·13薪,北京,1年,中技/中专,外资（非欧美）,500-1000人,,https://jobs.51job.com/beijing/146111274.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coVTJXMARnBDhWOwZnAGQ.html
机构业务经理（北京营业部）,建信期货有限责任公司,10-15万/年,北京·西城区,3-4年,本科,国企,150-500人,银行,https://jobs.51job.com/beijing/94869943.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coAmdUM147VGJUMVEyAWw.html
销售业务员（北京、天津）,北京万东医疗科技股份有限公司,1-1.2万,北京·朝阳区,1年,大专,已上市,500-1000人,医疗设备/器械,https://jobs.51job.com/tianjin/148508481.html?s=sou_sou_soulb&t=0_0&req=f33f3d8f56f62009f38098cc44d74f44,https://jobs.51job.com/all/coA2RcOFUxVW4EYwVg.html
Senior Defect Manager-6738,瞬联软件科技（北京）有限公司 CIeNET Technologies,2-2.5万,北京·朝阳区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/148327429.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
免疫-北京-地区经理（风湿） (MJ001300),荣昌生物制药（烟台）股份有限公司,1.6-2.3万,北京,5-7年,本科,民营,1000-5000人,制药/生物工程,https://jobs.51job.com/beijing/148568593.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coVDZQPAJjDzIFZgBnUDM.html
事业部总监-北京,海通恒信国际融资租赁股份有限公司,1-2万,北京,5-7年,本科,国企,1000-5000人,,https://jobs.51job.com/beijing/147487985.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coAGQFYlE0AjpSPwdtUDQ.html
Brooks Brothers 布克兄弟 北京双安  营业员,布克兄弟（上海）商贸有限公司,7-9千,北京·海淀区,3-4年,高中,外资（非欧美）,150-500人,奢侈品/收藏品/工艺品/珠宝,https://jobs.51job.com/beijing/74691773.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coAWQBbV48Vm1UMlAxBWg.html
Senior HAD Map Tester-3599,瞬联软件科技（北京）有限公司 CIeNET Technologies,1.5-2万,北京·朝阳区,3-4年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/146687949.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
Linux、C++开发工程师,北京顺圆和合科技有限公司,6千-1万,北京·门头沟区,3-4年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147605568.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coBWRRNgJnAjsGZARmBmM.html
北京分公司-办公管理岗,中国银行保险信息技术管理有限公司,1-2万,北京,3-4年,本科,国企,500-1000人,保险,https://jobs.51job.com/beijing/145918364.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coUTRVMwNnBTwGZAFgVjY.html
北京国贸Emphasis珠宝 销售顾问,EMPHASIS艾斐诗,6千-1.2万·13薪,北京·朝阳区,1年,高中,外资（非欧美）,5000-10000人,奢侈品/收藏品/工艺品/珠宝,https://jobs.51job.com/beijing/119666537.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coVDdUNwRiUmkGZFQ3UjA.html
GIS平台维护工程师-北京,上海海旭软件有限公司,9千-1.2万,北京·海淀区,2年,本科,民营,50-150人,,https://jobs.51job.com/beijing/148562406.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coBmNdOlc9ADxUOQ1sAmY.html
BD Manager/业务开发经理（北京）,广州汉腾生物科技有限公司,2-2.5万,北京,3-4年,本科,合资,150-500人,制药/生物工程,https://jobs.51job.com/beijing/148509979.html?s=sou_sou_soulb&t=0_0&req=f33f3d8f56f62009f38098cc44d74f44,https://jobs.51job.com/all/coUzZTPgRjBD4GYlEwVDg.html
CARVEN店员/销售顾问/导购-北京三里屯卡纷店-01681,北京之禾品牌管理有限公司,1-2万,北京·朝阳区,3-4年,高中,民营,1000-5000人,娱乐/休闲/体育,https://jobs.51job.com/beijing/129575788.html?s=sou_sou_soulb&t=0_0&req=f33f3d8f56f62009f38098cc44d74f44,https://jobs.51job.com/all/coB2VSPl87Vm8HalAwUTQ.html
资深行政专员,连卡佛百货商贸（北京）有限公司,1-1.2万,北京·西城区,3-4年,本科,外资（非欧美）,150-500人,奢侈品/收藏品/工艺品/珠宝,https://jobs.51job.com/beijing/148457215.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coA2NcMQRiBToAZVE7Ujc.html
销售工程师,北京元大兴业科技有限公司,5.5千-1万,北京·海淀区,1年,中技/中专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/134973937.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coUjJRM149DzFUMARlUzE.html
内账会计,北京永平国际旅行社有限公司,6-8千,北京·朝阳区,无需经验,大专,民营,50-150人,酒店/旅游,https://jobs.51job.com/beijing/131714717.html?s=sou_sou_soulb&t=0_0&req=5e1591cc3015bff6cb29ffb638f0cf4f,https://jobs.51job.com/all/coBmUCYFMxVmEDYgxpUDA.html
平面设计师,北京岱博企业策划有限公司,6千-1.2万,北京,1年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/beijing/88249000.html?s=sou_sou_soulb&t=0_0&req=5e1591cc3015bff6cb29ffb638f0cf4f,https://jobs.51job.com/all/coCW0CYlU-Bz5RMQNiUj4.html
销售代表,北京达广信机械有限公司,6千-1.2万,北京·大兴区,3-4年,大专,外企代表处,少于50人,仪器仪表/工业自动化,https://jobs.51job.com/beijing/146357405.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coAGBcO149UmUPawdlUDU.html
会计,北京财恒通财务顾问有限公司,5-8千,北京·丰台区,1年,大专,民营,,会计/审计,https://jobs.51job.com/beijing/133604507.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coCGgHZ1E7UmQBZlM4AmI.html
法律合规部-合规管理岗,幸福人寿保险股份有限公司,1-2万,北京·西城区,3-4年,本科,国企,1000-5000人,保险,https://jobs.51job.com/beijing/148546562.html?s=sou_sou_soulb&t=0_0&req=2736d723de42992b641bf73588f69d76,https://jobs.51job.com/all/coAWAAZ147UWsObQdkUzM.html
安全员,上海乃村装饰工艺有限公司,6千-1万,北京·朝阳区,2年,大专,民营,150-500人,家居/室内设计/装潢,https://jobs.51job.com/beijing/141902330.html?s=sou_sou_soulb&t=0_0&req=2736d723de42992b641bf73588f69d76,https://jobs.51job.com/all/coBWdWOgNoUWhWMAdi.html
人事行政主管,北京海泰天正医药科技有限公司,8千-1.5万,北京·大兴区,1年,大专,民营,少于50人,制药/生物工程,https://jobs.51job.com/beijing/148004641.html?s=sou_sou_soulb&t=0_0&req=f33f3d8f56f62009f38098cc44d74f44,https://jobs.51job.com/all/coAmBRMABkDjYPbVMyAGc.html
装卸工,北京天隅互联科技有限公司,4-5千,北京·昌平区,无需经验,初中及以下,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/146897681.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coUjNVMlQ_AD4PawdtUTQ.html
销售主管,北京傲锐科技有限公司,5-7千,北京·丰台区,3-4年,大专,创业公司,50-150人,机械/设备/重工,https://jobs.51job.com/beijing/71941576.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coUjdTMFMxBjFWMgJlB2s.html
销售代表—北京,三惠进科国际贸易（上海）有限公司,8千-1.2万,北京·朝阳区,2年,大专,外资（非欧美）,50-150人,贸易/进出口,https://jobs.51job.com/beijing/145500585.html?s=sou_sou_soulb&t=0_0&req=38546ffae916c19dc5bf942d36a54f5d,https://jobs.51job.com/all/coUzcHZV87DjRSMQNpUjM.html
Junior Navigation Tester-3596,瞬联软件科技（北京）有限公司 CIeNET Technologies,1-1.4万,北京·朝阳区,3-4年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/146687529.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
营销总监-大客户 北京分公司,北京中岩大地科技股份有限公司,2.5-3.5万,北京·石景山区,10年以上,大专,已上市,500-1000人,新能源,https://jobs.51job.com/beijing/145331854.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coBWYGalY0Vm4FZw1rUDI.html
招商经理（北京/上海/广州/杭州）,山东良福制药有限公司,1.5-3万,北京,5-7年,大专,民营,150-500人,制药/生物工程,https://jobs.51job.com/guangzhou/148560349.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coCWoFZlM3BjgPbAFlAmM.html
Senior Technical Project Lead-6740,瞬联软件科技（北京）有限公司 CIeNET Technologies,2-2.5万,北京·朝阳区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/148327580.html?s=sou_sou_soulb&t=0_0&req=ece72c1411ed1d53e4282837de577c5d,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
前端H5开发工程师（Electron）,北京博视科技有限公司,1.3-1.5万,北京·大兴区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/141506094.html?s=sou_sou_soulb&t=0_0&req=566f42e95716b24f6fa088d32ee2ad41,https://jobs.51job.com/all/coAGFXMFY3AT9SPgVlB2M.html
行政专职司机,北京华远意通热力科技股份有限公司,4-6千,北京·丰台区,3-4年,,民营,1000-5000人,新能源,https://jobs.51job.com/beijing/144399990.html?s=sou_sou_soulb&t=0_0&req=d54ec8ed8d80f9a79ad266134aad5fd6,https://jobs.51job.com/all/coCG0BYwNjAjhSMgVhUzU.html
北京分公司-云平台管理岗,中国银行保险信息技术管理有限公司,1.5-2.5万,北京,5-7年,本科,国企,500-1000人,保险,https://jobs.51job.com/beijing/145924726.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coUTRVMwNnBTwGZAFgVjY.html
平面设计、广告创意总监,北京岱博企业策划有限公司,8千-1.5万,北京·朝阳区,2年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/beijing/56912678.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coCW0CYlU-Bz5RMQNiUj4.html
UI 设计师,北京博视科技有限公司,8千-1.2万,北京·大兴区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/142744068.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coAGFXMFY3AT9SPgVlB2M.html
数据分析专家-LE（北京/上海）,字节跳动,1.5-3万,北京,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/148536010.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
嵌入式硬件工程师 北京,上海大唐移动通信设备有限公司,1.5-2.5万,北京,3-4年,本科,国企,500-1000人,通信/电信/网络设备,https://jobs.51job.com/beijing/145767640.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coBGBRMVYxAT8DbwBlB2U.html
人事助理 - 短期,北京德威英国国际学校,6-8千,北京·顺义区,5-7年,大专,民营,50-150人,教育/培训/院校,https://jobs.51job.com/beijing/148318935.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coVjZcPVUzAT5TPwxtB2c.html
数据合规&网络安全领域律师,北京市环球律师事务所,2.5-3.5万,北京,1年,本科,民营,150-500人,,https://jobs.51job.com/beijing/148555295.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coUTUHYwNnAz8DbgFqAm4.html
高级系统管理员,北京海绵私募基金管理有限公司,8千-1.5万,北京·海淀区,2年,本科,民营,少于50人,金融/投资/证券,https://jobs.51job.com/beijing/148458288.html?s=sou_sou_soulb&t=0_0&req=685feb8d8dc4a69f02670f3b5edff8b6,https://jobs.51job.com/all/coUjNQNlAzBzxUNgJjAm4.html
合同评审文员,北京中物联联合认证中心,4-6千,北京·东城区,2年,大专,民营,150-500人,,https://jobs.51job.com/beijing/136288619.html?s=sou_sou_soulb&t=0_0&req=746540aba823e66d66833ac44f45c9be,https://jobs.51job.com/all/coAGIFZAVlATcHZwJkBmc.html
大客户销售经理(J10107),北京医百科技有限公司,1-1.5万,北京·朝阳区,3-4年,大专,创业公司,150-500人,互联网/电子商务,https://jobs.51job.com/beijing/147546031.html?s=sou_sou_soulb&t=0_0&req=5e1591cc3015bff6cb29ffb638f0cf4f,https://jobs.51job.com/all/coUzFRM1I4ADgEYAxqAmI.html
C1小车司机,北京不负芳华科技有限公司,9千-1.3万,北京·顺义区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/beijing/147066381.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coB2ZQMFAzBT1SMVY8AWM.html
成本会计,北京携成信息咨询有限公司,6千-1万,北京·海淀区,2年,大专,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/141941825.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coVjYFZgdnADdWMlQ0VDQ.html
商务拓展,北京欧洛斯咨询有限公司,7千-1.2万,北京·朝阳区,2年,本科,民营,少于50人,,https://jobs.51job.com/beijing/147543451.html?s=sou_sou_soulb&t=0_0&req=b2f99b536459837a51639090e917878b,https://jobs.51job.com/all/coCGtdPwRjATgDZwFlUTA.html
专业技术岗强度助理,北京中科航天人才服务有限公司,6千-1万,北京·顺义区,无需经验,硕士,国企,10000人以上,专业服务(咨询、人力资源、财会),https://jobs.51job.com/beijing/148565048.html?s=sou_sou_soulb&t=0_0&req=1714ac64219706e3a0038b8c2e785b59,https://jobs.51job.com/all/coA2BQN1M0AzoAYARiAmU.html
体系工程师,北京圣永制药有限公司,6千-1.2万,北京·通州区,3-4年,本科,民营,150-500人,制药/生物工程,https://jobs.51job.com/beijing/148546815.html?s=sou_sou_soulb&t=0_0&req=1714ac64219706e3a0038b8c2e785b59,https://jobs.51job.com/all/coVTAHZ1EzVmhRNFMzAmQ.html
出纳,北京竑芯科技有限公司,6千-1万,北京,无需经验,本科,民营,少于50人,电气/电力/水利,https://jobs.51job.com/beijing/148565256.html?s=sou_sou_soulb&t=0_0&req=2736d723de42992b641bf73588f69d76,https://jobs.51job.com/all/coVjcBbVU0Bj5WOlM0VTc.html
生命科学仪器销售（北京+天津）,北京友华照钦医疗器械有限公司,14-20万/年,北京·大兴区,1年,本科,民营,50-150人,制药/生物工程,https://jobs.51job.com/beijing/145002128.html?s=sou_sou_soulb&t=0_0&req=b77a05c55af1f6cd68cf11f02ae0d965,https://jobs.51job.com/all/coVDVSM188Vm8GawBnVzI.html
货代销售（北京岗位）,上海青旅国际货运有限公司,5千-1万,北京·朝阳区,2年,大专,民营,150-500人,交通/运输/物流,https://jobs.51job.com/beijing/136183374.html?s=sou_sou_soulb&t=0_0&req=4faa46f49441d7b49c0925c0fe0e1b48,https://jobs.51job.com/all/coVDBcPlM0U28ObFExBmc.html
AHKAH珠宝 北京国贸销售顾问,塔思琦（上海）商业有限公司,0.8-1万,北京·朝阳区,2年,高中,外资（非欧美）,150-500人,批发/零售,https://jobs.51job.com/beijing/133200130.html?s=sou_sou_soulb&t=0_0&req=0bddb5cfcbc4ddadf2d62add92ae01f1,https://jobs.51job.com/all/coUzZTNgRuUWYFYQJnVzI.html
人事专员,普盛食品（北京）有限公司,8千-1万·13薪,北京·朝阳区,2年,本科,民营,1000-5000人,批发/零售,https://jobs.51job.com/beijing/148509452.html?s=sou_sou_soulb&t=0_0&req=55fb0504648fc40ce8357c2d04360439,https://jobs.51job.com/all/coVDcCZgRkBj0EZAxpUzM.html
插画师,北京岱博企业策划有限公司,6千-1万,北京·朝阳区,1年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/beijing/45817262.html?s=sou_sou_soulb&t=0_0&req=4748f71e3827255d46731663ae604b0a,https://jobs.51job.com/all/coCW0CYlU-Bz5RMQNiUj4.html
记账会计,北京财恒通财务顾问有限公司,5-8千,北京·丰台区,2年,大专,民营,,会计/审计,https://jobs.51job.com/beijing/131456961.html?s=sou_sou_soulb&t=0_0&req=4748f71e3827255d46731663ae604b0a,https://jobs.51job.com/all/coCGgHZ1E7UmQBZlM4AmI.html
产品专员,梅菲特（北京）涂料有限公司,8千-1万,北京,2年,大专,外资（欧美）,150-500人,石油/化工/矿产/地质,https://jobs.51job.com/beijing/118395826.html?s=sou_sou_soulb&t=0_0&req=1714ac64219706e3a0038b8c2e785b59,https://jobs.51job.com/all/coUjFSMwRjBT1SPgVv.html
活动策划主管,北京携成信息咨询有限公司,0.8-1万,北京·海淀区,1年,大专,民营,少于50人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/135300279.html?s=sou_sou_soulb&t=0_0&req=1714ac64219706e3a0038b8c2e785b59,https://jobs.51job.com/all/coVjYFZgdnADdWMlQ0VDQ.html
