,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
165,后端开发工程师,深圳市纽创信安科技开发有限公司,4500.0,深圳·南山区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/145796113.html?s=sou_sou_soulb&t=0_0&req=0bce60c1fe8e559ec0b8d5bbf9d738ee,https://jobs.51job.com/all/coUjdXNlIwAjQGZAVgUzU.html
166,高级/资深平台开发工程师,字节跳动,12000.0,深圳,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/130486975.html?s=sou_sou_soulb&t=0_0&req=ad968571174ba43f2c6d2b7794dc8792,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
167,Golang 后端开发工程师,深圳叮当科技技术有限公司,16000.0,深圳·福田区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/145788234.html?s=sou_sou_soulb&t=0_0&req=6d8d8798d10a5ece19dd2964c425d146,https://jobs.51job.com/all/coUjIHYwBjUmxWNwRgUj8.html
168,云原生开发测试工程师,杭州旭天云科技有限公司,17500.0,北京,3-4年,本科,民营,500-1000人,,https://jobs.51job.com/beijing/147959358.html?s=sou_sou_soulb&t=0_0&req=0bce60c1fe8e559ec0b8d5bbf9d738ee,https://jobs.51job.com/all/coUjIFZFc8AzsHawRjAWE.html
169,渗透测试工程师,上海络安信息技术有限公司,9000.0,上海·浦东新区,2年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/147731242.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coB2NSMVY0VWxTP1E0.html
170,Memory health(J12910),长江存储科技有限责任公司,8750.0,上海·浦东新区,3-4年,本科,民营,5000-10000人,,http://ideal.51job.com/ymtc/jobdetail.html?jobid=148084604,http://ideal.51job.com/ymtc/
171,SAP Senior SD Consultant ID132063,马勒投资（中国）有限公司,9000.0,上海,5-7年,本科,外资（欧美）,500-1000人,机械/设备/重工,http://mahle.51job.com/jobdetail.html?jobid=145190651,http://mahle.51job.com
172,智能客服工程技术专家,字节跳动,6500.0,北京,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/142854966.html?s=sou_sou_soulb&t=0_0&req=3efc533b3ea7564b9e285a7f2666cec1,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
173,PHP开发工程师（php、go）,广州智尔信息科技有限公司,16000.0,广州·番禺区,3-4年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/147246227.html?s=sou_sou_soulb&t=0_0&req=381a1933faafd23b76cdce00296c9a3b,https://jobs.51job.com/all/coBmIHalYyAzsHalE3VDg.html
174,高级开发工程师（C/C++/python/go）,上海申电云数字科技有限公司,32500.0,上海·普陀区,10年以上,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/147831308.html?s=sou_sou_soulb&t=0_0&req=24ab3f5c62d422f1ca3203761a0afe4e,https://jobs.51job.com/all/coAWAAZ1A0DzhUMAdmVzc.html
175,C++软件开发工程师,上海澎博财经资讯有限公司,11500.0,上海,3-4年,本科,民营,150-500人,金融/投资/证券,https://jobs.51job.com/shanghai/122607348.html?s=sou_sou_soulb&t=0_0&req=ac154bbac93c00bac4126f930a6401ba,https://jobs.51job.com/all/coCGwGZVQ2Aj4AbQNpXTw.html
176,QT软件工程师,广州市唯图新电子科技有限公司,8000.0,广州·黄埔区,1年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/guangzhou/146513041.html?s=sou_sou_soulb&t=0_0&req=ad968571174ba43f2c6d2b7794dc8792,https://jobs.51job.com/all/coVjRXO1c2AjQGZQdmUzA.html
177,运维工程师,深圳格隆汇信息科技有限公司,12500.0,深圳·南山区,1年,本科,民营,150-500人,金融/投资/证券,https://jobs.51job.com/shenzhen/130274383.html?s=sou_sou_soulb&t=0_0&req=ad968571174ba43f2c6d2b7794dc8792,https://jobs.51job.com/all/coUjAHZ1U2VG8BZwNiUT0.html
178,容器/k8s/go(J11290),曙光信息产业股份有限公司,10750.0,北京,5-7年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/147604558.html?s=sou_sou_soulb&t=0_0&req=24ab3f5c62d422f1ca3203761a0afe4e,https://jobs.51job.com/all/coUzcFZQJlAjgGZ1My.html
179,初级Linux GO开发工程师,上海狸安科技有限公司,12500.0,上海·浦东新区,1年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/shanghai/136578543.html?s=sou_sou_soulb&t=0_0&req=381a1933faafd23b76cdce00296c9a3b,https://jobs.51job.com/all/coBGRdPl4-AzxTMAZgBWE.html
180,高级产品经理-飞书应用引擎,字节跳动,3250.0,北京,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/145234970.html?s=sou_sou_soulb&t=0_0&req=d7c57a9cd60326b75adc84f9f3854a74,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
181,Python开发工程师,上海通联金融服务有限公司,9000.0,上海·浦东新区,3-4年,本科,合资,150-500人,金融/投资/证券,https://jobs.51job.com/shanghai/147101155.html?s=sou_sou_soulb&t=0_0&req=5a9f563ca3e7a6e433ca50e9db6f837c,https://jobs.51job.com/all/coAWUGZ1E7BjtSMAdgVzI.html
182,软件开发工程师/架构师（JAVA&Golang）,北京政通仁和建材有限公司,3000.0,大连·高新园区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/140106744.html?s=sou_sou_soulb&t=0_1&req=5a9f563ca3e7a6e433ca50e9db6f837c,https://jobs.51job.com/all/coVTZUMwBmVGsGYAJhUzE.html
183,Golang开发工程师,成都润兴消毒药业有限公司,10500.0,成都·龙泉驿区,1年,本科,民营,50-150人,环保,https://jobs.51job.com/chengdu/140530999.html?s=sou_sou_soulb&t=0_0&req=fdecdf207cf977b251e521ef83b19393,https://jobs.51job.com/all/coBmJTNAVjDzkCZAZj.html
184,JDK 研发工程师,字节跳动,4500.0,上海,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/135031899.html?s=sou_sou_soulb&t=0_0&req=ce19a438fd3f45921b1d893f109f1c13,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
185,KERING EYEWEAR Senior Special Channel Manager,开云瑷维（上海）眼镜贸易有限公司,12000.0,上海·静安区,10年以上,大专,外资（欧美）,500-1000人,,https://jobs.51job.com/shanghai/147957243.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coUjEGYFIzVmlTPwNiUTc.html
186,研发工程师 上海创旗天下科技股份有限公司,上海市宝山区人才服务中心,9500.0,上海·宝山区,无需经验,本科,民营,,计算机软件,https://jobs.51job.com/shanghai/148351873.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coCWgFYgRhDzZTNQNnVjs.html
187,Golang开发工程师,通维数码科技（上海）有限公司,8750.0,上海,3-4年,本科,外资（欧美）,150-500人,计算机软件,https://jobs.51job.com/shanghai/134017735.html?s=sou_sou_soulb&t=0_0&req=ac9f8dac71fe4883fa7ffb9595351124,https://jobs.51job.com/all/coVTJcOAdsU2UGZQxmVDk.html
188,产品经理-飞书应用引擎（北京）,字节跳动,12000.0,北京,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/145235001.html?s=sou_sou_soulb&t=0_0&req=51ded7e3344c7a44884c7161942905e7,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
189,测试开发工程师-国际支付,字节跳动,12000.0,深圳,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/130465521.html?s=sou_sou_soulb&t=0_0&req=44211e37a4f294d748f1c6a92fca11c1,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
190,对象存储研发工程师,字节跳动,5250.0,深圳,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/104767162.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
191,Senior Cloud Operation Engineering-6056,瞬联软件科技（北京）有限公司 CIeNET Technologies,2750.0,北京·朝阳区,5-7年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/beijing/147840812.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coA2RdOFIwDjEEYwBl.html
192,Golang工程师（中级/高级/资深）,薪得付信息技术(上海)有限公司,8600.0,北京,3-4年,本科,外资（欧美）,500-1000人,计算机软件,https://jobs.51job.com/beijing/147108722.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coCGoCZ1E1UmRWNgdnAmM.html
193,方案工程师(非标自动化),奇石乐精密机械设备（上海）有限公司,11500.0,上海·浦东新区,5-7年,本科,外资（欧美）,150-500人,汽车,https://jobs.51job.com/shanghai/146907865.html?s=sou_sou_soulb&t=0_0&req=5a9f563ca3e7a6e433ca50e9db6f837c,https://jobs.51job.com/all/coVTEFZwJiBjwGYg1pB2s.html
194,高级GO开发工程师,燕梭金融信息科技（上海）有限公司,15000.0,上海·浦东新区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/146909610.html?s=sou_sou_soulb&t=0_0&req=381a1933faafd23b76cdce00296c9a3b,https://jobs.51job.com/all/coAWYGZ1A2ATYAZQBk.html
195,算法工程师,深圳织算科技有限公司,12000.0,深圳,2年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/148013445.html?s=sou_sou_soulb&t=0_0&req=0bce60c1fe8e559ec0b8d5bbf9d738ee,https://jobs.51job.com/all/coVjVRMgRlAz0CZAJiVjU.html
196,大数据平台高级工程师 — 平台产品方向,字节跳动,12000.0,北京,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/91585679.html?s=sou_sou_soulb&t=0_0&req=0c5bf2d45caf164e592ed64747b4f089,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
197,系统测试工程师,巴施帝信息科技（上海）有限公司,17500.0,上海,5-7年,本科,外资（欧美）,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/145590086.html?s=sou_sou_soulb&t=0_0&req=9c2b4e0f17c4fb957e7396a02b5db4d0,https://jobs.51job.com/all/coBmIHZQRlUmlVMVE0UD0.html
198,高级大数据测试开发工程师-广告系统,字节跳动,4500.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/141791821.html?s=sou_sou_soulb&t=0_0&req=7bd1867cbea2e780dc6e0240154a0588,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
199,NLP研发专家+W23+020(J13626),上海联影医疗科技股份有限公司,3300.0,上海·浦东新区,3-4年,硕士,民营,5000-10000人,医疗设备/器械,https://jobs.51job.com/shanghai/148315564.html?s=sou_sou_soulb&t=0_0&req=ac154bbac93c00bac4126f930a6401ba,https://jobs.51job.com/all/coB2MFZFM1VGoOaQJkBWg.html
200,品类运营经理（GTM),东方丝路（深圳）科技有限公司,4000.0,深圳,3-4年,本科,民营,500-1000人,互联网/电子商务,https://jobs.51job.com/shenzhen/141871386.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coUTUBbVQ-U2RVNFAxAmM.html
201,数据库工具开发（shell/python/go）,京北方信息技术股份有限公司珠海分公司,8550.0,北京·丰台区,3-4年,本科,民营,少于50人,,https://jobs.51job.com/beijing/147809845.html?s=sou_sou_soulb&t=0_0&req=24ab3f5c62d422f1ca3203761a0afe4e,https://jobs.51job.com/all/coBmVTP184UmkPagNnBmQ.html
202,go业务支撑,广州天纵网络科技有限公司,15000.0,广州·天河区,3-4年,大专,民营,150-500人,计算机软件,https://jobs.51job.com/guangzhou/142264805.html?s=sou_sou_soulb&t=0_0&req=24ab3f5c62d422f1ca3203761a0afe4e,https://jobs.51job.com/all/coCWpUOVc9ATkBbANoVzQ.html
203,软件工程师,深圳市捷先数码科技股份有限公司,10500.0,深圳·南山区,3-4年,本科,已上市,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/145473074.html?s=sou_sou_soulb&t=0_0&req=e5d4bd9f86aa0a9605a3551edadcfdd8,https://jobs.51job.com/all/coVTdQNlY3BTJRPQFjUDE.html
204,golang/java后端工程师,深圳行为先科技有限公司,12000.0,深圳·龙华区,5-7年,本科,民营,500-1000人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/141759788.html?s=sou_sou_soulb&t=0_0&req=ee3a354c33839f9eefa52b87bd8cfca2,https://jobs.51job.com/all/coA2JUM184ADgEZQZtUzQ.html
205,资深嵌入式软件经理,上海视微医疗科技有限公司,3500.0,上海·静安区,10年以上,本科,民营,50-150人,,https://jobs.51job.com/shanghai/147823900.html?s=sou_sou_soulb&t=0_0&req=ce19a438fd3f45921b1d893f109f1c13,https://jobs.51job.com/all/coCGlVNl85VWpSNgNkVjs.html
206,Linux系统工程师,牙木科技股份有限公司,11500.0,上海,5-7年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/137647626.html?s=sou_sou_soulb&t=0_0&req=fdecdf207cf977b251e521ef83b19393,https://jobs.51job.com/all/coUjYHYlc2U2hUNAFqUDI.html
207,国际支付研发工程师,字节跳动,3300.0,深圳,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/139237479.html?s=sou_sou_soulb&t=0_0&req=322bc510ddeb2e49d1531895504a6a7b,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
208,软件工程师（云原生）,字节跳动,4500.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/128661399.html?s=sou_sou_soulb&t=0_0&req=ac9f8dac71fe4883fa7ffb9595351124,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
209,ERP管理员,广州市谊纺纺织品有限公司,5500.0,广州·增城区,2年,大专,民营,50-150人,服装/纺织/皮革,https://jobs.51job.com/guangzhou/146408550.html?s=sou_sou_soulb&t=0_0&req=51ded7e3344c7a44884c7161942905e7,https://jobs.51job.com/all/coCG1dP14-BzgDZ1AwAGU.html
210,Linux运维工程师,华晨宝马汽车有限公司,12500.0,沈阳,5-7年,本科,合资,10000人以上,机械/设备/重工,https://jobs.51job.com/beijing/144384607.html?s=sou_sou_soulb&t=0_1&req=f995c55ed90b559132acd36fe93d12c4,https://jobs.51job.com/all/coUTUCZFU2AzpVM1A2.html
211,研发工程师（网络安全方向）(J11214),曙光信息产业股份有限公司,8750.0,武汉·东西湖区,3-4年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/146549240.html?s=sou_sou_soulb&t=0_1&req=44211e37a4f294d748f1c6a92fca11c1,https://jobs.51job.com/all/coUzcFZQJlAjgGZ1My.html
212,Golang后台开发,盾钰（上海）互联网科技有限公司,19500.0,上海·浦东新区,5-7年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/146216264.html?s=sou_sou_soulb&t=0_0&req=6d8d8798d10a5ece19dd2964c425d146,https://jobs.51job.com/all/coCWoGY1E3AjRSMFE1BWc.html
213,DevOps Engineer,历峰集团Richemont,11250.0,上海·徐汇区,2年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/shanghai/143707312.html?s=sou_sou_soulb&t=0_0&req=d7c57a9cd60326b75adc84f9f3854a74,https://jobs.51job.com/all/coUjZVMlIzVGlSP1E0.html
214,中级系统运维工程师,广州大白互联网科技有限公司,13500.0,广州·海珠区,3-4年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/guangzhou/145878848.html?s=sou_sou_soulb&t=0_0&req=ad968571174ba43f2c6d2b7794dc8792,https://jobs.51job.com/all/coB2IFZlc2BjsCZ1E1BmY.html
215,基础架构（高级）研发工程师 — 多媒体处理,字节跳动,4500.0,上海,5-7年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/120339855.html?s=sou_sou_soulb&t=0_0&req=f029b32ab4d4e6be64a7ed4aaa20f96d,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
216,2023-14127 Application Sales Specialist,布鲁克（北京）科技有限公司,11000.0,上海·闵行区,3-4年,硕士,外资（欧美）,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/147447524.html?s=sou_sou_soulb&t=0_0&req=3efc533b3ea7564b9e285a7f2666cec1,https://jobs.51job.com/all/coBmVSMgVkAjVSMAdjUz8.html
217,Java高级开发工程师,上海新炬网络信息技术股份有限公司,16000.0,广州·天河区,3-4年,大专,已上市,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/145796716.html?s=sou_sou_soulb&t=0_0&req=ac154bbac93c00bac4126f930a6401ba,https://jobs.51job.com/all/coA2QGalY2VmAOaQVvAGY.html
218,软件架构工程师,中车科技创新（北京）有限公司,9000.0,北京·海淀区,3-4年,本科,国企,150-500人,,https://jobs.51job.com/beijing/148078235.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coVTQGZABiDzUAYwdiVTE.html
219,后端开发工程师 - 电商数据产品方向,字节跳动,3750.0,北京,2年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/125050196.html?s=sou_sou_soulb&t=0_0&req=2eec3c2ea7ee45cf1101d86bf6a9f1b4,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
220,程序语言工程师 - 语言团队,字节跳动,4500.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/123237087.html?s=sou_sou_soulb&t=0_0&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
221,边缘推理（高级）研发工程师,字节跳动,3750.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/133393656.html?s=sou_sou_soulb&t=0_0&req=12e5d0fcad04af2a8e9b351099a9a79e,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
222,Golang高级工程师,广东明正项目管理有限公司,11750.0,珠海,3-4年,本科,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shenzhen/147084881.html?s=sou_sou_soulb&t=0_1&req=068c9f08d402193893045b41dcf6071d,https://jobs.51job.com/all/coBWdRMABnVG0FZg1tBWg.html
223,测试开发工程师（云原生）,字节跳动,12000.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/128667591.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
224,中高级Java开发工程师,牙木网络（深圳）有限公司,11750.0,上海,5-7年,本科,民营,,,https://jobs.51job.com/shanghai/140595577.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coA2MHYVEzDjcPbg1tVjs.html
225,实验室编辑,赛默飞世尔科技（中国）有限公司,9250.0,上海·浦东新区,5-7年,本科,外资（欧美）,1000-5000人,医疗设备/器械,https://jobs.51job.com/shanghai/147990763.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coB2NTNARnUm0PbAZkVjM.html
226,（Senior）Brand Executive -快消品,深圳市嘉宏天成贸易发展有限公司,11500.0,深圳·福田区,1年,大专,外资（欧美）,50-150人,贸易/进出口,https://jobs.51job.com/shenzhen/146755665.html?s=sou_sou_soulb&t=0_0&req=ee3a354c33839f9eefa52b87bd8cfca2,https://jobs.51job.com/all/coBGFRMlI5BjxRMgBmBmY.html
227,Linux运维工程师,文思海辉技术有限公司,15500.0,上海·徐汇区,3-4年,本科,外资（欧美）,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/145228359.html?s=sou_sou_soulb&t=0_0&req=ee3a354c33839f9eefa52b87bd8cfca2,https://jobs.51job.com/all/coUjcCYFE2ATsCY1YyVjs.html
228,云原生运维工程师 (MJ000997),嘉联支付有限公司,3250.0,深圳·南山区,5-7年,本科,已上市,500-1000人,金融/投资/证券,https://jobs.51job.com/shenzhen/147064158.html?s=sou_sou_soulb&t=0_0&req=44211e37a4f294d748f1c6a92fca11c1,https://jobs.51job.com/all/coUjFXMQVhU2QFYFY8UTE.html
229,Account Coordinator/大客户协调管理,安永华明会计师事务所（特殊普通合伙）上海分所,16500.0,广州·天河区,3-4年,本科,合资,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/145808856.html?s=sou_sou_soulb&t=0_0&req=0c5bf2d45caf164e592ed64747b4f089,https://jobs.51job.com/all/coAWQBZVcwATsDYFY3UjM.html
230,后端开发C++/GO,成都卓视智通科技有限公司,6600.0,成都·武侯区,1年,本科,民营,50-150人,金融/投资/证券,https://jobs.51job.com/chengdu/134627716.html?s=sou_sou_soulb&t=0_0&req=24ab3f5c62d422f1ca3203761a0afe4e,https://jobs.51job.com/all/coCWlQM1EzUmpUMFcxAGc.html
231,激光设备验收管理,艾西斯腾技术咨询（上海）有限公司,13500.0,上海·徐汇区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/147178672.html?s=sou_sou_soulb&t=0_0&req=ce19a438fd3f45921b1d893f109f1c13,https://jobs.51job.com/all/coUzFSNV49ADwDZlQwBmM.html
232,后端开发工程师（中级）,数码通信息产业（集团）有限公司,9500.0,上海·长宁区,3-4年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shanghai/146833782.html?s=sou_sou_soulb&t=0_0&req=5966e1db6b4ad8635ef1a3db2d312a6f,https://jobs.51job.com/all/coA2QHa189BT8EZQdg.html
233,Key Account Manager,英飞凌科技（中国）有限公司,82500.0,上海·浦东新区,5-7年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/139653659.html?s=sou_sou_soulb&t=0_0&req=7bd1867cbea2e780dc6e0240154a0588,https://jobs.51job.com/all/coB2NSNgBjBzkHY1Qz.html
234,后台研发工程师-国际直播架构,字节跳动,5500.0,北京,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/beijing/140675140.html?s=sou_sou_soulb&t=0_0&req=69cb073d4fbfc0c8d4fdd8bcfdd232e3,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
235,广告业务安全攻防工程师,字节跳动,3750.0,上海,无需经验,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/127965730.html?s=sou_sou_soulb&t=0_0&req=41e1350b29da06a93257762459375938,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
236,Golang后端开发工程师（上海）,浙江新大智慧科技有限公司,15500.0,上海·杨浦区,1年,本科,国企,50-150人,医疗设备/器械,https://jobs.51job.com/shanghai/147691886.html?s=sou_sou_soulb&t=0_0&req=0bce60c1fe8e559ec0b8d5bbf9d738ee,https://jobs.51job.com/all/coVjdcPgdnBDsObVY1BmY.html
237,Oracle cloud 顾问或顾问经理,常州汉器信息技术有限公司,12000.0,上海,3-4年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuxi/120063363.html?s=sou_sou_soulb&t=0_0&req=5a9f563ca3e7a6e433ca50e9db6f837c,https://jobs.51job.com/all/coCGoFY1MzVmhWNlY0UTM.html
238,土建造价工程师,坤鼎（上海）实业发展有限公司,17500.0,上海·闵行区,8-9年,本科,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shanghai/127108666.html?s=sou_sou_soulb&t=0_0&req=322bc510ddeb2e49d1531895504a6a7b,https://jobs.51job.com/all/coCWlTNV88ATsEaQRiXD8.html
239,中国区业务拓展负责人,安集微电子有限公司,4000.0,上海·浦东新区,5-7年,本科,外资（欧美）,150-500人,石油/化工/矿产/地质,https://jobs.51job.com/shanghai/146553546.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coBGRdOlU1Bz4EYVAy.html
240,高级临床药理科学家,诺思格（北京）医药科技股份有限公司,11500.0,上海·长宁区,2年,硕士,合资,1000-5000人,医疗/护理/卫生,https://jobs.51job.com/shanghai/134206535.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coBGBSMVE2Vm0FYFcyUDI.html
241,高级后端工程师,上海之江生物科技股份有限公司,9900.0,上海·闵行区,5-7年,本科,已上市,500-1000人,医疗设备/器械,https://jobs.51job.com/shanghai/136760036.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coAWRSNlU0DjIPblM2XDg.html
242,时空大数据开发工程师,字节跳动,12000.0,上海,3-4年,本科,民营,10000人以上,计算机软件,https://jobs.51job.com/shanghai/134122466.html?s=sou_sou_soulb&t=0_0&req=dc4e5a24bac89f70c789cb71bd12bb0f,https://jobs.51job.com/all/coUzdTMANlATdTNAFgB2U.html
243,工业服务部 车辆零部件产品渗透测试工程师,"莱茵技术监护（深圳）有限公司 TUV Rheinland (Shenzhen) Co., Ltd.",12000.0,深圳,2年,本科,外资（欧美）,500-1000人,,http://tuvrheinland.51job.com/careers.html?jobid=145823085,http://tuvrheinland.51job.com/
244,AMC Quality Engineer 生产质量工程师 (MJ000025),维宁尔（中国）电子有限公司,13500.0,上海·奉贤区,3-4年,本科,外资（欧美）,1000-5000人,,https://jobs.51job.com/shanghai/147841328.html?s=sou_sou_soulb&t=0_0&req=f995c55ed90b559132acd36fe93d12c4,https://jobs.51job.com/all/coVjVXM1Y8BD8EZAZtVTQ.html
245,golang中级工程师,广东明正项目管理有限公司,15000.0,珠海,3-4年,大专,民营,150-500人,建筑/建材/工程,https://jobs.51job.com/shenzhen/147084953.html?s=sou_sou_soulb&t=0_1&req=6d8d8798d10a5ece19dd2964c425d146,https://jobs.51job.com/all/coBWdRMABnVG0FZg1tBWg.html
246,运维工程师,数据堂（北京）科技股份有限公司,12500.0,北京·海淀区,2年,本科,民营,150-500人,,https://jobs.51job.com/beijing/147189476.html?s=sou_sou_soulb&t=0_0&req=dd766ba38f1fae299871b179f2ce3382,https://jobs.51job.com/all/coUjcCZFU_DzJVNwdiAWA.html
247,Golang开发工程师,深圳奇屏科技有限公司,11500.0,深圳·福田区,1年,大专,民营,少于50人,计算机硬件,https://jobs.51job.com/shenzhen/146832691.html?s=sou_sou_soulb&t=0_0&req=fdecdf207cf977b251e521ef83b19393,https://jobs.51job.com/all/coVDQAbVAwBTlUOANoVTY.html
248,Senior Manager Business Development - 342833,英飞凌科技（中国）有限公司,90000.0,上海·浦东新区,8-9年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/138724054.html?s=sou_sou_soulb&t=0_0&req=5966e1db6b4ad8635ef1a3db2d312a6f,https://jobs.51job.com/all/coB2NSNgBjBzkHY1Qz.html
249,Senior Product Manager - ULS,GE医疗集团,11598.0,上海·浦东新区,8-9年,本科,外资（欧美）,5000-10000人,,http://ge.51job.com/sc/jobdetail.html?jobid=140591496,http://ge.51job.com
250,Overseas BD Manager 海外客服,上海隆程国际货物运输代理有限公司,16000.0,上海·黄浦区,5-7年,大专,民营,50-150人,贸易/进出口,https://jobs.51job.com/shanghai/115185454.html?s=sou_sou_soulb&t=0_0&req=69cb073d4fbfc0c8d4fdd8bcfdd232e3,https://jobs.51job.com/all/coBmVQMVE0VW1VMwxoBmI.html
