职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
Python工程师,安耐吉,7-8千,上海·浦东新区,无需经验,本科,民营,150-500人,贸易/进出口,https://jobs.51job.com/shanghai/134724180.html?s=sou_sou_soulb&t=0_0&req=19416dffc2cecc73f539973bd831230e,https://jobs.51job.com/all/coAGBdPgRlBjgFYlEzUTw.html
Python开发工程师,深圳建广数字科技有限公司,1.5-1.7万,深圳,5-7年,大专,民营,,学术/科研,https://jobs.51job.com/shenzhen/146742682.html?s=sou_sou_soulb&t=0_0&req=b61431ec9d94e219d3de208eac3099d4,https://jobs.51job.com/all/coB2cBY1EzAT0DYgxmAmI.html
Python高级开发工程师,上海华屹数码科技有限公司,2-3.5万,上海·徐汇区,3-4年,大专,合资,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/137423975.html?s=sou_sou_soulb&t=0_0&req=b61431ec9d94e219d3de208eac3099d4,https://jobs.51job.com/all/coVDQAYVE7VGhVMgFq.html
Python,深圳市安璐家居有限公司,1.2-1.5万,深圳·龙岗区,2年,大专,民营,50-150人,家具/家电/玩具/礼品,https://jobs.51job.com/shenzhen/143086798.html?s=sou_sou_soulb&t=0_0&req=b61431ec9d94e219d3de208eac3099d4,https://jobs.51job.com/all/coCWlTMQRuAD4FYQ1mUjc.html
功能测试,广州纳诺科技股份有限公司,1-1.5万,广州·白云区,3-4年,大专,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/142161326.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coAmcCb1I2Vm8FYVE0VTU.html
Python自动化测试工程师,北京元生华网软件有限公司,10-18万/年,北京·海淀区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/147948878.html?s=sou_sou_soulb&t=0_0&req=58d99dc172263e2b3084d9d9ff5e9feb,https://jobs.51job.com/all/coCG0BYwBqDzICblczUjc.html
Nand Flash分析工程师,置富科技（深圳）股份有限公司,1.5-2万,深圳·龙岗区,1年,本科,已上市,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/146572283.html?s=sou_sou_soulb&t=0_0&req=b61431ec9d94e219d3de208eac3099d4,https://jobs.51job.com/all/coBGAFaFU0ADwCYlY2AmY.html
软件工程师,深圳市富源盛电子科技有限公司,2.5-4万·13薪,深圳·龙华区,1年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/148378269.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coB2IAYlY9DzBTNwdmB2Y.html
算法工程师,上海感图网络科技有限公司,1.5-3万·13薪,上海,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/146095058.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coCWhUNFIzADsDZAxnXDw.html
量化研究员,上海慧度至明信息科技有限公司,1.5-3万,上海·浦东新区,2年,硕士,民营,少于50人,,https://jobs.51job.com/shanghai/142030348.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coAmFUNV89U2VRM1Y9Uzc.html
嵌入式高级软件工程师(B4670),上海近观科技有限责任公司,2-4万·15薪,上海·宝山区,5-7年,硕士,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/141582816.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coA2JUMgdkBzEHawRiUDc.html
系统技术工程师-遨有信息,上海中科新微信息科技园有限公司,8千-1.3万,上海·长宁区,2年,本科,民营,少于50人,通信/电信运营、增值服务,https://jobs.51job.com/shanghai/144659486.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coAGJXNwdlBz1VMAJn.html
测试工程师,成都玖锦科技有限公司,8千-1万,成都,1年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/chengdu/139899077.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coAGVTNlM3VG5RPQdjBmc.html
Cyber Security,大连思泰克科技有限公司,1.5-1.7万·13薪,广州·天河区,10年以上,大专,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/guangzhou/147590409.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coAmEBZ1AyDzEBZwxoBmo.html
Python开发工程师,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/tianjin/140831592.html?s=sou_sou_soulb&t=0_0&req=36dbf2c57e3f5ba80c1b11ddc8289738,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
00122-BI Specialist - Python,友邦资讯科技（广州）有限公司,10-15万/年,广州,1年,本科,外资（非欧美）,1000-5000人,保险,https://jobs.51job.com/guangzhou/113116495.html?s=sou_sou_soulb&t=0_0&req=74a3a61619b071eb8ee98168d039294d,https://jobs.51job.com/all/coBGddOlE7Azg.html
IT工程师（深圳）,北京埃彼达雅医学诊断技术有限责任公司,2-4万,深圳·南山区,2年,本科,民营,50-150人,制药/生物工程,https://jobs.51job.com/shenzhen/132216323.html?s=sou_sou_soulb&t=0_0&req=767dcc7c5dc7e3e08435dd6f1daa3ee6,https://jobs.51job.com/all/coA2BRNlIwBj8GYVM5Uz4.html
软件工程师,深圳雷曼光电科技股份有限公司,8千-1.2万·13薪,深圳,2年,本科,已上市,1000-5000人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/148052272.html?s=sou_sou_soulb&t=0_0&req=143af99b8764ee90de5ae80026929c84,https://jobs.51job.com/all/coVTFcPlEyDjBSMw1uUj4.html
图像算法工程师,四川中科朗星光电科技有限公司,2-3万,成都·郫都区,3-4年,硕士,民营,,计算机软件,https://jobs.51job.com/chengdu/140636517.html?s=sou_sou_soulb&t=0_0&req=112c4e9d805c40dc2c8416cdcf9f8656,https://jobs.51job.com/all/coUTBUMVQ1Um0DZlE3Bmc.html
Python工程师,万宝盛华企业管理咨询（上海）有限公司杭州分公司,1.5-3万,深圳·光明区,3-4年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shenzhen/146508010.html?s=sou_sou_soulb&t=0_0&req=ba3aff786b79278cdc88982cf8cf55c9,https://jobs.51job.com/all/coCGgCbwBkVWlUNAFkAGM.html
Python开发工程师,恩士迅信息科技（中国）有限责任公司,1.5-3万·13薪,广州,3-4年,本科,合资,10000人以上,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/148131183.html?s=sou_sou_soulb&t=0_0&req=6a39789d05072ea74348fefc74d20739,https://jobs.51job.com/all/coCGgAYl8_BjgDZwVvUzQ.html
Python架构师&Team Leader,临诺企业管理咨询（上海）有限公司,3-4.5万,上海·浦东新区,1年,本科,民营,,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/148052837.html?s=sou_sou_soulb&t=0_0&req=71d70ef085c5cc7317598ce4ea00c582,https://jobs.51job.com/all/coVjdVMlU3VGIAZgFmXDk.html
硬件测试工程师,奉加科技（上海）股份有限公司,9千-1.5万·14薪,上海·浦东新区,2年,大专,合资,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/145505848.html?s=sou_sou_soulb&t=0_0&req=b29d3e2abe95c9614fd6c7f4cfadd6de,https://jobs.51job.com/all/coVTAFZgJnDjkAZQNlBWI.html
Python后端开发工程师,汉堂软件工程（上海）有限公司,1-1.5万·13薪,广州·天河区,1年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/guangzhou/147276427.html?s=sou_sou_soulb&t=0_0&req=3a76dd6dfca04ae78e9324bee8003f8a,https://jobs.51job.com/all/coUzYBYABjUW4DbgxrVjs.html
C++软件工程师,广州碧软信息科技有限公司,1.4-2万,成都·高新区,3-4年,本科,合资,500-1000人,计算机软件,https://jobs.51job.com/chengdu/148310561.html?s=sou_sou_soulb&t=0_0&req=cb76a52a1334d912a6f3a609c53e3d51,https://jobs.51job.com/all/coUzdWNlY8AjoBZA1vUTA.html
Python开发,深圳市长亮科技股份有限公司,1.5-2万·13薪,深圳·福田区,3-4年,大专,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/147583549.html?s=sou_sou_soulb&t=0_0&req=4af593485d10d607367a5b54ff610f0e,https://jobs.51job.com/all/coAWVTPgdkU28BY1A1.html
Python开发工程师,中国科学技术大学上海研究院,1-2万,上海·浦东新区,2年,本科,事业单位,少于50人,学术/科研,https://jobs.51job.com/shanghai/140648986.html?s=sou_sou_soulb&t=0_0&req=9c0f7d37ec6266513c79c6d6f4c7301c,https://jobs.51job.com/all/coUzZTMVE0U2gEZgxmUzc.html
算法工程师,鑫润数字创新（深圳）有限公司,2-4万,深圳·南山区,2年,硕士,外资（非欧美）,少于50人,计算机软件,https://jobs.51job.com/shenzhen/143547299.html?s=sou_sou_soulb&t=0_0&req=976d7f32e1eec4cf415ec12e63a1bbd3,https://jobs.51job.com/all/coAmJcPwBkBjkDZgJgVTc.html
Python开发工程师,上海优宁维生物科技股份有限公司,1.6-2.3万,上海·浦东新区,2年,本科,已上市,500-1000人,学术/科研,https://jobs.51job.com/shanghai/137596482.html?s=sou_sou_soulb&t=0_0&req=795748c38ddbdd18efcf59a6adf05bb3,https://jobs.51job.com/all/coAmVdPgdhBT1TNQRiAWQ.html
数据分析师,成都费森科斯科技有限公司,8千-1万,成都·高新区,无需经验,大专,民营,50-150人,计算机硬件,https://jobs.51job.com/lanzhou/141824726.html?s=sou_sou_soulb&t=0_0&req=5a0a487b05cea7c2aacc1e48eab6b414,https://jobs.51job.com/all/coBmcHYFEyUmQAZVE1UTM.html
数据分析师,上海优宁维生物科技股份有限公司,1-2万·13薪,上海,无需经验,本科,已上市,500-1000人,学术/科研,https://jobs.51job.com/shanghai/140161735.html?s=sou_sou_soulb&t=0_0&req=5dfe4d7da3b91bf8015667e84842b280,https://jobs.51job.com/all/coAmVdPgdhBT1TNQRiAWQ.html
爬虫工程师,杰驰（广州）电子有限公司,1.5-3万,深圳·福田区,3-4年,大专,民营,50-150人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/143269710.html?s=sou_sou_soulb&t=0_0&req=14e8aba8dea6ea8fa10c091a7206043f,https://jobs.51job.com/all/coUTFSNVI2DzcFYwJnBmc.html
大数据开发工程师,中国互联网络信息中心（CNNIC）,1-2万,北京,无需经验,硕士,事业单位,150-500人,通信/电信运营、增值服务,https://jobs.51job.com/beijing/127936908.html?s=sou_sou_soulb&t=0_0&req=b29d3e2abe95c9614fd6c7f4cfadd6de,https://jobs.51job.com/all/coUTVQM1AwBjA.html
Python 后端开发工程师,上海远宽能源科技有限公司,1.2-2.4万,上海·杨浦区,3-4年,本科,民营,少于50人,新能源,https://jobs.51job.com/shanghai/141413254.html?s=sou_sou_soulb&t=0_0&req=c054b467203e31fee361482b128649fe,https://jobs.51job.com/all/coB2NRM1QyU2sBYgxmBWQ.html
系统运维工程师/Application Technical Support,友邦资讯科技（广州）有限公司成都分公司,1.1-2万·13薪,成都·武侯区,5-7年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/chengdu/147368056.html?s=sou_sou_soulb&t=0_0&req=6c460dec165777c222b68db916173219,https://jobs.51job.com/all/coCGkHZwVnVGgGYlQyVDM.html
软件测试工程师,深圳市睿服科技有限公司,1-1.5万,深圳·南山区,3-4年,大专,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/136358482.html?s=sou_sou_soulb&t=0_0&req=6c460dec165777c222b68db916173219,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html
Data Engineer (A2),高知特信息技术（上海）有限公司 Cognizant Technology Solutions,2.1-2.3万·13薪,北京·朝阳区,3-4年,本科,外资（欧美）,1000-5000人,计算机软件,https://jobs.51job.com/beijing/147733354.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coUzBcPQBiBz0EYAFi.html
软件开发工程师,四川多联实业有限公司,1.2-1.5万,成都,3-4年,本科,民营,500-1000人,建筑/建材/工程,https://jobs.51job.com/chengdu/148091169.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coBGEFZwNiATxUNwBrUTU.html
软件工程师-应用开发,上海曼恒数字技术股份有限公司,1.5-3万,上海,2年,本科,民营,150-500人,计算机硬件,https://jobs.51job.com/shanghai/137322429.html?s=sou_sou_soulb&t=0_0&req=4d9ba25311a339757e3563818ac04cde,https://jobs.51job.com/all/coAGRRMABnBz4Ha1Q_.html
高级算法工程师(F1708),上海近观科技有限责任公司,2-4万·15薪,上海·宝山区,3-4年,硕士,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/141583081.html?s=sou_sou_soulb&t=0_0&req=c2ef39d96281466c5059f5e7b1dcc51a,https://jobs.51job.com/all/coA2JUMgdkBzEHawRiUDc.html
大数据开发工程师,丰盛信息科技（上海）有限公司,2-3万,上海·浦东新区,5-7年,本科,外资（非欧美）,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/143369132.html?s=sou_sou_soulb&t=0_0&req=c2ef39d96281466c5059f5e7b1dcc51a,https://jobs.51job.com/all/coBWEFZ1A0VW5WN1YwAm4.html
Python,集友科技创新（深圳）有限公司,1.3-2.5万,深圳·福田区,3-4年,本科,外资（非欧美）,50-150人,银行,https://jobs.51job.com/shenzhen/148099457.html?s=sou_sou_soulb&t=0_0&req=6a39789d05072ea74348fefc74d20739,https://jobs.51job.com/all/coUTEAY1EyDzlSNAJnB2A.html
Python 工程师,印孚瑟斯技术（中国）有限公司,1.5-3万,广州·天河区,5-7年,大专,外资（非欧美）,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/147345189.html?s=sou_sou_soulb&t=0_0&req=19416dffc2cecc73f539973bd831230e,https://jobs.51job.com/all/coAGRVM1A1Bj1UMwVhBmA.html
运维工程师,《中国基金报》社有限公司,1.5-1.8万,深圳·福田区,2年,本科,国企,50-150人,影视/媒体/艺术/文化传播,https://jobs.51job.com/shenzhen/144194777.html?s=sou_sou_soulb&t=0_0&req=5a86d7b75a08b6c9a0bcb31d4eaf2059,https://jobs.51job.com/all/coVTRXNlY1Az1SMgBjVjI.html
测试开发-接受Python转测试开发-易方达基金,深圳市睿服科技有限公司,1-1.5万,广州,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/guangzhou/147889882.html?s=sou_sou_soulb&t=0_0&req=6ff6129ccbd00641f379a67d6ff3aa0f,https://jobs.51job.com/all/coVjVdOwVmDzECYQJkXD4.html
Python后台开发工程师,昌泰云技术服务（深圳）有限公司,9千-1.2万,深圳·南山区,2年,大专,民营,50-150人,电气/电力/水利,https://jobs.51job.com/shenzhen/146929824.html?s=sou_sou_soulb&t=0_0&req=66c556dbbec8464e7b76bd2b358239a2,https://jobs.51job.com/all/coB2QBbARjBDgDbwJiAGY.html
嵌入式软件工程师（系统及驱动方向） (MJ000303),深圳光峰科技股份有限公司,2-3万·14薪,深圳·南山区,3-4年,本科,已上市,1000-5000人,计算机硬件,https://jobs.51job.com/shenzhen/143241625.html?s=sou_sou_soulb&t=0_0&req=143af99b8764ee90de5ae80026929c84,https://jobs.51job.com/all/coBGAFZV8-Az1WNgRiBmA.html
应用软件设计师(人工智能方向),广州海格通信集团股份有限公司,1.3-2.5万,广州,2年,硕士,国企,5000-10000人,通信/电信/网络设备,https://jobs.51job.com/guangzhou/137706074.html?s=sou_sou_soulb&t=0_0&req=143af99b8764ee90de5ae80026929c84,https://jobs.51job.com/all/coBGFRPFQxBz1SPlA2BWI.html
中高级Python开发工程师（NLP团队）,小i机器人,1.5-2.5万,上海,2年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/shanghai/139877658.html?s=sou_sou_soulb&t=0_0&req=610aa93f711d6a9b8b3317f219ccd622,https://jobs.51job.com/all/coBWEHZlA2DjkAbVY8VDQ.html
Python开发工程师,友邦资讯科技（广州）有限公司成都分公司,9千-1.4万·13薪,成都,2年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/chengdu/143188266.html?s=sou_sou_soulb&t=0_0&req=610aa93f711d6a9b8b3317f219ccd622,https://jobs.51job.com/all/coCGkHZwVnVGgGYlQyVDM.html
软件测试工程师,纮华电子科技（上海）有限公司,8千-1.2万·13薪,上海·嘉定区,无需经验,大专,外资（非欧美）,500-1000人,,https://jobs.51job.com/shanghai/123045523.html?s=sou_sou_soulb&t=0_0&req=c2ef39d96281466c5059f5e7b1dcc51a,https://jobs.51job.com/all/coUjZdOVMyBzkBY1Q1AW0.html
测试工程师,上海复深蓝软件股份有限公司,1-1.1万,上海·嘉定区,5-7年,大专,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/146593555.html?s=sou_sou_soulb&t=0_0&req=882f7bc2c7c5ebc957cacc9db816ae69,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
Python开发工程师（上海）,上海华讯网络系统有限公司,1.2-2.2万,上海·浦东新区,2年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/133833233.html?s=sou_sou_soulb&t=0_0&req=e0b32bdad3dfed9b6931570f5e063f1b,https://jobs.51job.com/all/coUjVcOV40AjtRMlY8.html
自动化测试,HCL Technologies (Shanghai) Limited,1.5-2.5万,广州·天河区,5-7年,大专,外资（非欧美）,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/guangzhou/144110696.html?s=sou_sou_soulb&t=0_0&req=b61431ec9d94e219d3de208eac3099d4,https://jobs.51job.com/all/coA2cFYFMzAzoEYFQ1Vjs.html
Python 开发工程师,北京易捷保网络技术有限公司,1.5-3万·13薪,成都·双流区,1年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/147446566.html?s=sou_sou_soulb&t=0_0&req=dfa9fbbb2d042b7e61842c7a6d65387d,https://jobs.51job.com/all/coAWBdPVM5UWsPalE0XD4.html
架构师,博彦科技广州有限公司,1.5-3万,上海,8-9年,本科,民营,,计算机软件,https://jobs.51job.com/shanghai/147822512.html?s=sou_sou_soulb&t=0_0&req=78ece61532628a8b491e3bdd64006b02,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
软件测试工程师,上海鸣啸信息科技股份有限公司,1-1.5万,上海,3-4年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/125085108.html?s=sou_sou_soulb&t=0_0&req=a35418114ac3e776ae2b6c1589d650d3,https://jobs.51job.com/all/coBGZTM1Q3VWMGZ1EzAmI.html
硬件测试工程师,奉加科技（上海）股份有限公司,9千-1.5万·14薪,上海·浦东新区,2年,大专,合资,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/145505848.html?s=sou_sou_soulb&t=0_0&req=14dea1aad3ea199c46bcf323a170d681,https://jobs.51job.com/all/coVTAFZgJnDjkAZQNlBWI.html
IT工程师（深圳）,北京埃彼达雅医学诊断技术有限责任公司,2-4万,深圳·南山区,3-4年,本科,民营,50-150人,制药/生物工程,https://jobs.51job.com/shenzhen/124021141.html?s=sou_sou_soulb&t=0_0&req=143af99b8764ee90de5ae80026929c84,https://jobs.51job.com/all/coA2BRNlIwBj8GYVM5Uz4.html
Python开发工程师,北京优解未来科技有限公司,2-4万·13薪,北京·通州区,5-7年,本科,民营,少于50人,,https://jobs.51job.com/beijing/147117879.html?s=sou_sou_soulb&t=0_0&req=610aa93f711d6a9b8b3317f219ccd622,https://jobs.51job.com/all/coAmNSNVIyBDkDZFc8Amc.html
python-线上面试,上海复深蓝软件股份有限公司,1.5-2万,上海,3-4年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/142941221.html?s=sou_sou_soulb&t=0_0&req=610aa93f711d6a9b8b3317f219ccd622,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
C++接口自动化测试,上海锐赢信息技术有限公司,1.2-1.6万·13薪,上海·浦东新区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148061104.html?s=sou_sou_soulb&t=0_0&req=112c4e9d805c40dc2c8416cdcf9f8656,https://jobs.51job.com/all/coUTRcOgNmAz0DYQNlUDw.html
机器学习工程师,友邦资讯科技（广州）有限公司成都分公司,3-3.5万,成都,8-9年,硕士,民营,500-1000人,计算机软件,https://jobs.51job.com/chengdu/144701332.html?s=sou_sou_soulb&t=0_0&req=112c4e9d805c40dc2c8416cdcf9f8656,https://jobs.51job.com/all/coCGkHZwVnVGgGYlQyVDM.html
软件工程师,冠通期货股份有限公司,1-1.6万·13薪,北京,1年,本科,民营,150-500人,金融/投资/证券,https://jobs.51job.com/beijing/141896728.html?s=sou_sou_soulb&t=0_0&req=112c4e9d805c40dc2c8416cdcf9f8656,https://jobs.51job.com/all/coVDBTP1A1U2xWN1Q1AWc.html
生物信息工程师,江苏三黍生物科技有限公司,8千-1.6万,上海·杨浦区,2年,本科,民营,150-500人,制药/生物工程,https://jobs.51job.com/shanghai/144265509.html?s=sou_sou_soulb&t=0_0&req=112c4e9d805c40dc2c8416cdcf9f8656,https://jobs.51job.com/all/coUjMAYVY1BzoPaQBjBWA.html
Python开发工程师,宁波思艾特软件有限公司,1-1.5万·13薪,成都·武侯区,3-4年,大专,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/chengdu/137102692.html?s=sou_sou_soulb&t=0_0&req=795748c38ddbdd18efcf59a6adf05bb3,https://jobs.51job.com/all/coUTRWO18-BDsDYFY2VTI.html
数据分析实习生,琻捷电子科技有限公司,3-5千,上海·浦东新区,无需经验,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/147282878.html?s=sou_sou_soulb&t=0_0&req=5a0a487b05cea7c2aacc1e48eab6b414,https://jobs.51job.com/all/coAWNRNgBkVmkOa1Y2Am8.html
Python工程师,北京智通云联科技有限公司,1.5-2万,北京,2年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/beijing/143381313.html?s=sou_sou_soulb&t=0_0&req=ab52cae8b3390a7f604a586df94bb21f,https://jobs.51job.com/all/coVDddOVczVmwPaA1vAWU.html
Technical artist intern,维塔士电脑软件（成都）有限公司,4-5千,成都·锦江区,无需经验,大专,外资（欧美）,1000-5000人,计算机软件,https://jobs.51job.com/chengdu/140240869.html?s=sou_sou_soulb&t=0_0&req=5dfe4d7da3b91bf8015667e84842b280,https://jobs.51job.com/all/coA2dWM1M5VG4HYFY8BWA.html
现场技术工程师 (MJ000909),酷哇科技有限公司,1-1.3万·13薪,上海·嘉定区,2年,本科,民营,1000-5000人,计算机硬件,https://jobs.51job.com/shanghai/147393995.html?s=sou_sou_soulb&t=0_0&req=14e8aba8dea6ea8fa10c091a7206043f,https://jobs.51job.com/all/coBWACYV46Bz4FYwViVDU.html
Python开发工程师,上海浩也光电科技有限公司,1.5-2.5万,上海·松江区,3-4年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/134042118.html?s=sou_sou_soulb&t=0_0&req=ba3aff786b79278cdc88982cf8cf55c9,https://jobs.51job.com/all/coBWFWMVY3VmpRNw1nBmo.html
技术支持工程师（Python开发）,北京智库泉数据处理有限责任公司,1-1.2万,北京·海淀区,1年,本科,国企,50-150人,,https://jobs.51job.com/beijing/147789869.html?s=sou_sou_soulb&t=0_0&req=06dcd05d2fdb720c878d288b9654966f,https://jobs.51job.com/all/coAWUBYV88VWxSPgViVjc.html
Python开发工程师,上海海万信息科技股份有限公司,1.5-2.2万,上海·浦东新区,3-4年,本科,民营,1000-5000人,金融/投资/证券,https://jobs.51job.com/shanghai/145898591.html?s=sou_sou_soulb&t=0_0&req=3a76dd6dfca04ae78e9324bee8003f8a,https://jobs.51job.com/all/coCGwGYAJhU20ObQJoVzA.html
爬虫工程师,上海数智博医疗器械科技有限公司,1.1-2万,上海·普陀区,2年,大专,国企,少于50人,医疗设备/器械,https://jobs.51job.com/shanghai/142139509.html?s=sou_sou_soulb&t=0_0&req=849fb769bc2de1d409db1b3cf7800573,https://jobs.51job.com/all/coVTVUOAVuVWhTMARvUj8.html
Python后端工程师,上海佰诗得能源科技有限公司,8千-1.6万,广州·天河区,2年,大专,民营,少于50人,新能源,https://jobs.51job.com/guangzhou/147950057.html?s=sou_sou_soulb&t=0_0&req=71d70ef085c5cc7317598ce4ea00c582,https://jobs.51job.com/all/coB2RQNgRuBD1UOFc0XTA.html
软件工程师/ Software Engineer,应用材料投资（中国）有限公司,1.5-2.5万,上海·浦东新区,3-4年,本科,外资（欧美）,1000-5000人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/140982217.html?s=sou_sou_soulb&t=0_0&req=ee0c7d5fb68c47777bc4a7427c43ad86,https://jobs.51job.com/all/coAmUHYwVvBzkBbQFh.html
Python高级开发工程师,连医科技（无锡）有限公司,2-4万,北京·丰台区,3-4年,本科,民营,少于50人,,https://jobs.51job.com/beijing/143080344.html?s=sou_sou_soulb&t=0_0&req=ba3aff786b79278cdc88982cf8cf55c9,https://jobs.51job.com/all/coAWACZQBhVWIEYQZtVjY.html
数据采集工程师,深圳中泓在线股份有限公司,1.8-2.5万·14薪,深圳·南山区,1年,本科,已上市,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/146918655.html?s=sou_sou_soulb&t=0_0&req=ba11b497840ab94c0f6de7f53fc8f11f,https://jobs.51job.com/all/coA2dRMFE1U2RVNVA6UTM.html
IT开发,广东红海物业管理有限公司东莞松山湖分公司,1.5-3万·13薪,东莞,5-7年,大专,民营,50-150人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shenzhen/148008910.html?s=sou_sou_soulb&t=0_1&req=cfad24585ec8abaf039a7f054ca0f0e1,https://jobs.51job.com/all/coA2NTMQBiBjEOaQVjXDo.html
Python爬虫工程师,深圳用图科技有限公司,1.5-2.5万,深圳·南山区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/146932143.html?s=sou_sou_soulb&t=0_0&req=74a3a61619b071eb8ee98168d039294d,https://jobs.51job.com/all/coCWgHYANoBjoOagZsAGE.html
传感器集成工程师,Tesla特斯拉汽车,3-4万,上海·浦东新区,3-4年,本科,外资（欧美）,10000人以上,汽车,https://jobs.51job.com/shanghai/148369203.html?s=sou_sou_soulb&t=0_0&req=b29d3e2abe95c9614fd6c7f4cfadd6de,https://jobs.51job.com/all/coUjcCZ1AzBjlVMFA2AGM.html
后端开发工程师（Java/Python） (MJ000360),中国电子科技网络信息安全有限公司,1.2-2.4万,北京,无需经验,本科,国企,5000-10000人,互联网/电子商务,https://jobs.51job.com/chengdu/146318932.html?s=sou_sou_soulb&t=0_0&req=58d99dc172263e2b3084d9d9ff5e9feb,https://jobs.51job.com/all/coBmMHZFMzBz0CYlQxUjA.html
软件测试工程师,深圳康普盾科技股份有限公司,1-1.8万,深圳·龙华区,1年,大专,已上市,150-500人,机械/设备/重工,https://jobs.51job.com/shenzhen/148310055.html?s=sou_sou_soulb&t=0_0&req=cb76a52a1334d912a6f3a609c53e3d51,https://jobs.51job.com/all/coBWAGYQBiVW8AZgRgUDU.html
数据分析文员（五险一金+双休）,深圳市云乔诚科技有限公司,1.1-1.5万·13薪,广州·海珠区,1年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/140309429.html?s=sou_sou_soulb&t=0_0&req=c2e73e74164246c0905288b327861e7d,https://jobs.51job.com/all/coVjcAZVcyUWlWMgxsUDc.html
