职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
Java开发工程师,内蒙古钛驰新迪商务有限公司,8千-1.5万·13薪,北京·朝阳区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/xiongan-xaxq/141354391.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coVDVXMFIxVmAOaQZlBWU.html
Java开发,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/hengshui/141154216.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
Java开发工程师,归一互生集团有限公司,1.5-3万,深圳·福田区,3-4年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/134901080.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coA2NUNwdnATwFZlE6UTU.html
JAVA软件工程师,苏州维莱科软件有限公司,1.5-2.5万,上海·嘉定区,5-7年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/129565312.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coAGUHY1QzATsOYlAzBmM.html
java开发实习生,成都臻琰科技有限公司,3.5-5千·13薪,成都·高新区,无需经验,大专,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/chengdu/147667842.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coVjYFYFUxBTtSMVc3B2I.html
Java开发工程师,深圳华腾生物医疗电子有限公司,1-2万,深圳·龙岗区,3-4年,大专,民营,50-150人,,https://jobs.51job.com/shenzhen/148477363.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coVDEGYwNnBTxTMlE1UDI.html
Java后端,德科信息有限公司,2-2.5万,深圳·南山区,3-4年,大专,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/138697704.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coVDFdOFMzDjIDYANgAm8.html
Java开发,上海舟恩信息技术有限公司,1.4-1.6万,上海·浦东新区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148578087.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coAmcHZ1MwBTtSNlY1VDA.html
Java开发工程师,四川金顶（集团）股份有限公司,1.2-1.7万,成都·高新区,3-4年,本科,已上市,150-500人,采掘业/冶炼,https://jobs.51job.com/chengdu/148575705.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coCWlWMgNhAzRSNAJnVzM.html
JAVA双休/965,上海复深蓝软件股份有限公司,1.1-1.8万·13薪,上海·浦东新区,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/145217516.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
JAVA软件工程师（五险一金+双休）,广州高勤计算机科技有限公司,4-8千,广州·天河区,1年,大专,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/146166502.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coAGVdOABmDzEOaQRi.html
Java高级开发工程师,上海柏科管理咨询股份有限公司,1.6-2.2万,上海·虹口区,5-7年,本科,民营,50-150人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/shanghai/138571975.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coAWQCblc2AD8AYVc0AmY.html
高级Java工程师(J10381),深圳昂楷科技有限公司,2-2.5万·14薪,深圳,5-7年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/127707289.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coUzZTNQNkDzQFZlcxUzQ.html
Java开发工程师,内蒙古钛驰新迪商务有限公司,8千-1.5万·13薪,北京·朝阳区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/shijiazhuang/141354392.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coVDVXMFIxVmAOaQZlBWU.html
Java开发工程师,北京网安通达科技有限公司,8千-1.5万·13薪,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/hengshui/146260516.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
Java开发工程师,上海高凯信息科技有限公司,1.5-2.2万·13薪,上海·杨浦区,3-4年,本科,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/shanghai/105851089.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coAmYFY1Y8UmkCb1AzUTc.html
中高级Java开发工程师,上海英方软件股份有限公司,2.2-4.4万·14薪,北京·朝阳区,5-7年,本科,已上市,150-500人,计算机软件,https://jobs.51job.com/shanghai/145848817.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coBmRSMVAwBT0DYQRuVzo.html
.net及java客户化开发工程师,广州市辉海计算机科技有限公司,4-7千,广州·天河区,1年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/127014038.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coB2MGYwVjADsPaQBiXTA.html
Java技术经理/专家/架构师,上海本翼资产管理有限公司,2-2.5万,上海·浦东新区,5-7年,本科,民营,少于50人,,https://jobs.51job.com/shanghai/147665551.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coAGNUMgdiVGIAZQdgBWM.html
JAVA开发技术员-宁德,宁德时代新能源科技股份有限公司,8千-1万,宁德,1年,本科,民营,10000人以上,汽车,https://jobs.51job.com/shenzhen/146039171.html?s=sou_sou_soulb&t=0_1&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coVjNRPAdnVmkGZVMyAGA.html
Java开发工程师,北京金之盾信息技术有限公司,1.2-1.8万·13薪,北京·海淀区,3-4年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/148527847.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coVjNSN1UwUm4BbVA7XDo.html
Java高级开发工程师,中通服软件科技有限公司,1.5-2.5万·14薪,上海·浦东新区,3-4年,本科,国企,500-1000人,通信/电信/网络设备,https://jobs.51job.com/shanghai/148529658.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coUTIFZlA1AD5UM1cyAmU.html
Java微服务开发工程师,上海长庚信息技术股份有限公司,1.8-2.5万,上海,3-4年,本科,民营,少于50人,电气/电力/水利,https://jobs.51job.com/shanghai/107237577.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coAmYCZl44DjcEZAFnUTU.html
JAVA（统招学信本）,上海复深蓝软件股份有限公司,1.5-2.5万,上海·浦东新区,5-7年,本科,已上市,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/144044030.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coA2RXMwBhBzsGYFMz.html
高级Java开发工程师,广东华际友天信息科技有限公司,1.3-1.8万,深圳·罗湖区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/144392796.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coBWEFYVIzUm0FYVY3.html
Java,上海春笛信息科技有限公司,1.3-2.5万,上海·浦东新区,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/142063300.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coVTdVMFEzUm5UMVE7VDI.html
Java开发工程师,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/taiyuan/141055825.html?s=sou_sou_soulb&t=0_0&req=e3661c72cea4d4a6812fd198f643386e,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
Java开发工程师,北京网安通达科技有限公司,8千-1.5万·13薪,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/handan/146260506.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
Java,博彦科技广州有限公司,6-9.8千,广州,3-4年,本科,民营,,计算机软件,https://jobs.51job.com/guangzhou/148569888.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
初中高java开发-微服务,中软国际科技服务有限公司,1.6-2.7万,上海,3-4年,本科,合资,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/141319230.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coA2cCY1cxBj1UNlAyB2Y.html
应用开发经理（Java应用）,中银信息技术服务（深圳）有限公司,1.5-3万,深圳·罗湖区,5-7年,本科,外资（非欧美）,150-500人,银行,https://jobs.51job.com/shenzhen/146313705.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coCGwHalIzBzlSN1Y9.html
Java开发工程师（成都）,北京铁道工程机电技术研究所股份有限公司,6千-1万·13薪,成都·金牛区,2年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/chengdu/147694002.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coAmZUNgBjVWhTN1c9B2s.html
Java,光谷动力（北京）科技有限公司,8千-1.5万,北京,无需经验,大专,民营,,计算机软件,https://jobs.51job.com/beijing/148553958.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coAWBTP1Q3DzkGY1EwUTI.html
Java开发组长,广州皓云原智信息科技有限公司,1.3-2万·13薪,广州·天河区,5-7年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/146375436.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coCWwHYlYwATgHYQRvBWU.html
高级Java工程师,金恪投资控股股份有限公司,1.5-2.5万,上海·浦东新区,5-7年,大专,合资,1000-5000人,,https://jobs.51job.com/shanghai/148538529.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coVDBRPFU2UmUAYgBgXDw.html
高级Java开发工程师,佰聆数据服务（广州）有限公司,1.6-2.2万,广州·黄埔区,5-7年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/148565625.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coCWgGalEyVmBWMQJkBWE.html
Java全栈工程师,深圳耀东安全科技有限公司,1-1.5万,深圳·龙华区,2年,本科,民营,少于50人,,https://jobs.51job.com/shenzhen/147086418.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coUjJVNQNlBDIPbgNgXTA.html
java软件开发工程师（架构）(J31353),美年大健康产业控股股份有限公司,2.2-2.3万·13薪,上海·静安区,5-7年,本科,已上市,10000人以上,医疗设备/器械,https://jobs.51job.com/shanghai/148573088.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coVDYBZFU0VWgObwJkAGI.html
Java高级开发工程师,广州医博信息技术有限公司,1-2万,广州·越秀区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/129967454.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coA2cCYl88U29UNQJoVDU.html
Java开发工程师,深圳市紫川软件有限公司,1.7-2.2万,上海·浦东新区,5-7年,本科,民营,500-1000人,,https://jobs.51job.com/shanghai/144809923.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
Java运维工程师,广东粤安科技股份有限公司,8千-1万,广州·天河区,2年,本科,民营,50-150人,多元化业务集团公司,https://jobs.51job.com/guangzhou/148534887.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coAGJQPVc3UmoFZARuUjM.html
Java初中开发工程师,上海织田信息技术有限公司,7千-1.4万,上海·浦东新区,1年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shanghai/143758450.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coVjUFYwdmBTwAZgZjXT0.html
Java高级开发工程师,深圳市保利物业管理集团有限公司,2-2.5万·13薪,深圳·南山区,5-7年,本科,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/shenzhen/130080273.html?s=sou_sou_soulb&t=1_0&req=ca28a45e7acaaf9c55af7f8507ea5b39,https://jobs.51job.com/all/coA2cFZVE3BzECYANlXTA.html
Java开发工程师,博彦科技广州有限公司,1.5-1.8万,北京,3-4年,本科,民营,,计算机软件,https://jobs.51job.com/beijing/148544842.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coVDRdPwNjBDoPawJpUDA.html
Java高级开发工程师(研发中心),广州博纳信息技术有限公司,15-20万/年,广州,3-4年,本科,民营,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/138944613.html?s=sou_sou_soulb&t=0_0&req=e3661c72cea4d4a6812fd198f643386e,https://jobs.51job.com/all/coVTFUMlY1BD0GZQxqXTs.html
Java高级工程师,广东杰富亿自动化有限公司,1.3-1.8万,东莞·石碣镇,8-9年,本科,民营,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/148545011.html?s=sou_sou_soulb&t=0_1&req=36e06f5519adf799b16e4adcf208463e,https://jobs.51job.com/all/coBWRXMQJmBzhSNVQ2VzE.html
Java高级开发工程师,北京云锁人工智能科技股份有限公司,2.5-3.5万,北京·海淀区,3-4年,本科,民营,少于50人,计算机硬件,https://jobs.51job.com/beijing/145760381.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coBGVWN1QwBT1SMQNoUDA.html
Java开发工程师,德特赛维技术有限公司,1.1-1.8万,深圳·南山区,3-4年,本科,合资,50-150人,计算机软件,https://jobs.51job.com/shenzhen/144066832.html?s=sou_sou_soulb&t=0_0&req=6973f5b0d39797de82fda2a22ad639c6,https://jobs.51job.com/all/coBWdWNVUyATpRPFA0UzI.html
Java开发工程师,深圳市云迅通科技股份有限公司,5千-1万,深圳,1年,大专,已上市,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/146848004.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coUzdQMlQzBThRNFcxBWU.html
Java开发工程师,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/zhangjiakou/140740834.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
Java服务器主程,娉娉科技（广州）有限公司,1.8-2.6万,广州·黄埔区,5-7年,大专,民营,少于50人,,https://jobs.51job.com/guangzhou/140020707.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coVTACYFcxUWYBbVAwXD4.html
Java开发工程师,内蒙古钛驰新迪商务有限公司,8千-1.5万·13薪,北京·朝阳区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/141354384.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coVDVXMFIxVmAOaQZlBWU.html
软件工程师（Java方向）(J10049),南方电网数字平台科技（广东）有限公司,1.5-2万,广州·黄埔区,3-4年,本科,国企,1000-5000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/147962683.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coUzYFY1cwADcDYlMw.html
Java中级开发工程师01,德科信息有限公司,1.5-2.5万,深圳·南山区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/138323139.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coVDFdOFMzDjIDYANgAm8.html
JAVA软件工程师,苏州维莱科软件有限公司,2-2.5万,上海·杨浦区,5-7年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/106067553.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coAGUHY1QzATsOYlAzBmM.html
Java开发助理,成都匠翎信息技术有限公司,3.5-5.5千·13薪,成都·高新区,无需经验,大专,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/147688005.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coB2RcMVQ_U2xWNAdsAGA.html
java技术经理,娉娉科技（广州）有限公司,1.5-3万,广州·黄埔区,5-7年,大专,民营,少于50人,,https://jobs.51job.com/guangzhou/140020242.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coVTACYFcxUWYBbVAwXD4.html
Java开发工程师,蓝鸟科技,1-1.4万,白银,3-4年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/148536774.html?s=sou_sou_soulb&t=0_1&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coUjZXM1E6VGkDY1Q3AG0.html
Java高级开发工程师,上铁互联信息技术江苏有限公司,1.2-2.4万·13薪,上海·静安区,1年,本科,国企,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/138060349.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coBWECbwRuDzBVNQxqAWI.html
Java开发(储备干部),成都匠翎信息技术有限公司,3.5-5千·13薪,成都·高新区,无需经验,大专,民营,150-500人,计算机软件,https://jobs.51job.com/chengdu/147688960.html?s=sou_sou_soulb&t=0_0&req=f932383d807ffb2af6422189cff585c1,https://jobs.51job.com/all/coB2RcMVQ_U2xWNAdsAGA.html
Java开发工程师（TJ0002）,万得信息技术股份有限公司（Wind资讯）,1.5-3万,上海,5-7年,本科,民营,1000-5000人,金融/投资/证券,https://jobs.51job.com/shanghai/131738285.html?s=sou_sou_soulb&t=0_0&req=86c9fb00ecdaf6e9706713645c11eeac,https://jobs.51job.com/all/coA2dTMVQ_VG8CZAJj.html
java 高级开发工程师,广东九通智能装备有限公司,1.5-2万,广州·黄埔区,3-4年,大专,民营,50-150人,机械/设备/重工,https://jobs.51job.com/guangzhou/137239473.html?s=sou_sou_soulb&t=0_0&req=4a4ad8d7551264897cfd692f19ee642e,https://jobs.51job.com/all/coB2RdOQNgBjhTMABrAmc.html
Java开发组长（平安银行）,深圳市友点科技有限公司,1.5-2万,深圳·福田区,5-7年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/shenzhen/148532377.html?s=sou_sou_soulb&t=0_0&req=f46c6451aac78dc5c21a151066cc123a,https://jobs.51job.com/all/coAGIFY1E0AjtTNwVhVzQ.html
Java开发工程师,内蒙古钛驰新迪商务有限公司,8千-1.5万,北京·朝阳区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/changchun/141369261.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coVDVXMFIxVmAOaQZlBWU.html
Java开发工程师,上海千熠信息科技有限公司,1.3-1.8万,北京·西城区,3-4年,本科,民营,150-500人,金融/投资/证券,https://jobs.51job.com/beijing/147626201.html?s=sou_sou_soulb&t=0_0&req=d71315840635620802938670d13f49c6,https://jobs.51job.com/all/coUzEAbQRnVmtRMgZnVTA.html
java工程师,北京中外翻译咨询有限公司,8千-1.2万,北京·西城区,2年,本科,国企,150-500人,教育/培训/院校,https://jobs.51job.com/beijing/129621114.html?s=sou_sou_soulb&t=0_0&req=86c9fb00ecdaf6e9706713645c11eeac,https://jobs.51job.com/all/coB2RQNlYzVmEPa1EwXDo.html
Java架构师,神州数码信息服务股份有限公司,1.8-2万,上海·浦东新区,5-7年,大专,已上市,10000人以上,计算机软件,https://jobs.51job.com/shanghai/147182045.html?s=sou_sou_soulb&t=0_0&req=2d5ac81270b2571750ee86cdf67903ce,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
高级Java开发工程师（珠海）,广州南天电脑系统有限公司,1.5-2.5万,珠海·香洲区,5-7年,本科,已上市,500-1000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/134214588.html?s=sou_sou_soulb&t=0_1&req=00f49ff72095878fe5556366e86d07a1,https://jobs.51job.com/all/coBmJSMVY3VGtTNFMzAGE.html
Java开发工程师,上海安硕信息技术股份有限公司,8千-1.5万,北京·东城区,3-4年,本科,已上市,1000-5000人,互联网/电子商务,https://jobs.51job.com/jining/148502155.html?s=sou_sou_soulb&t=0_0&req=86c9fb00ecdaf6e9706713645c11eeac,https://jobs.51job.com/all/coUjVTMlIxU2lVMgZn.html
Java开发,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/handan/141154219.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
Java开发工程师（小程序及移动端）,上海紫越网络科技股份有限公司,1.2-1.8万,上海·静安区,3-4年,本科,民营,150-500人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/146033786.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coAmdVMVI1U2sPaANg.html
Java架构师,神州数码信息服务股份有限公司,1.8-2万,上海·浦东新区,5-7年,大专,已上市,10000人以上,计算机软件,https://jobs.51job.com/shanghai/147182045.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
Java开发工程师,内蒙古钛驰新迪商务有限公司,8千-1.5万,北京·朝阳区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/shenyang/141369258.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coVDVXMFIxVmAOaQZlBWU.html
Java开发,点奇互联（北京）科技有限公司,8千-1.5万,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/xingtai/141154222.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
高级Java开发工程师,深圳市欧力普能源与自动化技术有限公司,1.8-2.8万·13薪,深圳·南山区,5-7年,大专,民营,150-500人,贸易/进出口,https://jobs.51job.com/shenzhen/145946564.html?s=sou_sou_soulb&t=0_0&req=36e06f5519adf799b16e4adcf208463e,https://jobs.51job.com/all/coVjRVOV4-BD8CZgBqUTM.html
JAVA软件工程师,苏州维莱科软件有限公司,1.2-1.8万,上海·杨浦区,3-4年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/104867787.html?s=sou_sou_soulb&t=0_0&req=36e06f5519adf799b16e4adcf208463e,https://jobs.51job.com/all/coAGUHY1QzATsOYlAzBmM.html
Java初中开发工程师（昆山）,上海织田信息技术有限公司,7千-1.4万,上海·浦东新区,1年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/suzhou/143759619.html?s=sou_sou_soulb&t=0_0&req=8c4bed0f303372a4da3f4f44bb223aa6,https://jobs.51job.com/all/coVjUFYwdmBTwAZgZjXT0.html
Java后端工程师,深圳吉兰丁智能科技有限公司,8千-1.2万·13薪,深圳,无需经验,本科,民营,50-150人,仪器仪表/工业自动化,https://jobs.51job.com/shenzhen/146482187.html?s=sou_sou_soulb&t=0_0&req=b445a788a235a2a7398ca0db5fc35d4b,https://jobs.51job.com/all/coCG1XOgBqBz4FYAJjUj8.html
Java开发工程师,北京网安通达科技有限公司,8千-1.5万·13薪,北京·昌平区,1年,大专,民营,,计算机软件,https://jobs.51job.com/xian/146260518.html?s=sou_sou_soulb&t=0_0&req=eb41425f9e03079a43cd9dc5a274ef9d,https://jobs.51job.com/all/coVDUBYF87Az1WMAJgUTA.html
Java软件工程师,上海迈可服饰洗涤护理有限公司,1.5-2万,上海·黄浦区,5-7年,本科,民营,50-150人,生活服务,https://jobs.51job.com/shanghai/141901083.html?s=sou_sou_soulb&t=0_0&req=86c9fb00ecdaf6e9706713645c11eeac,https://jobs.51job.com/all/coUTRWNFQ_DjYFZVA7VTY.html
Java工程师,广州惠天信息科技有限公司,8千-1.5万·13薪,广州·天河区,3-4年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148461878.html?s=sou_sou_soulb&t=0_0&req=86c9fb00ecdaf6e9706713645c11eeac,https://jobs.51job.com/all/coVDFXM1E3VG0Cb1E0UzQ.html
高级JAVA开发工程师(009216),中信银行信用卡中心,2-4万,深圳·福田区,3-4年,本科,国企,500-1000人,互联网/电子商务,https://jobs.51job.com/shenzhen/145132728.html?s=sou_sou_soulb&t=0_0&req=231522b271484ae000ad8f2fe881a242,https://jobs.51job.com/all/coA2BQMlYzATkFaQZt.html
Java中级开发工程师,唯裁数字科技有限公司,1.5-2万,广州·番禺区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/143900054.html?s=sou_sou_soulb&t=0_0&req=8e90a34c2452665243190af048d87258,https://jobs.51job.com/all/coVTUGa1Y0ATcBbQNiUDA.html
高级Java工程师（深农商银行核心系统）,神州数码信息服务股份有限公司,1.8-2.5万·13薪,深圳·罗湖区,5-7年,本科,已上市,10000人以上,计算机软件,https://jobs.51job.com/shenzhen/145184819.html?s=sou_sou_soulb&t=0_0&req=e3661c72cea4d4a6812fd198f643386e,https://jobs.51job.com/all/coVDBSMFQ_BDkBZlE0UD0.html
