,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
0,PHP工程师,广州美云美服科技有限公司,7500.0,广州·越秀区,1年,本科,民营,150-500人,美容/保健,https://jobs.51job.com/guangzhou/140455573.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coA2FUNF41UWkBYQdiUzc.html
1,PHP,成都惠乐聚网络科技有限公司,11000.0,成都·金牛区,3-4年,本科,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/chengdu/147841220.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coBmcGZ1E2BTMBZQFqB2s.html
2,PHP架构师,上海赢他网络科技有限公司,11500.0,广州·番禺区,3-4年,本科,合资,150-500人,贸易/进出口,https://jobs.51job.com/guangzhou/147891133.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coBmNcMFE0ADdSNVMyBmI.html
3,PHP软件工程师,易恩孚商务咨询（芜湖）有限公司,15500.0,深圳,3-4年,本科,外资（欧美）,少于50人,互联网/电子商务,https://jobs.51job.com/shenzhen/147662064.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coBWEHZgNjAzUCZVY8AWM.html
4,PHP开发工程师,成都初五科技有限公司,10000.0,成都·高新区,1年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/chengdu/147532361.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coUzBTN180VW4GZgdlXT8.html
5,PHP 工程师（全栈方向）,上海美声服饰辅料有限公司,10000.0,上海·闵行区,3-4年,大专,外资（非欧美）,1000-5000人,贸易/进出口,https://jobs.51job.com/shanghai/147679906.html?s=sou_sou_soulb&t=1_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coBmFVMwBnADwPbQRm.html
6,软件开发工程师 - PHP,佛山市铭信诚润滑油有限公司,12500.0,海宁,3-4年,大专,民营,50-150人,汽车零配件,https://jobs.51job.com/shenzhen/146957222.html?s=sou_sou_soulb&t=0_1&req=eb952bb075afe51bf090ec3eff5d8f7f,https://jobs.51job.com/all/coBWBWO1AxBjgEZgBjUDQ.html
7,PHP工程师,上海易班企业发展有限公司,15500.0,上海·杨浦区,10年以上,本科,国企,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/144366169.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coBmRTNFM3BTNRNwZiUz4.html
8,PHP开发工程师,成都迪翔光科技有限公司,13000.0,成都·高新区,2年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/chengdu/147684698.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coBGUHYFI0DjVVNFE2BWE.html
9,PHP后端开发工程师,广州多益网络股份有限公司,13500.0,广州·黄埔区,无需经验,,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/guangzhou/140596801.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coB2NcOF47UWwAY1AxXDA.html
10,PHP开发工程师,链式反应（广州）区块链科技有限公司,15000.0,广州·越秀区,5-7年,大专,民营,少于50人,互联网/电子商务,https://jobs.51job.com/guangzhou/139579721.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coUTIHZFA0ATcCZwdhB2Q.html
11,PHP工程师,广东尊一互动科技有限公司,12500.0,广州·越秀区,3-4年,本科,合资,150-500人,,https://jobs.51job.com/guangzhou/145760359.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coA2BUNQNlBDsOaFQ0BWg.html
12,PHP高级开发工程师,上海翼得营销策划有限公司,16000.0,上海·普陀区,3-4年,本科,合资,150-500人,互联网/电子商务,https://jobs.51job.com/shanghai/148331076.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coCW0AYVYzBjoCZ1E1AGM.html
13,PHP(或JAVA）开发工程师,广州如约数据科技有限公司,15000.0,广州·荔湾区,5-7年,本科,国企,50-150人,交通/运输/物流,https://jobs.51job.com/guangzhou/147286516.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coVTddOV8_ATkDZQdlVDY.html
14,PHP开发工程师,灏冉舟网络有限公司,12500.0,上海·静安区,2年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/146120843.html?s=sou_sou_soulb&t=0_0&req=20e7ca454f3e30c31ed4c36590b89bf4,https://jobs.51job.com/all/coAmFdP1E6DzMEZgNkVDQ.html
15,PHP开发工程师,上海游盾网络科技有限公司,17500.0,上海·普陀区,3-4年,本科,民营,少于50人,通信/电信/网络设备,https://jobs.51job.com/shanghai/136119227.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coAWJcOVE3BzxTMwVgB2A.html
16,PHP开发工程师,网是科技股份有限公司,15000.0,深圳·南山区,3-4年,本科,民营,500-1000人,通信/电信/网络设备,https://jobs.51job.com/shenzhen/147638147.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coBmJVOVQ2BD1UNFMyAWU.html
17,PHP开发工程师,深圳市双佳医疗科技有限公司,15000.0,深圳·南山区,3-4年,本科,民营,150-500人,计算机硬件,https://jobs.51job.com/shenzhen/122420109.html?s=sou_sou_soulb&t=0_0&req=aa68cba110e0673895a590b149db310f,https://jobs.51job.com/all/coBWdQNQJpVGIFaARvAGY.html
18,PHP开发工程师,米开罗那（上海）工业智能科技股份有限公司,8500.0,上海·金山区,2年,本科,民营,150-500人,汽车,https://jobs.51job.com/shanghai/137638904.html?s=sou_sou_soulb&t=0_0&req=eb952bb075afe51bf090ec3eff5d8f7f,https://jobs.51job.com/all/coUTUAZF86DjlRMgBmAmQ.html
19,PHP开发工程师,深圳市榜中榜计算机有限公司,9500.0,深圳·龙岗区,1年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/132126894.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coAGRXNwJiDjcBbFMzUDw.html
20,PHP开发工程师,广州复能基因有限公司,7500.0,广州·黄埔区,1年,本科,合资,150-500人,,https://jobs.51job.com/guangzhou/55896869.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coVjFTNlMyBT5WM1Ew.html
21,软件开发工程师 (PHP),飞域（广州）国际贸易有限公司,12500.0,广州·天河区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/tianjin/147083071.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coUTFUNF81UmwPb1EzUTc.html
22,PHP网站开发工程师,上海研洁建筑材料有限公司,9000.0,上海,2年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shanghai/111391649.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coBmJVOVUyVm8OagFhBWA.html
23,PHP开发工程师,上海沣海智能科技有限公司,12500.0,上海·浦东新区,2年,本科,合资,150-500人,金融/投资/证券,https://jobs.51job.com/shanghai/109551857.html?s=sou_sou_soulb&t=0_0&req=20e7ca454f3e30c31ed4c36590b89bf4,https://jobs.51job.com/all/coVjUAZwBjAjlVN1YwAWE.html
24,PHP开发工程师,广州市威创网络科技有限公司,15000.0,广州·番禺区,3-4年,本科,民营,50-150人,网络游戏,https://jobs.51job.com/guangzhou/146123282.html?s=sou_sou_soulb&t=0_0&req=428cb94db9c85d43ba7baeb63c6c9238,https://jobs.51job.com/all/coUzdTMgVhATdWM1MwUDQ.html
25,PHP,深圳市爱购城供应链有限公司,13000.0,深圳·龙岗区,1年,本科,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shenzhen/147376880.html?s=sou_sou_soulb&t=0_0&req=aa68cba110e0673895a590b149db310f,https://jobs.51job.com/all/coVDUFY144AT8EZwdsUDc.html
26,PHP开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/beijing/140832097.html?s=sou_sou_soulb&t=0_0&req=eb952bb075afe51bf090ec3eff5d8f7f,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
27,PHP开发工程师,深圳数字电视国家工程实验室股份有限公司,8500.0,深圳·南山区,1年,大专,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/shenzhen/148332008.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coBWFVNF8_ADdTM1YwBmM.html
28,PHP后端开发工程师,成都动动幺网络科技有限公司,10000.0,成都,5-7年,大专,民营,少于50人,金融/投资/证券,https://jobs.51job.com/chengdu/143138048.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coVDVXM1U0ADYGa1AzUjM.html
29,Magento 2 开发工程师,探谋网络科技（上海）有限公司,10500.0,上海·普陀区,3-4年,本科,外资（欧美）,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/140203030.html?s=sou_sou_soulb&t=0_0&req=7929f09882e236829b42a842f7516da3,https://jobs.51job.com/all/coBGABYFA1BzEBYwRmVTg.html
30,Java开发工程师,广州购书中心有限公司,12500.0,广州·天河区,3-4年,大专,国企,150-500人,文字媒体/出版,https://jobs.51job.com/guangzhou/147068220.html?s=sou_sou_soulb&t=0_0&req=7929f09882e236829b42a842f7516da3,https://jobs.51job.com/all/coVjNRMFQ_Bz0CYwxsBWg.html
31,PHP/Wordpress软件工程师- CET-4,深圳利轩科技有限公司,11500.0,深圳·龙华区,1年,本科,民营,少于50人,贸易/进出口,https://jobs.51job.com/shenzhen/146368038.html?s=sou_sou_soulb&t=0_0&req=0bb470fcd39900efafc6c13d8dcdc397,https://jobs.51job.com/all/coBGZSNVMwUW8PY1A1B2c.html
32,PHP/JAVA工程师,广州瑞丰生物科技有限公司,9000.0,广州,5-7年,大专,民营,50-150人,农/林/牧/渔,https://jobs.51job.com/guangzhou/127848385.html?s=sou_sou_soulb&t=0_0&req=5d1f7f0997c9ab002f2295f8ce61b64f,https://jobs.51job.com/all/coCWtXNlQxBztRMQxrXTg.html
33,PHP开发工程师,客友信息技术（深圳）有限公司,10500.0,深圳,1年,大专,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/135905945.html?s=sou_sou_soulb&t=0_0&req=5d1f7f0997c9ab002f2295f8ce61b64f,https://jobs.51job.com/all/coBWEBYlIxBzoFYwFqBmU.html
34,全栈PHP中高级网站开发工程师（线上面试+不加班）,广州优之极网络服务有限公司,17900.0,广州·海珠区,5-7年,大专,创业公司,少于50人,计算机软件,https://jobs.51job.com/guangzhou/133770407.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coVDRVN1MyBD9SNw1pUTE.html
35,PHP开发工程师（美妆 电商）,广州海雅生物科技有限公司,15000.0,广州·白云区,3-4年,大专,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/147082197.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coUzNUNlM5Bj9WOlQwB2o.html
36,程序员（PHP开发工程师）,溥仪眼镜 PUYI OPTICAL,12500.0,上海·静安区,2年,大专,外资（非欧美）,500-1000人,批发/零售,https://jobs.51job.com/shanghai/145682585.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coB2NcOlY1VW9WMVQ0Ujc.html
37,后端开发Wordpress/PHP工程师,企牛控股（深圳）有限公司,12500.0,深圳·龙岗区,2年,大专,民营,50-150人,贸易/进出口,https://jobs.51job.com/shenzhen/148130222.html?s=sou_sou_soulb&t=0_0&req=20e7ca454f3e30c31ed4c36590b89bf4,https://jobs.51job.com/all/coB2cCb1A7Aj4DZFM3AWI.html
38,后台开发工程师（PHP/GO）(J10218),9377游戏,8750.0,广州·天河区,3-4年,本科,民营,500-1000人,网络游戏,https://jobs.51job.com/guangzhou/146954943.html?s=sou_sou_soulb&t=0_0&req=eb952bb075afe51bf090ec3eff5d8f7f,https://jobs.51job.com/all/coAWVSMlQ_ADxSNQZkXD0.html
39,PHP开发工程师（跨境ERP/双休/加班少）,深圳市唯高汽车配件有限公司,14500.0,深圳·南山区,2年,本科,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/147841814.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coAGAAbFA0ADcFZgZkVDM.html
40,PHP高级开发工程师,源鸿物联科技有限公司,10000.0,广州,2年,本科,国企,50-150人,交通/运输/物流,https://jobs.51job.com/guangzhou/148320207.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coAGFSMgBrVm8EZwZjUTI.html
41,PHP开发主管,深圳钻明珠宝产业互联网股份有限公司,16500.0,深圳,3-4年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/136868278.html?s=sou_sou_soulb&t=0_0&req=aa68cba110e0673895a590b149db310f,https://jobs.51job.com/all/coVjNSM1E1AD1RNw1qVzU.html
42,Magento 开发工程师,探谋网络科技（上海）有限公司,10500.0,上海·普陀区,3-4年,本科,外资（欧美）,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/109361337.html?s=sou_sou_soulb&t=0_0&req=e8a24455925c286313d8c92db0dca322,https://jobs.51job.com/all/coBGABYFA1BzEBYwRmVTg.html
43,web工程师（应往届亦可）,亿邦汇华（广州）科技有限公司,7500.0,广州·海珠区,无需经验,大专,民营,,互联网/电子商务,https://jobs.51job.com/guangzhou/139517199.html?s=sou_sou_soulb&t=0_0&req=c79c224784128fb2b9fd520404274d2a,https://jobs.51job.com/all/coBWRXM1Q-VWIObQNgXDA.html
44,PHP开发工程师,深圳世标检测认证股份有限公司,7750.0,深圳·宝安区,无需经验,大专,合资,1000-5000人,检测，认证,https://jobs.51job.com/shenzhen/132612967.html?s=sou_sou_soulb&t=1_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coBGZcP1c3BDNTNlM1UzA.html
45,PHP开发工程师,深圳阿帕云计算有限公司,10250.0,深圳·南山区,5-7年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/shenzhen/146881464.html?s=sou_sou_soulb&t=0_0&req=428cb94db9c85d43ba7baeb63c6c9238,https://jobs.51job.com/all/coB2YGZFYxUW0HYQJkVjI.html
46,PHP高级开发工程师,广东荣文科技集团有限公司,15000.0,广州·黄埔区,3-4年,本科,民营,50-150人,新能源,https://jobs.51job.com/guangzhou/98933799.html?s=sou_sou_soulb&t=0_0&req=aa68cba110e0673895a590b149db310f,https://jobs.51job.com/all/coB2JcPVQ-DjIGZgRgAGE.html
47,PHP开发工程师,上海凯景信息技术有限公司,12500.0,上海·普陀区,3-4年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/126435767.html?s=sou_sou_soulb&t=0_0&req=20e7ca454f3e30c31ed4c36590b89bf4,https://jobs.51job.com/all/coAWECZ1QzDjBTMlQxAmc.html
48,全栈工程师（前端、php）,上海凯景信息技术有限公司,14000.0,上海·普陀区,3-4年,大专,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/141621928.html?s=sou_sou_soulb&t=0_0&req=5d1f7f0997c9ab002f2295f8ce61b64f,https://jobs.51job.com/all/coAWECZ1QzDjBTMlQxAmc.html
49,.NET开发工程师,广州紫麦科技有限公司,16000.0,广州·黄埔区,3-4年,本科,民营,150-500人,互联网/电子商务,https://jobs.51job.com/guangzhou/146320644.html?s=sou_sou_soulb&t=0_0&req=def204a8daf3174fb6e8ee6b4cf29586,https://jobs.51job.com/all/coAWRVMAJoVWlSPlY2AGE.html
50,PHP后端开发工程师,上海朗纳企业管理咨询合伙企业（有限合伙）,17500.0,上海,3-4年,本科,民营,少于50人,,https://jobs.51job.com/shanghai/147731990.html?s=sou_sou_soulb&t=0_0&req=eb952bb075afe51bf090ec3eff5d8f7f,https://jobs.51job.com/all/coUzJWNABrAT5SP1E1B2M.html
51,PHP开发工程师,蓬江区恒准达电子设备中心,75000.0,深圳·龙华区,3-4年,本科,合资,1000-5000人,机械/设备/重工,https://jobs.51job.com/shenzhen/146748036.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coAmNSMwNgUWgDZVc1VzY.html
52,PHP开发工程师,广州八点网络科技有限公司,7500.0,广州·天河区,1年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/135735466.html?s=sou_sou_soulb&t=0_0&req=0bb470fcd39900efafc6c13d8dcdc397,https://jobs.51job.com/all/coBGQGZ1czVmwHY1MwUzE.html
53,资深PHP开发工程师,上海柯穆网络科技有限公司,17000.0,上海·黄浦区,3-4年,,民营,少于50人,计算机软件,https://jobs.51job.com/shanghai/146235784.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coVjNRN1c8VGwPYwJjXDw.html
54,PHP中级开发工程师,广州玖晔网络科技有限公司,15000.0,广州·海珠区,5-7年,大专,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/guangzhou/138940627.html?s=sou_sou_soulb&t=0_0&req=77718aed59c77ff1eb2cf8d592ba9c23,https://jobs.51job.com/all/coAGRSNVQ-VG4PbFQ_Uzc.html
55,PHP开发工程师,点奇互联（北京）科技有限公司,11500.0,北京·海淀区,1年,大专,民营,,电子技术/半导体/集成电路,https://jobs.51job.com/chengde/140832099.html?s=sou_sou_soulb&t=0_0&req=883cee77bb1090ee1167e1a1b6d256e9,https://jobs.51job.com/all/coUTBSNFI0AjxUMFA7AmA.html
56,Magento架构师,奇利匙信息技术（上海）有限公司,3500.0,上海,10年以上,大专,外资（欧美）,1000-5000人,互联网/电子商务,https://jobs.51job.com/guangzhou/148127449.html?s=sou_sou_soulb&t=0_0&req=c79c224784128fb2b9fd520404274d2a,https://jobs.51job.com/all/coBmJWNwViUWkFaA1uXDo.html
57,大数据开发组长,广州赛意信息科技股份有限公司,17500.0,深圳·龙华区,5-7年,本科,已上市,5000-10000人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/120192060.html?s=sou_sou_soulb&t=0_0&req=c79c224784128fb2b9fd520404274d2a,https://jobs.51job.com/all/coUzQGZ1M5VWgPagJl.html
58,web工程师（应往届亦可）,亿邦汇华（广州）科技有限公司,7500.0,广州·海珠区,无需经验,大专,民营,,互联网/电子商务,https://jobs.51job.com/dongguan/139517201.html?s=sou_sou_soulb&t=0_0&req=c79c224784128fb2b9fd520404274d2a,https://jobs.51job.com/all/coBWRXM1Q-VWIObQNgXDA.html
59,网络信息安全管理岗,中远海运大连投资有限公司,8500.0,大连·中山区,3-4年,本科,国企,150-500人,,https://jobs.51job.com/shanghai/147871767.html?s=sou_sou_soulb&t=0_1&req=c79c224784128fb2b9fd520404274d2a,https://jobs.51job.com/all/coBGVRM189AjkAYVY0BWQ.html
60,PHP开发工程师,广州视景医疗软件有限公司,13500.0,广州·天河区,3-4年,本科,民营,150-500人,医疗设备/器械,https://jobs.51job.com/guangzhou/146353400.html?s=sou_sou_soulb&t=0_0&req=20e7ca454f3e30c31ed4c36590b89bf4,https://jobs.51job.com/all/coBWFdPQRiU2UObgVjVzU.html
61,PHP开发运维工程师,挪亚检测认证集团有限公司,12500.0,上海,3-4年,本科,民营,1000-5000人,,https://jobs.51job.com/shanghai/147614456.html?s=sou_sou_soulb&t=0_0&req=5d1f7f0997c9ab002f2295f8ce61b64f,https://jobs.51job.com/all/coUjdXM146Um8FZ1c0AmI.html
62,网站管理工程师,深圳市神华投资集团有限公司,10000.0,深圳·福田区,2年,本科,民营,500-1000人,金融/投资/证券,https://jobs.51job.com/shenzhen/141812117.html?s=sou_sou_soulb&t=0_0&req=def204a8daf3174fb6e8ee6b4cf29586,https://jobs.51job.com/all/coAWNTNAJlDzEGZARmUjU.html
63,系统分析师,傲讯全通科技（深圳）有限公司,8800.0,深圳,5-7年,本科,外资（非欧美）,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shenzhen/145213117.html?s=sou_sou_soulb&t=0_0&req=e8a24455925c286313d8c92db0dca322,https://jobs.51job.com/all/coB2JRN1ExDzdTMlc2UDY.html
64,PHP开发,上海景游网络科技有限公司,12000.0,广州·天河区,3-4年,大专,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/147187735.html?s=sou_sou_soulb&t=0_0&req=eb952bb075afe51bf090ec3eff5d8f7f,https://jobs.51job.com/all/coUTBWNlMyBTwPbABkB2s.html
65,PHP开发工程师,广东精工招标代理有限公司,6500.0,广州·白云区,1年,大专,民营,少于50人,,https://jobs.51job.com/guangzhou/143261622.html?s=sou_sou_soulb&t=0_0&req=428cb94db9c85d43ba7baeb63c6c9238,https://jobs.51job.com/all/coVjcAZl47BTMFZgRnUDc.html
66,PHP开发工程师,广州魁威缇贸易有限公司,11500.0,广州,5-7年,大专,外资（非欧美）,少于50人,贸易/进出口,https://jobs.51job.com/guangzhou/133639252.html?s=sou_sou_soulb&t=0_0&req=aa68cba110e0673895a590b149db310f,https://jobs.51job.com/all/coBGEFZ1MyVmsHYgJmBWU.html
67,高级PHP开发工程师,澜瑞图书（上海）有限公司,8750.0,上海·宝山区,1年,本科,民营,50-150人,批发/零售,https://jobs.51job.com/shanghai/117560793.html?s=sou_sou_soulb&t=0_0&req=8824a0a16789eca96eec17ce65455421,https://jobs.51job.com/all/coB2IBZFMwAjpTMgdtXT8.html
68,技术主管（PHP）,湛蓝科技股份有限公司广州分公司,11250.0,广州·海珠区,5-7年,大专,民营,1000-5000人,互联网/电子商务,https://jobs.51job.com/guangzhou/143162543.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coUjJXNVA7VWMFYlEyBmA.html
69,高级PHP开发工程师（急聘）,深圳市智目科技有限公司,8750.0,深圳·龙岗区,3-4年,大专,民营,50-150人,互联网/电子商务,https://jobs.51job.com/shenzhen/142843872.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coAmEFYlc9BDpSN1E3BWU.html
70,（全国）PHP工程师（自由工作 在家办公）,北京微普科创科技有限公司,9000.0,北京,3-4年,大专,民营,少于50人,计算机软件,https://jobs.51job.com/beijing/140311565.html?s=sou_sou_soulb&t=0_0&req=77718aed59c77ff1eb2cf8d592ba9c23,https://jobs.51job.com/all/coAGQHZwJgBTxUNQBlB2E.html
71,PHP程序员,深圳市玲夕传媒有限公司,11500.0,深圳,3-4年,本科,民营,少于50人,,https://jobs.51job.com/shenzhen/147994098.html?s=sou_sou_soulb&t=0_0&req=77718aed59c77ff1eb2cf8d592ba9c23,https://jobs.51job.com/all/coB2YBYgdsBTNWMgJgUTQ.html
72,.NET开发工程师,创锐软件开发（深圳）有限公司,16000.0,深圳,3-4年,大专,外资（非欧美）,150-500人,计算机软件,https://jobs.51job.com/shenzhen/148060405.html?s=sou_sou_soulb&t=0_0&req=e8a24455925c286313d8c92db0dca322,https://jobs.51job.com/all/coUTJcPgBjATsBZgBjXT4.html
73,游戏服务端开发工程师,北京时空立方数字科技有限公司,12500.0,广州,1年,本科,民营,150-500人,网络游戏,https://jobs.51job.com/guangzhou/146735702.html?s=sou_sou_soulb&t=0_0&req=def204a8daf3174fb6e8ee6b4cf29586,https://jobs.51job.com/all/coBmUFZ1UyBTNUNAJjBmc.html
74,web工程师（包食宿）,优普道信息科技（广东）集团有限公司,9000.0,广州·海珠区,无需经验,大专,民营,,计算机软件,https://jobs.51job.com/guangzhou/138903709.html?s=sou_sou_soulb&t=0_0&req=c79c224784128fb2b9fd520404274d2a,https://jobs.51job.com/all/coBGQGawJjUWpUOQNkVzA.html
75,日语软件开发,深圳市凯格玛电器实业有限公司,15000.0,广州·天河区,3-4年,本科,民营,50-150人,计算机软件,https://jobs.51job.com/guangzhou/142744080.html?s=sou_sou_soulb&t=0_0&req=7929f09882e236829b42a842f7516da3,https://jobs.51job.com/all/coAWBWMVExAzxWMlA7UDw.html
76,PHP开发工程师,上海沣海智能科技有限公司,12500.0,上海·黄浦区,2年,本科,合资,150-500人,金融/投资/证券,https://jobs.51job.com/shanghai/115261364.html?s=sou_sou_soulb&t=0_0&req=20e7ca454f3e30c31ed4c36590b89bf4,https://jobs.51job.com/all/coVjUAZwBjAjlVN1YwAWE.html
77,后端PHP开发工程师,深圳瑞铠科技有限公司,14000.0,深圳·南山区,2年,大专,民营,150-500人,互联网/电子商务,https://jobs.51job.com/shenzhen/146152978.html?s=sou_sou_soulb&t=0_0&req=5d1f7f0997c9ab002f2295f8ce61b64f,https://jobs.51job.com/all/coVTBXOlEzBTkGZQJkBWI.html
78,企业数字解决方案经理,中软国际科技服务有限公司,2750.0,上海·嘉定区,5-7年,本科,合资,10000人以上,计算机服务(系统、数据服务、维修),https://jobs.51job.com/shanghai/147307695.html?s=sou_sou_soulb&t=0_0&req=9e17a706f06a7ed61fbefef81848bc7b,https://jobs.51job.com/all/coA2cCY1cxBj1UNlAyB2Y.html
79,技术开发经理,广东白鹭天湖电子商务有限公司,13500.0,广州·黄埔区,5-7年,本科,民营,50-150人,,https://jobs.51job.com/guangzhou/144175786.html?s=sou_sou_soulb&t=0_0&req=9e17a706f06a7ed61fbefef81848bc7b,https://jobs.51job.com/all/coUzBQN1IxBThRPQJjVDg.html
80,PHP软件开发工程师（应届生亦可）,亿泰和信息技术（上海）有限公司,9000.0,上海·普陀区,无需经验,本科,外资（欧美）,50-150人,贸易/进出口,https://jobs.51job.com/shanghai/40623618.html?s=sou_sou_soulb&t=0_0&req=aa68cba110e0673895a590b149db310f,https://jobs.51job.com/all/coCW0CZgRmUmxTMgBhXDk.html
81,PHP开发工程师（包食宿）,亿邦汇华（广州）科技有限公司,7000.0,广州·海珠区,无需经验,大专,民营,,互联网/电子商务,https://jobs.51job.com/zhuhai/139517276.html?s=sou_sou_soulb&t=0_0&req=0bb470fcd39900efafc6c13d8dcdc397,https://jobs.51job.com/all/coBWRXM1Q-VWIObQNgXDA.html
82,软件开发工程师(PHP),飞域（广州）国际贸易有限公司,12500.0,广州·天河区,2年,本科,民营,50-150人,电子技术/半导体/集成电路,https://jobs.51job.com/ningbo/147083074.html?s=sou_sou_soulb&t=0_0&req=0ddc7fa18fd86fce522c43c8a2147b30,https://jobs.51job.com/all/coUTFUNF81UmwPb1EzUTc.html
83,全栈PHP中高级网站开发工程师 （线上远程+不加班）,广州优之极网络服务有限公司,17900.0,广州·海珠区,5-7年,大专,创业公司,少于50人,计算机软件,https://jobs.51job.com/nanjing/145197439.html?s=sou_sou_soulb&t=0_0&req=e460742f9e5e82664ef4128b741c17ec,https://jobs.51job.com/all/coVDRVN1MyBD9SNw1pUTE.html
